id	file	ext	date	event
01.k	rep bz fin pub 1.4 Sources-	.numbers	29 October 2021 at 03:05	versioned file
01.h	rep bz fin pub 1.4 Introduction- *sent.	.numbers	30 October 2021 at 00:56	versioned file
01.k	rep bz fin pub 1.4 Sources-	.numbers	30 October 2021 at 23:33	versioned file
01.h	rep bz fin pub 1.4 Introduction- *sent.	.numbers	31 October 2021 at 00:32	versioned file
01.k	rep bz fin pub 1.4 Sources-	.numbers	31 October 2021 at 00:37	versioned file
01.f	rep bz fin pub 1.4 Events-	.numbers	31 October 2021 at 01:05	versioned file
01.e	rep bz fin pub 1.4 Events 2-	.numbers	31 October 2021 at 02:50	versioned file
01.e	rep bz fin pub 1.4 Events 2-	.numbers	31 October 2021 at 19:35	modified file
01.h	rep bz fin pub 1.4 Introduction- *sent.	.numbers	1 November 2021 at 00:25	versioned file
01.i	rep bz fin pub 1.4 Introduction- *copy	.numbers	1 November 2021 at 03:50	versioned file
0	xx	.tsv	4 November 2021 at 23:59	deposited file
01.k	rep bz fin pub 1.4 Sources-	.numbers	5 November 2021 at 13:34	versioned file
01.k	rep bz fin pub 1.4 Sources-	.numbers	6 November 2021 at 00:04	versioned file
01.i	rep bz fin pub 1.4 Introduction- *copy	.numbers	6 November 2021 at 19:46	versioned file
19	prelim rep bz 1.4 WORK	.numbers	6 November 2021 at 20:35	versioned file
01.i	rep bz fin pub 1.4 Introduction- *copy	.numbers	7 November 2021 at 00:08	versioned file
19	prelim rep bz 1.4 WORK	.numbers	7 November 2021 at 01:42	modified file
19	prelim rep bz 1.4 WORK	.numbers	7 November 2021 at 01:42	versioned file
01.i	rep bz fin pub 1.4 Introduction- *copy	.numbers	8 November 2021 at 00:01	versioned file
01.i	rep bz fin pub 1.4 Introduction- *copy	.numbers	8 November 2021 at 05:19	modified file
01.f	rep bz fin pub 1.4 Events-	.numbers	7 January 2022 at 14:22	versioned file
01.a	rep bz fin pub 1.4 asdfasf	.numbers	16 April 2022 at 16:15	created file
01.a	rep bz fin pub 1.4 asdfasf	.numbers	16 April 2022 at 16:15	versioned file
01.a	rep bz fin pub 1.4 asdfasf	.numbers	18 April 2022 at 15:54	versioned file
01.a	rep bz fin pub 1.4 asdfasf	.numbers	18 April 2022 at 17:32	modified file
01.j	rep bz fin pub 1.4 Sources 2-	.numbers	2 June 2022 at 13:43	versioned file
01.f	rep bz fin pub 1.4 Events-	.numbers	4 June 2022 at 00:08	versioned file
01.k	rep bz fin pub 1.4 Sources-	.numbers	4 June 2022 at 13:18	modified file
01.j	rep bz fin pub 1.4 Sources 2-	.numbers	3 July 2022 at 18:22	versioned file
01.j	rep bz fin pub 1.4 Sources 2-	.numbers	4 July 2022 at 09:36	versioned file
01.j	rep bz fin pub 1.4 Sources 2-	.numbers	5 July 2022 at 00:26	versioned file
01.h	rep bz fin pub 1.4 Introduction- *sent.	.numbers	6 July 2022 at 20:41	modified file
01.h	rep bz fin pub 1.4 Introduction- *sent.	.numbers	6 July 2022 at 20:41	versioned file
01.j	rep bz fin pub 1.4 Sources 2-	.numbers	6 July 2022 at 21:02	versioned file
01.j	rep bz fin pub 1.4 Sources 2-	.numbers	7 July 2022 at 02:33	versioned file
01.j	rep bz fin pub 1.4 Sources 2-	.numbers	10 July 2022 at 07:09	versioned file
01.b	rep bz fin pub 1.4 Cartas-	.numbers	10 July 2022 at 14:06	modified file
01.f	rep bz fin pub 1.4 Events-	.numbers	12 July 2022 at 02:29	versioned file
01.f	rep bz fin pub 1.4 Events-	.numbers	12 July 2022 at 02:32	modified file
1	rep bz fin pub 1.4	.numbers	13 July 2022 at 20:00	modified file
01.j	rep bz fin pub 1.4 Sources 2-	.numbers	13 July 2022 at 20:00	modified file
42	early gdp dis bz v1	.numbers	10 August 2022 at 06:19	modified file
42.a	early gdp dis bz v1 FORMS	.numbers	10 August 2022 at 06:19	modified file
8	rep bz fin pub 1.3	.numbers	10 August 2022 at 21:28	modified file
49	blue books data v1	.numbers	11 August 2022 at 11:43	committed file
48	hurr bz v2	.numbers	11 August 2022 at 11:43	committed file
47	Bz hurr hist 1	.numbers	11 August 2022 at 11:43	committed file
46	Hurricanes bz v2.1	.numbers	11 August 2022 at 11:43	committed file
45.5	Hurricanes bz v3 writing	.numbers	11 August 2022 at 11:43	committed file
45	asdfsaf	.numbers	11 August 2022 at 11:43	committed file
44	dis bz v1.1	.numbers	11 August 2022 at 11:43	committed file
43	econ bz 1700s	.numbers	11 August 2022 at 11:43	committed file
42	early gdp dis bz v1	.numbers	11 August 2022 at 11:43	committed file
42.b	early gdp dis bz v1 RAW	.numbers	11 August 2022 at 11:43	committed file
42.a	early gdp dis bz v1 FORMS	.numbers	11 August 2022 at 11:43	committed file
41	pop bz v1.4	.numbers	11 August 2022 at 11:43	committed file
40	shipping bz v1.1	.numbers	11 August 2022 at 11:43	committed file
39	trade raw bz v1.4	.numbers	11 August 2022 at 11:43	committed file
38	trade bz v1.3	.numbers	11 August 2022 at 11:43	committed file
37	trade bz v1.5	.numbers	11 August 2022 at 11:43	committed file
36	swi cust 3 cust 17 v1.1 copy	.numbers	11 August 2022 at 11:43	committed file
35	trade raw bz v1.4 WORKG COPY	.numbers	11 August 2022 at 11:43	committed file
34	trade bz v1.4 WORKING	.numbers	11 August 2022 at 11:43	committed file
33	disasters non-hurr bz v1.5 REVIEW	.numbers	11 August 2022 at 11:43	committed file
32	trade bz v2.3	.numbers	11 August 2022 at 11:43	committed file
31	disasters non-hurr bz v3.3	.numbers	11 August 2022 at 11:43	committed file
30	dis < 1820 non-hurr 3.5	.numbers	11 August 2022 at 11:43	committed file
29	disasters non-hurr bz v3.3 SOURCE LINKS	.numbers	11 August 2022 at 11:43	committed file
28	dis < 1820 non-hurr calcs 3.3	.numbers	11 August 2022 at 11:43	committed file
27	dis < 1820 non-hurr 3.7 sources	.numbers	11 August 2022 at 11:43	committed file
26	dis < 1820 non-hurr LOSS 3.5	.numbers	11 August 2022 at 11:43	committed file
25	dis < 1820 non-hurr 3.6	.numbers	11 August 2022 at 11:43	committed file
24	disasters non-hurr bz v3.3 copy REVIEW	.numbers	11 August 2022 at 11:43	committed file
23	dis non-hurr Eng settlement 3.7	.numbers	11 August 2022 at 11:43	committed file
22	dis non-hurr Eng settlement 3.7 asdfsd	.numbers	11 August 2022 at 11:43	committed file
21	repos bz 1.1	.numbers	11 August 2022 at 11:43	committed file
20	prelim rep bz 1.6	.numbers	11 August 2022 at 11:43	committed file
19	prelim rep bz 1.4 WORK	.numbers	11 August 2022 at 11:43	committed file
18	prelim rep 1.4 events	.numbers	11 August 2022 at 11:43	committed file
17	prelim rep bz events 1.6	.numbers	11 August 2022 at 11:43	committed file
16	prelim rep bz 1.6 ctrl	.numbers	11 August 2022 at 11:43	committed file
15	prelim rep bz 1.7	.numbers	11 August 2022 at 11:43	committed file
14	prelim rep bz ctrl 1.7	.numbers	11 August 2022 at 11:43	committed file
13	prelim rep bz ctrl 1.8	.numbers	11 August 2022 at 11:43	committed file
12	prelim rep bz 1.8	.numbers	11 August 2022 at 11:43	committed file
11	rep bz fin pub 1.0	.numbers	11 August 2022 at 11:43	committed file
10	rep bz fin pub 1.0	.xlsx	11 August 2022 at 11:43	committed file
9	white pp pre 1	.numbers	11 August 2022 at 11:43	committed file
8	rep bz fin pub 1.3	.numbers	11 August 2022 at 11:43	committed file
7	sfadfasdfasfsdfsf	.numbers	11 August 2022 at 11:43	committed file
6	asdfasdfasdfasdf	.numbers	11 August 2022 at 11:43	committed file
5	bz crime rep pre 1.0	.numbers	11 August 2022 at 11:43	committed file
4	bz fb prelim 1.0	.numbers	11 August 2022 at 11:43	committed file
3	bz fb pre 1.1	.numbers	11 August 2022 at 11:43	committed file
2	rep bz fin pub 1.3_stable	.tsv	11 August 2022 at 11:43	committed file
1	rep bz fin pub 1.4	.numbers	11 August 2022 at 11:43	committed file
01.h	rep bz fin pub 1.4 Introduction- *sent.	.numbers	11 August 2022 at 11:43	committed file
01.i	rep bz fin pub 1.4 Introduction- *copy	.numbers	11 August 2022 at 11:43	committed file
01.k	rep bz fin pub 1.4 Sources-	.numbers	11 August 2022 at 11:43	committed file
01.j	rep bz fin pub 1.4 Sources 2-	.numbers	11 August 2022 at 11:43	committed file
01.f	rep bz fin pub 1.4 Events-	.numbers	11 August 2022 at 11:43	committed file
01.e	rep bz fin pub 1.4 Events 2-	.numbers	11 August 2022 at 11:43	committed file
01.b	rep bz fin pub 1.4 Cartas-	.numbers	11 August 2022 at 11:43	committed file
01.o	rep bz fin pub 1.4 Weather 2-	.numbers	11 August 2022 at 11:43	committed file
01.p	rep bz fin pub 1.4 Weather-	.numbers	11 August 2022 at 11:43	committed file
01.l	rep bz fin pub 1.4 Towns-	.numbers	11 August 2022 at 11:43	committed file
01.d	rep bz fin pub 1.4 Estimates-	.numbers	11 August 2022 at 11:43	committed file
01.n	rep bz fin pub 1.4 Trade-	.numbers	11 August 2022 at 11:43	committed file
01.m	rep bz fin pub 1.4 Trade 2-	.numbers	11 August 2022 at 11:43	committed file
01.g	rep bz fin pub 1.4 Finances-	.numbers	11 August 2022 at 11:43	committed file
01.c	rep bz fin pub 1.4 Currency-	.numbers	11 August 2022 at 11:43	committed file
01.a	rep bz fin pub 1.4 asdfasf	.numbers	11 August 2022 at 11:43	committed file
50	HURR BZ V1	.numbers	3 December 2022 at 17:52	committed file
41.5	early gdp raw data	.numbers	27 May 2023 at 09:20	committed file
