Navidad 711	"RED;;;ID=S 838;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Crowe;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=The gospel in Central America; containing a sketch of the country, physical and geographical, historical and political, moral and religious: a history of the Baptist mission in British Honduras, and of the introduction of the Bible into the Spanish American republic of Guatemala;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Charles Gilpin, 5, Bishopsgate Street Without ; Edinburgh : Adam and Charles Black ; Dublin : J.B. Gilpin;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1850;;;STOP 1=np;;;NAME 3=F. Crowe;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/228669289;;;DESC 1=xii, 588 pages, 1 unnumbered leaf of plates : map;;;NOTE=xnp;;;LINK=https://www.google.com/books/edition/The_Gospel_in_Central_America/bbfvrEZZYa4C?hl=en&gbpv=1&printsec=frontcover;;;END###"	S 838	838	1	Crowe	P	1	1850	F. Crowe	"The gospel in Central America; containing a sketch of the country, physical and geographical, historical and political, moral and religious: a history of the Baptist mission in British Honduras, and of the introduction of the Bible into the Spanish American republic of Guatemala"	"1 vols, Charles Gilpin, 5, Bishopsgate Street Without ; Edinburgh : Adam and Charles Black ; Dublin : J.B. Gilpin, London, UK, xii, 588 pages, 1 unnumbered leaf of plates : map, "	^^^	http://gw.worldcat.org.proxygw.wrlc.org/oclc/228669289	https://www.google.com/books/edition/The_Gospel_in_Central_America/bbfvrEZZYa4C?hl=en&gbpv=1&printsec=frontcover	^^^	^^^			
Navidad 712	"RED;;;ID=S 840;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Samuel;;;NAME 0=xnp;;;CITED=24;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=The Wesleyan Methodist mission in Jamaica and Honduras;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Partridge & Oakey : Sold by J. Mason;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1850;;;STOP 1=np;;;NAME 3=P. Samuel;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/678062432;;;DESC 1=320 pages, 34 unnumbered leaves of plates : illustrations;;;NOTE=xnp;;;LINK=Readex: https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_newsbank_primary_AFAMER_S1917 / EBSCO: http://ezp-prod1.hul.harvard.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=h7h&AN=38332667&site=ehost-live&scope=site;;;END###"	S 840	840	1	Samuel	P	1	1850	P. Samuel	The Wesleyan Methodist mission in Jamaica and Honduras	"1 vols, Partridge & Oakey : Sold by J. Mason, London, UK, 320 pages, 34 unnumbered leaves of plates : illustrations, "	Readex: https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_newsbank_primary_AFAMER_S1917 / EBSCO: http://ezp-prod1.hul.harvard.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=h7h&AN=38332667&site=ehost-live&scope=site	http://gw.worldcat.org.proxygw.wrlc.org/oclc/678062432	^^^	^^^	^^^			
Navidad 713	"RED;;;ID=S 842;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Jarves;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Scenes and Scenery in the Sandwich Islands, and a Trip Through Central America Being Observations from My Note-book During the Years 1837-1842;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=James Monroe and Co.;;;PLACE 2=Boston;;;PLACE 3=USA;;;START 1=1843;;;STOP 1=np;;;NAME 3=J. J. Jarves;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/11861023;;;DESC 1=xi, [13]-341 pages, 4 plates : map ; 20 cm;;;NOTE=xnp;;;LINK=https://www.google.com/books/edition/Scenes_and_Scenery_in_the_Sandwich_Islan/dawbaX-jbt4C?hl=en&gbpv=0;;;END###"	S 842	842	1	Jarves	P	1	1843	J. J. Jarves	"Scenes and Scenery in the Sandwich Islands, and a Trip Through Central America Being Observations from My Note-book During the Years 1837-1842"	"1 vols, James Monroe and Co., Boston, USA, xi, [13]-341 pages, 4 plates : map ; 20 cm, "	^^^	http://gw.worldcat.org.proxygw.wrlc.org/oclc/11861023	https://www.google.com/books/edition/Scenes_and_Scenery_in_the_Sandwich_Islan/dawbaX-jbt4C?hl=en&gbpv=0	^^^	^^^			
Navidad 714	RED;;;ID=S 844;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=CDIE;;;NAME 0=xnp;;;CITED=2;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=113;;;UNITS=vols;;;NAME 1=Colección de documentos inéditos para la historia de España;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Impr. de la viuda de Calero;;;PLACE 2=Madrid;;;PLACE 3=Spain;;;START 1=1842;;;STOP 1=1895;;;NAME 3=xnp;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/1056255507 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/300090761 / http://id.lib.harvard.edu/alma/990072058750203941/catalog;;;DESC 1=113 v. ; 22 cm;;;NOTE=112 vols [1842–95] mentioned in some literature eg Díaz-Trechuelo Spínola 1970 Link: http://search.proquest.com.ezp-prod1.hul.harvard.edu/scholarly-journals/america-en-la-coleccion-de-documentos-ineditos/docview/1300364864/se-2?accountid=11311 / Guide = xxx;;;LINK=http://id.lib.harvard.edu/alma/990072058750203941/catalog;;;END###	S 844	844	1	CDIE	P	1	1842	^^^	Colección de documentos inéditos para la historia de España	"113 vols, Impr. de la viuda de Calero, Madrid, Spain, 113 v. ; 22 cm, "	112 vols [1842–95] mentioned in some literature eg Díaz-Trechuelo Spínola 1970 Link: http://search.proquest.com.ezp-prod1.hul.harvard.edu/scholarly-journals/america-en-la-coleccion-de-documentos-ineditos/docview/1300364864/se-2?accountid=11311 / Guide = xxx / 	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1056255507 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/300090761 / http://id.lib.harvard.edu/alma/990072058750203941/catalog	http://id.lib.harvard.edu/alma/990072058750203941/catalog	^^^	^^^			
Navidad 715	"RED;;;ID=S 846;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=FSP;;;NAME 0=SPF Spain;;;CITED=2;;;START 0=1373;;;STOP 0=1974;;;SIZE=170;;;UNITS=vols;;;NAME 1=British and Foreign State Papers;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=James Ridgway and Sons, Piccadilly;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1812;;;STOP 1=1977;;;NAME 3=xnp;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 1 xxx;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/530752404 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/786477373;;;DESC 1=170 volumes ; 23 cm;;;NOTE=Guide = xxx;;;LINK=http://id.lib.harvard.edu/alma/99154275019103941/catalog;;;END###"	S 846	846	1	FSP	P	1	1812	^^^	British and Foreign State Papers	"170 vols, James Ridgway and Sons, Piccadilly, London, UK, 170 volumes ; 23 cm, "	Guide = xxx / covers 1373 to 1974	http://gw.worldcat.org.proxygw.wrlc.org/oclc/530752404 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/786477373	http://id.lib.harvard.edu/alma/99154275019103941/catalog	^^^	^^^			
Navidad 716	"RED;;;ID=S 848;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Stephens;;;NAME 0=xnp;;;CITED=6;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=2;;;UNITS=vols;;;NAME 1=Incidents of travel in Central America, Chiapas, and Yucatan;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=John Murray;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1841;;;STOP 1=1841;;;NAME 3=J. L. Stephens;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/7349861;;;DESC 1=2 volumes : illustrations, maps, plans ; 23 cm;;;NOTE=xnp;;;LINK=Google v1: https://www.google.com/books/edition/Incidents_of_Travel_in_Central_America_C/4y8TAAAAYAAJ?hl=en / Google v2: https://www.google.com/books/edition/_/Pu0MAAAAIAAJ?hl=en&sa=X&ved=2ahUKEwiUoq-n-rvwAhVlUN8KHbXYASEQ8fIDegQIARAD;;;END###"	S 848	848	1	Stephens	P	1	1841	J. L. Stephens	"Incidents of travel in Central America, Chiapas, and Yucatan"	"2 vols, John Murray, London, UK, 2 volumes : illustrations, maps, plans ; 23 cm, "	Google v1: https://www.google.com/books/edition/Incidents_of_Travel_in_Central_America_C/4y8TAAAAYAAJ?hl=en / Google v2: https://www.google.com/books/edition/_/Pu0MAAAAIAAJ?hl=en&sa=X&ved=2ahUKEwiUoq-n-rvwAhVlUN8KHbXYASEQ8fIDegQIARAD	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7349861	^^^	^^^	^^^			
Navidad 717	"RED;;;ID=S 850;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Eastern Coast Co;;;NAME 0=ECCACAC;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Brief statement, supported by original documents, of the important grants conceded to the Eastern Coast of Central America Commercial and Agricultural Company by the State of Guatemala;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Whittaker and Co.;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1839;;;STOP 1=np;;;NAME 3=Eastern Coast of Central America Commercial & Agricultural Co.;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/183095405;;;DESC 1=137 pages, 1 unnumbered leaf of plates : map;;;NOTE=xnp;;;LINK=https://link.gale.com/apps/doc/U0105696622/MOME?u=camb55135&sid=MOME&xid=7e4b2aed;;;END###"	S 850	850	1	Eastern Coast Co	P	1	1839	Eastern Coast of Central America Commercial & Agricultural Co.	"Brief statement, supported by original documents, of the important grants conceded to the Eastern Coast of Central America Commercial and Agricultural Company by the State of Guatemala"	"1 vols, Whittaker and Co., London, UK, 137 pages, 1 unnumbered leaf of plates : map, "	^^^	http://gw.worldcat.org.proxygw.wrlc.org/oclc/183095405	https://link.gale.com/apps/doc/U0105696622/MOME?u=camb55135&sid=MOME&xid=7e4b2aed	^^^	^^^			
Navidad 718	RED;;;ID=S 852;;;PRIM=1;;;COLL=0;;;TYPE=S;;;AID=CP nn;;;NAME 0=C.nn / Cd.nn / Cmd. nn / Cmnd. nn / Cm. nn;;;CITED=0;;;START 0=1833;;;STOP 0=2021;;;SIZE=xxx;;;UNITS=issues;;;NAME 1=Command Papers;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=HMSO;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1833;;;STOP 1=2021;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/1006010478;;;DESC 1=xnp;;;NOTE=Unnumbered papers excluded / Place of publication assumed;;;LINK=https://parlipapers-proquest-com.ezp-prod1.hul.harvard.edu/parlipapers/search/basic/hcppbasicsearch?accountid=11311;;;END###	S 852	852	1	CP nn	S	1	1833	^^^	Command Papers	"HMSO, London, UK, , "	Unnumbered papers excluded / Place of publication assumed / covers 1833 to 2021	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1006010478	https://parlipapers-proquest-com.ezp-prod1.hul.harvard.edu/parlipapers/search/basic/hcppbasicsearch?accountid=11311	^^^	^^^			
Navidad 719	"RED;;;ID=S 854;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Haefkens;;;NAME 0=Haefkens;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Centraal Amerika : uit een geschiedkundig, aardrijkskundig en statistiek oogpunt beschouwd;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Bij Blussé en van Braam;;;PLACE 2=Dordrecht;;;PLACE 3=Netherlands;;;START 1=1832;;;STOP 1=np;;;NAME 3=J. Haefkens;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Barke H 182;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/12185860;;;DESC 1=xv, [1], 488 pages, 5 unnumbered leaves of plates (3 folded) : illustrations, map ; 21 cm;;;NOTE=Sp edition by Theodora J. M. van Lottum, xxx [Guatemala, Editorial Universitaria, 1969];;;LINK=Dutch: https://www.google.com/books/edition/Centraal_Amerika/QEwCAAAAYAAJ?hl=en&gbpv=1&printsec=frontcover;;;END###"	S 854	854	1	Haefkens	P	1	1832	J. Haefkens	"Centraal Amerika : uit een geschiedkundig, aardrijkskundig en statistiek oogpunt beschouwd"	"1 vols, Bij Blussé en van Braam, Dordrecht, Netherlands, xv, [1], 488 pages, 5 unnumbered leaves of plates (3 folded) : illustrations, map ; 21 cm, "	"Sp edition by Theodora J. M. van Lottum, xxx [Guatemala, Editorial Universitaria, 1969] /  / Dutch: https://www.google.com/books/edition/Centraal_Amerika/QEwCAAAAYAAJ?hl=en&gbpv=1&printsec=frontcover"	http://gw.worldcat.org.proxygw.wrlc.org/oclc/12185860	^^^	^^^	^^^			
Navidad 720	"RED;;;ID=S 856;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Dunn;;;NAME 0=Dunn G;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Guatimala : or the United provinces of Central America in 1827-8, being sketches and memorandums made during a twelve months' residence in that Republic;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=G. and C. Carvill, Broadway;;;PLACE 2=New York;;;PLACE 3=USA;;;START 1=1828;;;STOP 1=np;;;NAME 3=H. Dunn;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/1152760802 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/733086446;;;DESC 1=318, [2] Seiten 22 cm;;;NOTE=xnp;;;LINK=Google: https://www.google.com/books/edition/Guatimala_Or_the_Republic_of_Central_Ame/y3VHAAAAYAAJ?hl=en / HathiTrust: https://hdl.handle.net/2027/hvd.32044050955863;;;END###"	S 856	856	1	Dunn	P	1	1828	H. Dunn	"Guatimala : or the United provinces of Central America in 1827-8, being sketches and memorandums made during a twelve months' residence in that Republic"	"1 vols, G. and C. Carvill, Broadway, New York, USA, 318, [2] Seiten 22 cm, "	Google: https://www.google.com/books/edition/Guatimala_Or_the_Republic_of_Central_Ame/y3VHAAAAYAAJ?hl=en / HathiTrust: https://hdl.handle.net/2027/hvd.32044050955863	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1152760802 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/733086446	^^^	^^^	^^^			
Navidad 721	"RED;;;ID=S 858;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Roberts;;;NAME 0=xnp;;;CITED=xxx;;;START 0=1816;;;STOP 0=1822;;;SIZE=1;;;UNITS=vols;;;NAME 1=Narrative of voyages and excursions on the East coast and in the interior of Central America ...;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Printed for Constable & Co., Edinburgh, and Hurst, Chance & Co., London;;;PLACE 2=Edinburgh;;;PLACE 3=UK;;;START 1=1827;;;STOP 1=np;;;NAME 3=O. W. Roberts;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/65254579;;;DESC 1=302 pages, 3 unnumbered leaves of plates : illustrations;;;NOTE=xnp;;;LINK=xxx;;;END###"	S 858	858	1	Roberts	P	1	1827	O. W. Roberts	Narrative of voyages and excursions on the East coast and in the interior of Central America ...	"1 vols, Printed for Constable & Co., Edinburgh, and Hurst, Chance & Co., London, Edinburgh, UK, 302 pages, 3 unnumbered leaves of plates : illustrations, "	covers 1816 to 1822	http://gw.worldcat.org.proxygw.wrlc.org/oclc/65254579	^^^	^^^	^^^			
Navidad 722	"RED;;;ID=S 860;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Hon Alm;;;NAME 0=Hon Alm nn;;;CITED=7;;;START 0=1826;;;STOP 0=1839;;;SIZE=6;;;UNITS=vols;;;NAME 1=Honduras Almanack;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=xnp;;;PLACE 2=Belize;;;PLACE 3=Belize;;;START 1=1826;;;STOP 1=1839;;;NAME 3=xnp;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 1 xxx;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/682190774 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/266074037;;;DESC 1=xxx;;;NOTE=Desc v 1 = 92, [4] pages, 2 unnumbered leaves of plates : illustrations (engravings), tables ; 18 cm (12mo) / vols for 1826, 1827, 1828, 1829, 1830, 1839 / 1826 Extract Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A145EB27AE90296CD%40EANX-14CA6E8DB2A50AC8%402389038-14CA67053AA11820%403 / 1829 Link: http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_8627122_000/ldpd_8627122_000.pdf / Though see Hon Alm 1880 OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/84168143 / Published by authority of the magistrates / Published by authority of the Legislative Assembly;;;LINK=xnp;;;END###"	S 860	860	1	Hon Alm	P	1	1826	^^^	Honduras Almanack	"6 vols, xnp, Belize, Belize, , "	"Desc v 1 = 92, [4] pages, 2 unnumbered leaves of plates : illustrations (engravings), tables ; 18 cm (12mo) / vols for 1826, 1827, 1828, 1829, 1830, 1839 / 1826 Extract Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A145EB27AE90296CD%40EANX-14CA6E8DB2A50AC8%402389038-14CA67053AA11820%403 / 1829 Link: http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_8627122_000/ldpd_8627122_000.pdf / Though see Hon Alm 1880 OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/84168143 / Published by authority of the magistrates / Published by authority of the Legislative Assembly / covers 1826 to 1839"	http://gw.worldcat.org.proxygw.wrlc.org/oclc/682190774 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/266074037	^^^	^^^	^^^			
Navidad 723	"RED;;;ID=S 862;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Winthrop;;;NAME 0=Winthrop nn;;;CITED=xxx;;;START 0=1630;;;STOP 0=1649;;;SIZE=2;;;UNITS=vols;;;NAME 1=History of New England from 1630 to 1649;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Printed by Phelps and Farnham;;;PLACE 2=Boston;;;PLACE 3=USA;;;START 1=1825;;;STOP 1=1826;;;NAME 3=J. Winthrop, J. Savage;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/1454285;;;DESC 1=2 volumes, 2 unnumbered leaves of plates (1 folded) : facsimile, portrait ; 23 cm;;;NOTE=xnp;;;LINK=Google v1: https://www.google.com/books/edition/The_History_of_New_England_from_1630_to/GMMSAAAAYAAJ?hl=en&gbpv=0 / Google v2: https://www.google.com/books/edition/The_History_of_New_England_from_1630_to/ycISAAAAYAAJ?hl=en&gbpv=1&printsec=frontcover;;;END###"	S 862	862	1	Winthrop	P	1	1825	"J. Winthrop, J. Savage"	History of New England from 1630 to 1649	"2 vols, Printed by Phelps and Farnham, Boston, USA, 2 volumes, 2 unnumbered leaves of plates (1 folded) : facsimile, portrait ; 23 cm, "	covers 1630 to 1649 / Google v1: https://www.google.com/books/edition/The_History_of_New_England_from_1630_to/GMMSAAAAYAAJ?hl=en&gbpv=0 / Google v2: https://www.google.com/books/edition/The_History_of_New_England_from_1630_to/ycISAAAAYAAJ?hl=en&gbpv=1&printsec=frontcover	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1454285	^^^	^^^	^^^			
Navidad 724	"RED;;;ID=S 864;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Arthur;;;NAME 0=xnp;;;CITED=40;;;START 0=1812;;;STOP 0=1824;;;SIZE=1;;;UNITS=vols;;;NAME 1=A candid examination of ""The defense of the settlers of Honduras"" : or, A fair inquiry into the truth and justice of their accusations against Colonel George Arthur, late Superintendent of that settlement;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Printed for J. Butterworth and Son, 43, Fleet Street ; And J. Hatchard and Son, Piccadilly;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1824;;;STOP 1=np;;;NAME 3=G. Arthur, J. Armstrong;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/1065669926 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/743340431 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/221029032 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/65256693;;;DESC 1=vii, 67 pages ; 22 cm;;;NOTE=xnp;;;LINK=Gale: https://link.gale.com/apps/doc/U0107412823/MOME?u=camb55135&sid=MOME&xid=ace432cc / Google: https://www.google.com/books/edition/A_Candid_Examination_of_The_Defence_of_t/5OGkj82tbQEC?hl=en&gbpv=1;;;END###"	S 864	864	1	Arthur	P	1	1824	"G. Arthur, J. Armstrong"	"A candid examination of ""The defense of the settlers of Honduras"" : or, A fair inquiry into the truth and justice of their accusations against Colonel George Arthur, late Superintendent of that settlement"	"1 vols, Printed for J. Butterworth and Son, 43, Fleet Street ; And J. Hatchard and Son, Piccadilly, London, UK, vii, 67 pages ; 22 cm, "	covers 1812 to 1824 / Gale: https://link.gale.com/apps/doc/U0107412823/MOME?u=camb55135&sid=MOME&xid=ace432cc / Google: https://www.google.com/books/edition/A_Candid_Examination_of_The_Defence_of_t/5OGkj82tbQEC?hl=en&gbpv=1	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1065669926 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/743340431 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/221029032 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/65256693	^^^	^^^	^^^			
Navidad 725	"RED;;;ID=S 866;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Codd;;;NAME 0=xnp;;;CITED=4;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Proceedings of an enquiry and investigation instituted by Major General Codd, His Majesty's Superintendent and Commander-in-Chief at Belize, Honduras. Relative of Poyais.;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Lawler and Quick;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1824;;;STOP 1=np;;;NAME 3=E. Codd;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 3 xxx;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/65253678;;;DESC 1=171p : tables ; 8vo.;;;NOTE=xnp;;;LINK=xxx;;;END###"	S 866	866	1	Codd	P	1	1824	E. Codd	"Proceedings of an enquiry and investigation instituted by Major General Codd, His Majesty's Superintendent and Commander-in-Chief at Belize, Honduras. Relative of Poyais."	"1 vols, Lawler and Quick, London, UK, 171p : tables ; 8vo., "	^^^	http://gw.worldcat.org.proxygw.wrlc.org/oclc/65253678	^^^	^^^	^^^			
Navidad 726	"RED;;;ID=S 868;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Hodgson;;;NAME 0=xnp;;;CITED=16;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Some Account of the Mosquito Territory, contained in a Memoir, written in 1757, while that country was in possession of the British;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Sold by William Blackwood, and all the Booksellers;;;PLACE 2=Edinburgh;;;PLACE 3=UK;;;START 1=1822;;;STOP 1=np;;;NAME 3=R. Hodgson;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/75088302;;;DESC 1=50, [2] pages ; 22 cm;;;NOTE=Though see Desc = ix, 55 pages ; 22 cm OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/606170061 OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/181769928 / 2 ed = 1822 ? eg OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/1238119612;;;LINK=2 ed: https://archive.org/details/sketchofmosquito00stra/page/n373/mode/2up;;;END###"	S 868	868	1	Hodgson	P	1	1822	R. Hodgson	"Some Account of the Mosquito Territory, contained in a Memoir, written in 1757, while that country was in possession of the British"	"1 vols, Sold by William Blackwood, and all the Booksellers, Edinburgh, UK, 50, [2] pages ; 22 cm, "	"Though see Desc = ix, 55 pages ; 22 cm OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/606170061 OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/181769928 / 2 ed = 1822 ? eg OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/1238119612 /  / 2 ed: https://archive.org/details/sketchofmosquito00stra/page/n373/mode/2up"	http://gw.worldcat.org.proxygw.wrlc.org/oclc/75088302	^^^	^^^	^^^			
