Cust Jamaica: Table 1
	Start	End	In	Log	p	for	Note		Start	End	Period	Value	Sum	Hon	Not Hon Not Camp	Sum	Camp	Hon	Other			
66	mas 65	mas 66	10 to 14		"10,539"	3902.01701388889	5363.540625	674.903472222222	0	598.35			2880	2880	2880	2880	2880	2880	2880	2880		733.880902777778	3157.96111111111	10.175	0	5363.540625	598.35	674.903472222222	0	0		0/0/0	4038/0/0	0/0/0	4569/9/2	1080/0/0	240/0/0	15549/0/0	7642/4/0	84/0/0	2068/4/0	49420/13/9	1440/0/0	24/0/0	3408/0/0	240/0/0	0/0/0	4488/0/0	0/0/0	0/0/0	1030/17/4	1560/0/0	3696/18/1	1097/14/1	5717/19/5	480/0/0	38/2/0	0/0/0	14941/16/0	0/0/0	0/0/0	0/0/0	0/0/0	3610/16/10	0/0/0	0/0/0			4038/0/0		4569/9/2	1080/0/0	240/0/0	15549/0/0	7642/4/0	84/0/0	2068/4/0	49420/13/9	1440/0/0	24/0/0	3408/0/0	240/0/0		4488/0/0			1030/17/4	1560/0/0	3696/18/1	1097/14/1	5717/19/5	480/0/0	38/2/0		14941/16/0					3610/16/10									
67	mas 66	mas 67	10 to 14		"9,099"	3159.30451388888	4546.13923611111	1185.50659722222	0	207.55			2880	2880	2880	2880	2880	2880	2880	2880		1132.83506944444	1906.46944444444	120	0	4546.13923611111	207.55	1185.50659722222	0	0		0/0/0	4248/0/0	5326/12/0	1368/0/0	720/0/0	240/0/0	11511/0/0	3012/0/0	1440/0/0	240/0/0	37377/17/6	0/0/0	1524/0/0	714/0/0	0/0/0	0/0/0	13838/15/7	0/0/0	0/0/0	1013/8/5	2286/0/0	5079/9/6	0/0/0	1441/1/0	226/2/2	0/0/0	0/0/0	17175/15/11	6/12/0	6/0/0	0/0/0	0/0/0	387/6/0	0/0/0	0/0/0			4248/0/0	5326/12/0	1368/0/0	720/0/0	240/0/0	11511/0/0	3012/0/0	1440/0/0	240/0/0	37377/17/6		1524/0/0	714/0/0			13838/15/7			1013/8/5	2286/0/0	5079/9/6		1441/1/0	226/2/2			17175/15/11	6/12/0	6/0/0			387/6/0									
68	mas 67	mas 68	10 to 14		"9,598"	3848.24270833333	3014.96979166667	2356.1	0	378.281944444444			2880	2880	2880	2880	2880	2880	2880	2880		1300.590625	2541.75208333333	5.9	0	3014.96979166667	378.281944444444	2356.1	0	0		0/0/0	7333/16/6	6639/0/0	1224/0/0	0/0/0	1500/0/0	12813/0/0	4761/0/0	0/0/0	0/0/0	26572/9/1	0/0/0	5/0/0	474/19/6	1332/0/0	2148/0/0	24937/4/0	0/0/0	0/0/0	1634/5/3	0/0/0	1542/18/0	0/0/0	7526/15/2	1133/7/4	70/16/0	0/0/0	9607/3/8	296/12/8	246/11/0	36/4/6	0/0/0	3336/0/0	0/0/0	0/0/0			7333/16/6	6639/0/0	1224/0/0		1500/0/0	12813/0/0	4761/0/0			26572/9/1		5/0/0	474/19/6	1332/0/0	2148/0/0	24937/4/0			1634/5/3		1542/18/0		7526/15/2	1133/7/4	70/16/0		9607/3/8	296/12/8	246/11/0	36/4/6		3336/0/0									
69	mas 68	mas 69	10 to 14		"10,368"	1884.80416666667	2383.88541666667	5564.33125	0	534.760416666667			2880	2880	2880	2880	2880	2880	2880	2880		206.5	1663.30416666667	15	0	2383.88541666667	534.760416666667	5564.33125	0	0		0/0/0	2178/0/0	0/0/0	2680/16/1	300/0/0	593/8/11	7260/0/0	2712/0/0	0/0/0	156/0/0	23393/16/6	0/0/0	1200/0/0	528/0/0	0/0/0	0/0/0	59532/0/0	0/0/0	0/0/0	0/0/0	0/0/0	1144/16/0	0/0/0	3122/15/10	2445/16/2	180/0/0	0/0/0	5212/16/0	255/14/3	4277/8/3	0/0/0	0/0/0	7239/19/6	0/0/0	0/0/0			2178/0/0		2680/16/1	300/0/0	593/8/11	7260/0/0	2712/0/0		156/0/0	23393/16/6		1200/0/0	528/0/0			59532/0/0					1144/16/0		3122/15/10	2445/16/2	180/0/0		5212/16/0	255/14/3	4277/8/3			7239/19/6									
70	mas 69	mas 70	10 to 14		"10,590"	2473.878125	1924.56701388889	6116.875	33	42			2880	2880	2880	2880	2880	2880	2880	2880		289.400347222222	2176.87777777778	7.6	0	1924.56701388889	42	6116.875	33	0		0/0/0	678/10/6	960/0/0	6608/15/2	0/0/0	63/2/4	10656/18/0	2632/13/9	0/0/0	0/0/0	14506/18/3	0/0/0	264/0/0	240/0/0	0/0/0	0/0/0	67320/0/0	0/0/0	0/0/0	1834/5/7	0/0/0	1266/1/3	0/0/0	3250/2/11	1644/17/3	91/4/0	0/0/0	8587/17/10	0/0/0	0/0/0	0/0/0	0/0/0	6082/10/0	394/4/6	0/0/0			678/10/6	960/0/0	6608/15/2		63/2/4	10656/18/0	2632/13/9			14506/18/3		264/0/0	240/0/0			67320/0/0			1834/5/7		1266/1/3		3250/2/11	1644/17/3	91/4/0		8587/17/10					6082/10/0	394/4/6								
71	mas 70	mas 71	10 to 14		"3,466"	894.592708333333	1043.53645833333	1186.08125	224	117.951736111111			2880	2880	2880	2880	2880	2880	2880	2880		435.673611111111	436.919097222222	22	0	1043.53645833333	117.951736111111	1186.08125	224	0		0/0/0	2032/2/6	1597/10/7	1174/10/0	17/7/4	0/0/0	0/0/0	528/0/0	144/0/0	180/0/0	6666/0/0	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	12735/14/5	2688/0/0	0/0/0	1175/4/0	0/0/0	513/0/10	405/17/3	2977/9/1	50/0/8	120/0/0	587/17/0	5856/8/9	59/14/5	587/17/0	0/0/0	0/0/0	1497/5/1	0/0/0	0/0/0			2032/2/6	1597/10/7	1174/10/0	17/7/4			528/0/0	144/0/0	180/0/0	6666/0/0						12735/14/5	2688/0/0		1175/4/0		513/0/10	405/17/3	2977/9/1	50/0/8	120/0/0	587/17/0	5856/8/9	59/14/5	587/17/0			1497/5/1									
72	mas 71	mas 72	10 to 14		"6,663"	1782.4375	1565.00694444444	3087.74444444444	174	54			2880	2880	2880	2880	2880	2880	2880	2880		273.359722222222	1509.07777777778	0	0	1565.00694444444	54	3087.74444444444	174	0		0/0/0	1608/0/0	1428/0/0	1586/8/0	18/0/0	617/7/7	11140/18/0	1104/0/0	0/0/0	240/0/0	9818/2/10	48/0/0	360/0/0	0/0/0	0/0/0	0/0/0	29988/0/0	2088/0/0	0/0/0	226/6/4	0/0/0	0/0/0	0/0/0	2011/18/6	1648/6/7	0/0/0	0/0/0	8961/18/10	0/0/0	0/0/0	0/0/0	0/0/0	7064/18/8	0/0/0	0/0/0			1608/0/0	1428/0/0	1586/8/0	18/0/0	617/7/7	11140/18/0	1104/0/0		240/0/0	9818/2/10	48/0/0	360/0/0				29988/0/0	2088/0/0		226/6/4				2011/18/6	1648/6/7			8961/18/10					7064/18/8									
73	mas 72	mas 73	10 to 14		"2,181"	485.490625	771.498611111111	727.272916666667	135	61.728125			2880	2880	2880	2880	2880	2880	2880	2880		109.621875	375.71875	0.15	0	771.498611111111	61.728125	727.272916666667	135	0		0/0/0	432/0/0	156/0/0	145/4/0	0/0/0	360/0/0	1464/0/0	432/0/0	1/16/0	0/0/0	5662/18/3	0/0/0	96/0/0	0/0/0	0/0/0	0/0/0	5469/12/0	1620/0/0	0/0/0	727/9/3	0/0/0	56/1/5	0/0/0	905/9/7	1145/17/6	0/0/0	0/0/0	3595/1/5	163/7/3	481/7/6	0/0/0	0/0/0	3257/13/6	0/0/0	0/0/0			432/0/0	156/0/0	145/4/0		360/0/0	1464/0/0	432/0/0	1/16/0		5662/18/3		96/0/0				5469/12/0	1620/0/0		727/9/3		56/1/5		905/9/7	1145/17/6			3595/1/5	163/7/3	481/7/6			3257/13/6									
74	mas 73	mas 74	10 to 14		"1,978"	316.44375	829.980208333333	757.6375	74	0			2880	2880	2880	2880	2880	2880	2880	2880		186.177083333333	128.266666666667	2	0	829.980208333333	0	757.6375	74	0		0/0/0	996/0/0	840/0/0	0/0/0	84/0/0	0/0/0	300/0/0	684/0/0	0/0/0	0/0/0	6264/0/0	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	6744/0/0	888/0/0	0/0/0	166/10/6	0/0/0	0/0/0	147/12/0	212/16/0	342/8/0	24/0/0	0/0/0	3695/15/3	0/0/0	0/0/0	0/0/0	0/0/0	2347/13/0	0/0/0	0/0/0			996/0/0	840/0/0		84/0/0		300/0/0	684/0/0			6264/0/0						6744/0/0	888/0/0		166/10/6			147/12/0	212/16/0	342/8/0	24/0/0		3695/15/3					2347/13/0									
75	mas 74	mas 75	10 to 14		"2,754"	443.125347222222	716.746875	1499.803125	30	64.6510416666667			2880	2880	2880	2880	2880	2880	2880	2880		108.398958333333	334.726388888889	0	0	716.746875	64.6510416666667	1499.803125	30	0		0/0/0	582/0/0	0/0/0	0/0/0	360/0/0	0/0/0	1812/0/0	324/0/0	0/0/0	0/0/0	6106/0/1	48/0/0	348/0/0	144/0/0	0/0/0	0/0/0	14484/0/0	360/0/0	0/0/0	358/15/9	0/0/0	0/0/0	0/0/0	1529/7/10	351/6/6	0/0/0	0/0/0	2494/19/2	223/16/3	12/0/0	0/0/0	0/0/0	3513/12/9	0/0/0	0/0/0			582/0/0			360/0/0		1812/0/0	324/0/0			6106/0/1	48/0/0	348/0/0	144/0/0			14484/0/0	360/0/0		358/15/9				1529/7/10	351/6/6			2494/19/2	223/16/3	12/0/0			3513/12/9									
76	mas 75	mas 76	10 to 14		"1,548"	15.5420138888889	686.364236111111	773.365625	0	73.0836805555556			2880	2880	2880	2880	2880	2880	2880	2880		8.75833333333333	6.78368055555556	0	0	686.364236111111	73.0836805555556	773.365625	0	0		0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	5553/0/0	84/0/0	120/0/0	57/17/1	48/0/0	84/0/0	6060/0/0	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	105/2/0	81/8/1	0/0/0	0/0/0	241/11/6	2683/7/5	241/11/6	0/0/0	0/0/0	0/0/0	3220/7/9	0/0/0	0/0/0												5553/0/0	84/0/0	120/0/0	57/17/1	48/0/0	84/0/0	6060/0/0						105/2/0	81/8/1			241/11/6	2683/7/5	241/11/6				3220/7/9									
77	mas 76	mas 77	10 to 14		"1,893"	416.721875	735.794444444444	625.85625	0	114.596180555556			2880	2880	2880	2880	2880	2880	2880	2880		0	416.721875	0	0	735.794444444444	114.596180555556	625.85625	0	0		0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	122/13/3	4878/0/0	0/0/0	0/0/0	0/0/0	5574/0/0	504/0/0	480/0/0	24/0/0	0/0/0	0/0/0	4260/0/0	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	3255/10/8	79/19/5	287/3/8	0/0/0	0/0/0	3250/5/6	0/0/0	0/0/0							122/13/3	4878/0/0				5574/0/0	504/0/0	480/0/0	24/0/0			4260/0/0											3255/10/8	79/19/5	287/3/8			3250/5/6									
78	mas 77	mas 78	10 to 14		"2,264"	147.775347222223	1189.52118055556	855.515972222222	40	31.434375			2880	2880	2880	2880	2880	2880	2880	2880		42.8336805555556	104.941666666667	0	0	1189.52118055556	17.903125	855.515972222222	40	14		0/0/0	0/0/0	372/0/0	120/0/0	0/0/0	0/0/0	1139/6/0	0/0/0	0/0/0	0/0/0	7944/0/0	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	8652/0/0	480/0/0	162/7/6	0/0/0	142/0/1	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	6330/5/1	192/12/0	22/4/9	0/0/0	0/0/0	1614/3/10	0/0/0	0/0/0				372/0/0	120/0/0			1139/6/0				7944/0/0						8652/0/0	480/0/0	162/7/6		142/0/1							6330/5/1	192/12/0	22/4/9			1614/3/10									
79	mas 78	mas 79	10 to 14		"4,403"	98.5576388888889	3709.98923611111	243.35	0	351.557638888889			2880	2880	2880	2880	2880	2880	2880	2880		30.15	68.4076388888889	0	0	3709.98923611111	74.9534722222222	243.35	0	277		0/0/0	0/0/0	361/16/0	0/0/0	0/0/0	300/0/0	312/0/0	0/0/0	0/0/0	0/0/0	30330/0/0	696/0/0	0/0/0	0/0/0	0/0/0	0/0/0	1344/0/0	0/0/0	2100/16/0	0/0/0	0/0/0	0/0/0	0/0/0	208/17/10	0/0/0	0/0/0	0/0/0	14189/17/5	203/8/10	0/0/0	0/0/0	0/0/0	1576/4/0	0/0/0	1218/9/0				361/16/0			300/0/0	312/0/0				30330/0/0	696/0/0					1344/0/0		2100/16/0					208/17/10				14189/17/5	203/8/10				1576/4/0		1218/9/0							
80	mas 79	mas 80	9 to 15		"4,296"	238.481597222222	3989.98125	0	45	22.5875			2880	2880	2880	2880	2880	2880	2880	2880		32.2642361111111	206.217361111111	0	0	3989.98125	8	0	45	15		0/0/0	0/0/0	0/0/0	0/0/0	288/0/0	0/0/0	2236/4/0	0/0/0	0/0/0	24/0/0	31206/15/0	72/0/0	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	540/0/0	0/0/0	99/3/5	0/0/0	0/0/0	0/0/0	238/8/2	0/0/0	0/0/0	0/0/0	16673/0/6	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0	175/1/0						288/0/0		2236/4/0			24/0/0	31206/15/0	72/0/0						540/0/0		99/3/5				238/8/2				16673/0/6							175/1/0							


Cust 17: Table 1
No	Start	End	Value	cf	note	Canada	FL	NE	NY	PA	Vi & Mar	Car	Car N/S	GA	WI	WI	WI	Bar	Jam	WI	WI	Forn WI	Hon	Hon to Eng	Hon to Sco	Eng	Scot	GB
1	5 jan 72	5 jan 73	12	1 p36	0.20.0.0 = 1.0.0.0			1586/8/0	13152/16/6	2752/6/7		1834/6/4		18/0/0	360/0/0	617/7/7	48/0/0	240/0/0	18780/1/8			40568/18/8				79958/5/4	575/1/0	80533/6/4
2	5 jan 73	5 jan 74	12	1 p37				201/5/5	2369/9/7	1577/17/6	1/16/0	1159/9/3		156/0/0	360/0/0	96/0/0		163/7/3	9257/19/8	481/7/6		10347/5/6				26171/17/8	409/10/0	26581/7/8
3	5 jan 74	5 jan 75	12	1 p35					512/16/0	1026/8/0	24/0/0	1162/10/6		201/12/0	248/0/0				9959/15/3	9979/13/0						24084/14/9	409/10/0	24494/4/9
4	5 jan 75	5 jan 76	12	1 p37					3341/7/10	675/6/6		940/15/9		360/0/0	48/0/0	12/0/0	144/0/0		8600/19/3	18581/9/5						32703/18/4	325/10/0	33029/8/4
4	5 jan 76	5 jan 77	12	3 p39					81/8/1						57/17/1	120/0/0		241/11/6	9364/7/9	48/0/0	8236/7/5					18253/13/10	332/10/0	18587/3/10
5	5 jan 77	5 jan 78	12	1 p36					4878/0/0						122/15/5	72/0/0	79/10/5		8829/10/8	480/0/0	7821/9/2					22285/12/6	77/0/0	22360/12/6
5	5 jan 78	5 jan 79	12	3 p8	blurry	120/0/0	514/1/0		1485/0/6						192/12/0	22/0/0			14274/5/1	10746/3/10						27354/6/3	871/5/7	28225/11/10
6	5 jan 79	5 jan 80	12	1 p30	blurry		361/16/0		520/17/10						29/10/4	300/0/0	899/8/10		47319/17/3							49577/4/1	1132/5/0	50654/9/1
6	5 jan 80	5 jan 81	12	2 p62					2474/12/2			99/3/5		410/8/0				24/0/0	47879/15/6	50/0/0	570/0/0	12/0/0				51529/19/1	623/9/10	52153/8/11
7	5 jan 81	5 jan 82	12	1 p34			432/0/0					180/0/0			45/7/2	120/0/0	57/18/0		35690/0/6	95/14/0						36680/3/9	798/0/0	37478/3/9
7	5 jan 82	5 jan 83	12	2 p72 … 3 p1		159/0/0	1104/0/0		96/0/0			372/0/0						28/3/1	15276/2/6		11/17/5	240/0/0				17287/3/0	861/0/0	18148/3/0
8	5 jan 83	5 jan 84	12	1 p38			459/3/5	132/0/0	0276/12/10	2014/7/9	367/19/9	132/0/0			112/10/10	0/2/8	240/0/0	60/0/0	9479/6/6	57/17/8		358/6/1				13685/7/6	640/10/0	14325/17/6
8	5 jan 84	5 jan 85	12	3 p35					169/17/6	684/0/0		324/0/0			240/0/0	239/18/2			24002/17/0	1200/0/0						27880/12/8	1648/10/0	29529/2/8
9	5 jan 85	5 jan 86	12	1 p34		96/9/9	120/0/0		540/0/0	9243/16/7		36/0/0			246/0/0	96/0/0		808/12/4	122599/9/9	6410/7/4						140196/15/9	3216/10/0	143413/5/9
9	5 jan 86	5 jan 87	12	2 p65			1560/0/0	96/0/0	1175/6/0	2189/7/2		3401/12/6			1044/0/0	382/18/10	480/6/7		160119/15/10	10815/15/2		4393/6/6				185658/8/7	1820/14/0	187479/2/7
10	5 jan 87	5 jan 88	12	1 p36		4/16/0	2880/0/0	3/12/3	36/0/0	2414/2/7		2788/2/3			1999/8/11	2076/0/0			76967/17/5	101/13/4	16036/15/0	231/17/7				105540/9/2	2141/0/9	107681/9/11
10	5 jan 88	5 jan 89	12	3 p46 … p58			960/0/0	444/6/7	827/5/3	99/10/0					201/18/3				51716/8/7	379/19/5		2400/0/0	20348/3/0			76006/9/3	1487/6/1	77493/15/4
11	5 jan 89	5 jan 90	12	2 p28 … p44 … p60					156/0/0	309/1/11	420/0/0		1156/19/5	60/0/0	602/19/6	48/0/0	114/9/3		55750/17/3	420/0/0	600/0/0	3697/16/2		24816/14/0	510/9/3	88152/16/6		
12	5 jan 90	5 jan 91	12	2 p6 … p14 … p22			336/0/0			796/19/10			1688/8/9		72/0/0	652/8/1	112/4/6		44235/2/7	808/16/8		4199/1/0	19280/6/6			72181/7/11		
13																												
14																												
15																												


Cust 17-1: Table 1
No	Start	End	Value	cf	note	Canada	FL	NE	NY	PA	Vi & Mar	Car	Car N/S	GA	WI	WI	WI	Bar	Jam	WI	WI	Forn WI	Hon	Hon to Eng	Hon to Sco	Eng	Scot	GB	Tonnes Log
1	5 jan 72	5 jan 73	12	1 p36	0.20.0.0 = 1.0.0.0			1586/8/0	13152/16/6	2752/6/7		1834/6/4		18/0/0	360/0/0	617/7/7	48/0/0	240/0/0	18780/1/8			40568/18/8				79958/5/4	575/1/0	80533/6/4	
2	5 jan 73	5 jan 74	12	1 p37				201/5/5	2369/9/7	1577/17/6	1/16/0	1159/9/3		156/0/0	360/0/0	96/0/0		163/7/3	9257/19/8	481/7/6		10347/5/6				26171/17/8	409/10/0	26581/7/8	
3	5 jan 74	5 jan 75	12	1 p35					512/16/0	1026/8/0	24/0/0	1162/10/6		201/12/0	248/0/0				9959/15/3	9979/13/0						24084/14/9	409/10/0	24494/4/9	
4	5 jan 75	5 jan 76	12	1 p37					3341/7/10	675/6/6		940/15/9		360/0/0	48/0/0	12/0/0	144/0/0		8600/19/3	18581/9/5						32703/18/4	325/10/0	33029/8/4	
4	5 jan 76	5 jan 77	12	3 p39					81/8/1						57/17/1	120/0/0		241/11/6	9364/7/9	48/0/0	8236/7/5					18253/13/10	332/10/0	18587/3/10	
5	5 jan 77	5 jan 78	12	1 p36					4878/0/0						122/15/5	72/0/0	79/10/5		8829/10/8	480/0/0	7821/9/2					22285/12/6	77/0/0	22360/12/6	
5	5 jan 78	5 jan 79	12	3 p8	blurry	120/0/0	514/1/0		1485/0/6						192/12/0	22/0/0			14274/5/1	10746/3/10						27354/6/3	871/5/7	28225/11/10	2279.52604166667
6	5 jan 79	5 jan 80	12	1 p30	blurry		361/16/0		520/17/10						29/10/4	300/0/0	899/8/10		47319/17/3							49577/4/1	1132/5/0	50654/9/1	4131.43368055556
6	5 jan 80	5 jan 81	12	2 p62					2474/12/2			99/3/5		410/8/0				24/0/0	47879/15/6	50/0/0	570/0/0	12/0/0				51529/19/1	623/9/10	52153/8/11	4294.16284722222
7	5 jan 81	5 jan 82	12	1 p34			432/0/0					180/0/0			45/7/2	120/0/0	57/18/0		35690/0/6	95/14/0						36680/3/9	798/0/0	37478/3/9	3056.68229166667
7	5 jan 82	5 jan 83	12	2 p72 … 3 p1		159/0/0	1104/0/0		96/0/0			372/0/0						28/3/1	15276/2/6		11/17/5	240/0/0				17287/3/0	861/0/0	18148/3/0	1440.59583333333
8	5 jan 83	5 jan 84	12	1 p38			459/3/5	132/0/0	0276/12/10	2014/7/9	367/19/9	132/0/0			112/10/10	0/2/8	240/0/0	60/0/0	9479/6/6	57/17/8		358/6/1				13685/7/6	640/10/0	14325/17/6	1140.44791666667
8	5 jan 84	5 jan 85	12	3 p35					169/17/6	684/0/0		324/0/0			240/0/0	239/18/2			24002/17/0	1200/0/0						27880/12/8	1648/10/0	29529/2/8	2323.38611111111
9	5 jan 85	5 jan 86	12	1 p34		96/9/9	120/0/0		540/0/0	9243/16/7		36/0/0			246/0/0	96/0/0		808/12/4	122599/9/9	6410/7/4						140196/15/9	3216/10/0	143413/5/9	11683.065625
9	5 jan 86	5 jan 87	12	2 p65			1560/0/0	96/0/0	1175/6/0	2189/7/2		3401/12/6			1044/0/0	382/18/10	480/6/7		160119/15/10	10815/15/2		4393/6/6				185658/8/7	1820/14/0	187479/2/7	15471.5357638889
10	5 jan 87	5 jan 88	12	1 p36		4/16/0	2880/0/0	3/12/3	36/0/0	2414/2/7		2788/2/3			1999/8/11	2076/0/0			76967/17/5	101/13/4	16036/15/0	231/17/7				105540/9/2	2141/0/9	107681/9/11	8795.03819444444
10	5 jan 88	5 jan 89	12	3 p46 … p58			960/0/0	444/6/7	827/5/3	99/10/0					201/18/3				51716/8/7	379/19/5		2400/0/0	20348/3/0			76006/9/3	1487/6/1	77493/15/4	6333.871875
11	5 jan 89	5 jan 90	12	2 p28 … p44 … p60					156/0/0	309/1/11	420/0/0		1156/19/5	60/0/0	602/19/6	48/0/0	114/9/3		55750/17/3	420/0/0	600/0/0	3697/16/2		24816/14/0	510/9/3				
12	5 jan 90	5 jan 91	12	2 p6 … p14 … p22			336/0/0			796/19/10			1688/8/9		72/0/0	652/8/1	112/4/6		44235/2/7	808/16/8		4199/1/0	19280/6/6						
13																													
14																													
15																													


Conversion: Table 1
Cust 17/1				
1.0.0.0	1.0.0.0			
0.20.0.0	1.0.0.0			
				
?	1.0.0.0			


Cust 3 > 62: Table 1
No		Start	End	Value	Car	Jam	NE	NY	PA	Vi & Mar	WI	Span WI	Car	Jam	NE	NY	PA	Vi & Mar	WI	Span WI
63	log	mas 62	mas 63	10 to 14	291/0/0	16317/15/0	384/0/0	6684/0/0	1344/0/0	300/0/0	9948/0/0		60/14/9	3591/4/2	235/16/0	461/18/6			1931/2/3	
63	mah t			10 Lon pt Jam … 7 to 9 Out pt Jam … 		8265/0/0								3392/0/0						
63	mah p			20 s Jam …		18082/0/0								2606/0/0						
63	mah ft			3 pence per foot Jam Lon … 6 pence p ft Jam Lon		2/10/0								4/0/0						
64	log	mas 63	mas 64	10 to 14	282/0/0	12534/6/0	3672/0/0	8549/8/0	6000/0/0		1681/13/0	3714/0/0		6584/13/4	122/14/5	6301/19/1	3439/6/0	720/0/0		
64	mah t			7 to 9 pt Jam … SWI 8 pt		4896/0/0						1576/0/0		7028/12/0						
64	mah p			20 s pp Jam … 8 to 12 s pp SWI		24409/0/0						1309/0/0		3054/0/0						
65	log	mas 64	mas 65	10 to 14	3738/0/0	24633/0/0	3603/0/0	13371/14/5	2220/0/0		2040/0/0	7092/0/0	295/16/0	7160/4/7	3185/8/0	2575/2/0	633/7/8			1128/0/0
65	mah			8 pt Jam																
65				20 s pp Jam & SWI								2732/0/0								123/0/0
65				6 pence p ft Jam																
66	log																			
66	mah																			
67	log																			
67	mah																			
68	log																			
68	mah																			


Cust 3 > 65: Table 1
No			Hon to Lon	cf	Lon to Hon	cf	Lon to Hon	cf	Lon to Hon	cf	Hon to Out	cf	Out to Hon	cf
66	mas 65	mas 66	7388/5/8	2 pdf p16	3094/3/5	4 pdf p5	418/13/6	5 p22	42/5/0	6 p8	4212/16/10	7 p4		
67			15216/14/7	2 p15										


Cust 16: Table 1
	5 Jan 1768 to 69			mah british			mah foreign				dye wood exports			mah exports			Lon from Jam /// Out ports from Jam	Lon from Spain WI /// Out from Spain WI		
	tons	?	?	ft	pl	log	ft	pl	log		ton	?	?	?	ft	?				
St. John’s & Newfoundland										St. John’s & Nfld										
Quebec										Quebec										
Halifax										Halifax										
Piscataqua					22				12	Piscataqua										
Falmouth										Falmouth	2	8								
Salem & Stt’h’d					24		300	24		Boston	69	10		39	1925					
Boston	174	2	2							Mass.	71	18		39	1925					
Mass.	174	2	2		24		300	24		RI	120	10			10000					
RI	70	0	0	20000	65	15	40000	3	59	New Haven										
New London					49				11	New London										
New Haven									3	Conn.										
Connecticut					49				14	NY	1912	1		1587	4312					
NY	2300	4	0	130700			200216		19	Perth Amboy										
Perth Amboy										Philly	390	10	3	563						
Philadelphia	848	5	0		75		63300	1086		Pocomok										
New Castle										Chester										
Lewis										Patuxent	10									
Pennsylvania	848	5	0		75		63300	1086		N potomack										
Pocomoke										Maryland	10									
Chester										S potomack										
Patuxent	10								163	Rappahanock										
North Potomack									125	York River										
Maryland	10								288	Ja R lower	81	18		54	280					
Accamack										Ja’s R upper	5									
S Potomack										Virginia	86	18		54	280					
Rappahanock										Roanoke										
York River										Bath town										
Ja River lower part	13			22500	31				147	Beaufort										
Ja River upper part									207	Brunswick										
Virginia	13			22500	31				354	NC										
Currituck										Wynyaw										
Roanoke	35								14	Charles town	577	5		1054	31707	66				
Bath Town										Port Royal	12	7								
Beaufort									96	SC	589	12		1054	31707	66				
Brunswick					6				60	Savannah	24			119						
NC	35				6				170	Pensacola	566			23						
Wynyaw										Mobile										
Charles Twon	368			130000	343				187	W Fl	566			23						
Port Royal										Bahama	170			19	1900					
SC	368			130000	343				187	Bermuda	32				61000					
Savannah	23						3000	62	870											
Sunbury									101											
Georgia	23						3000	62	971											
Pensacola	100								130											
Bahama	38								13											
Bermuda	76			116000	81															
																				
																				
																				
																				
																				
																				
																				
1697																				
1698	f mich 97																log 782 t at 18 pt … fustick 89 t at 6.9 pt /// log 2451 t at 18 …. fus 1128 t at 6.6 pt	0 /// 44 t log at 18 pt		
1698	"c3/2, f mich 98 to xmas 98"																84 fust at 6/6 pt … 56 t log at 18 pt ///	0 ///		
1699																				
1700																				
1701																				
1702	cus 3/6																fus 616 at 8 to 10 … 2228 at 10 to 14 /// 6315 fus … 439 log	0 /// 0		
1703																				
1704																				
1705																				
1706	f chris 05																fus 2448 t at 8 to 10 pt … log 100 t at 10 to 14 pt ///	0 ///		
1707																				
1708																				
1709																				
1710																				
1711	f xmas 10																fus 252 t at 8 to 10 … log 133 at 10 to 14 /// fus 282 t …. log 117	0 /// log 2 at 9 to 15 		
1712																				
1713																				
1714																				
1715																				
1716																				
1717	cus 3/19																fus 356 t at 8 to 10 … log 465 at 10 to 14 /// 			
1718																				
1719																				
1720																				
1721	f chris 20																0 /// 000	/// 0		
1722																				
1723																				
1724																				
1725	f chris 24																			
1726																				
1727																				
1728																				
1729																				
1730																				
1731																				
1732																				
1733																				
1734																				
1735																				
1736																				
1737																				
1738																				
1739																				
1740																				
1741																				
1742																				
1743																				
1744																				
1745																				
1746																				
1747																				
1748																				
1749																				
1750																				
1751																				
1752																				
1753																				
1754																				
1755																				
1756																				
1757																				
1758																				
1759																				
1760																				
1761																				
1762																				
1763																				
1764																				
1765																				
1766																				
1767																				
1768																				
1769																				
1770																				
1771																				
1772																				
1773																				
1774																				
1775																				
1776																				
1777																				
1778																				
1779																				
1780																				
1781																				
1782																				
1783																				
1784																				
1785																				
1786																				
1787																				
1788																				
1789																				
1790																				
1791																				
1792																				
1793																				
1794																				
1795																				
1796																				
1797																				
1798																				
1799																				
1800																				
1801																				
1802																				
1803																				
1804																				
1805																				
1806																				
1807																				
1808																				
1809																				
1810																				
1811																				
1812																				
1813																				
1814																				
1815																				
1816																				
1817																				
1818																				
1819																				
