Introduction: Table 1
						
						
						
						
	Discordance and ambiguity re earliest English settlement in Belize					
						
	To be addressed	settlement as pirate / buccaneer haven vs logging				
		earliest presence by pirates				
		earliest logging by pirates				
		earliest settlement in Mosquito Shore				
		earliest settlement in Bay Islands				
		earliest settlement in Belize proper				
		earliest settlement in Yucatan				
		earliest settlement in Mexico Gulf				
		tipu revolt & spanish withdrawal				


Events: Table 1
ID	OID	PIR	CLG_0	CLG_1	FLR_0	FLR_1	NAME	DESC	ROUTE	ACTORS_0	FORCE_0	ACTORS_1	FORCE_1	SEC	PRIM 0	PRIM_1	NOTE	SOURCE	URL	END	
^^^	C 167	Aud	Hon	GT 15 ram 2 no 15	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347208	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	167	
^^^	C 168	Aud	Hon	GT 15 ram 3 no 16	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347209	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	168	
^^^	C 169	Aud	Hon	GT 15 ram 3 no 17	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347210	1	0	20 May 1624	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	169	
^^^	C 170	Aud	Hon	GT 15 ram 3 no 18	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347211	1	0	22 May 1624	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	170	
^^^	C 171	Aud	Hon	GT 15 ram 3 no 19	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347212	1	0	23 May 1624	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	171	
^^^	C 172	Aud	Hon	GT 15 ram 3 no 20	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347213	1	0	24 May 1624	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	172	
^^^	C 173	Aud	Hon	GT 15 ram 3 no 21	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347214	1	0	24 May 1624	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	173	
^^^	C 174	Aud	Hon	GT 15 ram 3 no 22	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347215	1	0	24 May 1624	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	174	
^^^	C 175	Aud	Hon	GT 15 ram 3 no 23	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347216	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	175	
^^^	C 176	Aud	Hon	GT 15 ram 3 no 24	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347217	1	0	12 Oct 1624	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	176	
^^^	C 177	Aud	Hon	GT 15 ram 3 no 25	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347218	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	177	
^^^	C 178	Aud	Hon	GT 15 ram 3 no 26	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347219	1	0	12 Oct 1624	^^^	0	1	3	^^^	^^^	^^^	"Inc piracy, defence in Pacific"	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	178	
^^^	C 179	Aud	Hon	GT 15 ram 3 no 27	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347220	1	0	13 Oct 1624	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	179	
^^^	C 180	Aud	Hon	GT 15 ram 3 no 28	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347221	1	0	13 Oct 1624	^^^	0	0	^^^	^^^	^^^	^^^	Dup of N.29	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	180	
^^^	C 181	Aud	Hon	GT 15 ram 3 no 29	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347222	1	0	15 Oct 1624	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	181	
^^^	C 182	Aud	Hon	GT 15 ram 3 no 30	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347223	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	Inc re foreigners	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	182	
^^^	C 183	Aud	Hon	GT 15 ram 4 no 31	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347224	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	Inc re defence	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	183	
^^^	C 184	Aud	Hon	GT 15 ram 4 no 32	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347225	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	184	
^^^	C 185	Aud	Hon	GT 15 ram 4 no 33	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347226	1	0	24 Jan 1625	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	185	
^^^	C 186	Aud	Hon	GT 15 ram 4 no 34	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347227	1	0	24 Jan 1625	^^^	0	0	^^^	^^^	^^^	^^^	"Inc re piracy, defence in Pacific"	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	186	
^^^	C 187	Aud	Hon	GT 15 ram 4 no 35	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347228	1	0	25 Jan 1625	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	187	
^^^	C 188	Aud	Hon	GT 15 ram 4 no 36	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347229	1	0	20 May 1625	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	188	
^^^	C 189	Aud	Hon	GT 15 ram 4 no 37	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347230	1	0	20 May 1625	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	189	
^^^	C 190	Aud	Hon	GT 15 ram 4 no 38	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347231	1	0	20 May 1625	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	190	
^^^	C 191	Aud	Hon	GT 15 ram 4 no 39	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347232	1	0	20 May 1625	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	191	
^^^	C 192	Aud	Hon	GT 15 ram 4 no 40	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347233	1	0	20 May 1625	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	192	
^^^	C 193	Aud	Hon	GT 15 ram 4 no 41	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347234	1	0	20 May 1625	^^^	0	1	1	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	193	
^^^	C 194	Aud	Hon	GT 15 ram 4 no 42	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347235	1	0	26 May 1625	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	194	
^^^	C 195	Aud	Hon	GT 15 ram 4 no 43	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347236	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	195	
^^^	C 196	Aud	Hon	GT 15 ram 4 no 44	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347237	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	196	
^^^	C 197	Aud	Hon	GT 15 ram 4 no 45	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347238	1	0	20 Sep 1625	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	197	
^^^	C 198	Aud	Hon	GT 15 ram 4 no 46	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347239	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	198	
^^^	C 199	Aud	Hon	GT 15 ram 4 no 47	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347240	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	199	
^^^	C 200	Aud	Hon	GT 15 ram 4 no 48	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347241	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	200	
^^^	C 201	Aud	Hon	GT 15 ram 4 no 49	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347242	1	0	20 Oct 1625	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	201	
^^^	C 202	Aud	Hon	GT 15 ram 4 no 50	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347243	1	0	23 Oct 1625	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	202	
^^^	C 203	Aud	Hon	GT 15 ram 4 no 51	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347244	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	203	
^^^	C 204	Aud	Hon	GT 15 ram 4 no 52	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347245	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	204	
^^^	C 205	Aud	Hon	GT 15 ram 5 no 53	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347246	1	0	6 Jun 1626	^^^	0	1	2	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	205	
^^^	C 206	Aud	Hon	GT 15 ram 5 no 54	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347247	1	0	8 Jun 1626	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	206	
^^^	C 207	Aud	Hon	GT 15 ram 5 no 55	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347248	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	207	
^^^	C 208	Aud	Hon	GT 15 ram 5 no 56	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347249	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	208	
^^^	C 209	Aud	Hon	GT 15 ram 5 no 57	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347250	1	0	29 Oct 1626	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	209	
^^^	C 210	Aud	Hon	GT 15 ram 6 no 58	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347251	1	0	6 Jun 1627	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	210	
^^^	C 211	Aud	Hon	GT 15 ram 6 no 59	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347252	1	0	8 Jun 1627	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	211	
^^^	C 212	Aud	Hon	GT 15 ram 6 no 60	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347253	1	0	9 Jun 1627	^^^	0	0	^^^	^^^	^^^	^^^	Inc re piracy in Sto Domingo	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	212	
^^^	C 213	Aud	Hon	GT 15 ram 6 no 61	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347254	1	0	11 Jun 1627	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	213	
^^^	C 214	Aud	Hon	GT 15 ram 6 no 62	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347255	1	0	22 Jun 1627	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	214	
^^^	C 215	Aud	Hon	GT 15 ram 7 no 63	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347256	1	0	20 Jun 1628	^^^	0	1	2	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	215	
^^^	C 216	Aud	Hon	GT 15 ram 7 no 64	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347257	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	216	
^^^	C 217	Aud	Hon	GT 15 ram 7 no 65	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347258	1	0	23 Oct 1628	^^^	0	1	4	^^^	^^^	^^^	"Inc re defence, possibly, in img 1 / Not complete"	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	217	
^^^	C 218	Aud	Hon	GT 15 ram 8 no 66	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347259	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	218	
^^^	C 219	Aud	Hon	GT 15 ram 8 no 67	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347260	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	219	
^^^	C 220	Aud	Hon	GT 15 ram 8 no 68	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347261	1	0	4 Jul 1629	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	220	
^^^	C 221	Aud	Hon	GT 15 ram 8 no 69	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347262	1	0	5 Jul 1629	^^^	0	1	1	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	221	
^^^	C 222	Aud	Hon	GT 15 ram 9 no 70	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347263	1	0	14 Jan 1630	^^^	0	1	1	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	222	
^^^	C 223	Aud	Hon	GT 15 ram 9 no 71	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347264	1	0	15 Jan 1630	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	223	
^^^	C 224	Aud	Hon	GT 15 ram 9 no 72	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347265	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	224	
^^^	C 225	Aud	Hon	GT 15 ram 9 no 73	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347266	1	0	26 Nov 1630	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	225	
^^^	C 226	Aud	Hon	GT 15 ram 10 no 74	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347267	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	226	
^^^	C 227	Aud	Hon	GT 15 ram 10 no 75	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347268	1	0	29 Aug 1631	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	227	
^^^	C 228	Aud	Hon	GT 15 ram 11 no 76	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347269	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	228	
^^^	C 229	Aud	Hon	GT 15 ram 11 no 77	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347270	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	229	
^^^	C 230	Aud	Hon	GT 15 ram 12 no 78	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347271	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	230	
^^^	C 231	Aud	Hon	GT 15 ram 13 no 79	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347272	1	1	28 Jan 1634	1 Feb 1635	0	0	^^^	^^^	^^^	^^^	"Inc re defence, possibly / Inc Gaut Pres méritos y servicios"	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	231	
^^^	C 232	Aud	Hon	GT 15 ram 13 no 80	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347273	1	0	28 Mar 1634	^^^	0	1	1	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	232	
^^^	C 233	Aud	Hon	GT 15 ram 13 no 81	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347274	1	0	6 Apr 1634	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	233	
^^^	C 234	Aud	Hon	GT 15 ram 13 no 82	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347275	1	0	12 Apr 1634	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	234	
^^^	C 235	Aud	Hon	GT 15 ram 13 no 83	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347276	1	0	7 Jun 1634	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	235	
^^^	C 236	Aud	Hon	GT 15 ram 13 no 84	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347277	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	236	
