Series W 0—1042 / Annually-resolved meteorological data.
ID	NO	START 0	STOP 0	BH TC	CF 0	START 1	STOP 1	GUAT HI	CF 1	NINO MQ	NINA MQ	CF 2	END	
W 326	326	1 Jun 1858	30 Nov 1858	0	Schmitt [Supp 1]	1 May 1858	30 Oct 1858	xnp	xnp	27	0	Gergis [Table 9]	###	
W 328	328	1 Jun 1857	30 Nov 1857	0	Schmitt [Supp 1]	1 May 1857	30 Oct 1857	0	Guevara-Murua [Supp]	26	25	Gergis [Table 9]	###	
W 330	330	1 Jun 1856	30 Nov 1856	0	Schmitt [Supp 1]	1 May 1856	30 Oct 1856	0	Guevara-Murua [Supp]	27	0	Gergis [Table 9]	###	
W 332	332	1 Jun 1855	30 Nov 1855	0	Schmitt [Supp 1]	1 May 1855	30 Oct 1855	xnp	xnp	0	0	Gergis [Table 9]	###	
W 334	334	1 Jun 1854	30 Nov 1854	0	Schmitt [Supp 1]	1 May 1854	30 Oct 1854	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 336	336	1 Jun 1853	30 Nov 1853	0	Schmitt [Supp 1]	1 May 1853	30 Oct 1853	0	Guevara-Murua [Supp]	37	0	Gergis [Table 9]	###	
W 338	338	1 Jun 1852	30 Nov 1852	0	Schmitt [Supp 1]	1 May 1852	30 Oct 1852	1	Guevara-Murua [Supp]	21	0	Gergis [Table 9]	###	
W 340	340	1 Jun 1851	30 Nov 1851	0	Schmitt [Supp 1]	1 May 1851	30 Oct 1851	0	Guevara-Murua [Supp]	0	31	Gergis [Table 9]	###	
W 342	342	1 Jun 1850	30 Nov 1850	0	Schmitt [Supp 1]	1 May 1850	30 Oct 1850	0	Guevara-Murua [Supp]	0	24	Gergis [Table 9]	###	
W 344	344	1 Jun 1849	30 Nov 1849	0	Schmitt [Supp 1]	1 May 1849	30 Oct 1849	0	Guevara-Murua [Supp]	0	31	Gergis [Table 9]	###	
W 346	346	1 Jun 1848	30 Nov 1848	0	Schmitt [Supp 1]	1 May 1848	30 Oct 1848	0	Guevara-Murua [Supp]	20	25	Gergis [Table 9]	###	
W 348	348	1 Jun 1847	30 Nov 1847	0	Schmitt [Supp 1]	1 May 1847	30 Oct 1847	0	Guevara-Murua [Supp]	20	38	Gergis [Table 9]	###	
W 350	350	1 Jun 1846	30 Nov 1846	0	Schmitt [Supp 1]	1 May 1846	30 Oct 1846	2	Guevara-Murua [Supp]	20	0	Gergis [Table 9]	###	
W 352	352	1 Jun 1845	30 Nov 1845	0	Schmitt [Supp 1]	1 May 1845	30 Oct 1845	0	Guevara-Murua [Supp]	41	0	Gergis [Table 9]	###	
W 354	354	1 Jun 1844	30 Nov 1844	0	Schmitt [Supp 1]	1 May 1844	30 Oct 1844	-1	Guevara-Murua [Supp]	29	0	Gergis [Table 9]	###	
W 356	356	1 Jun 1843	30 Nov 1843	0	Schmitt [Supp 1]	1 May 1843	30 Oct 1843	-1	Guevara-Murua [Supp]	0	26	Gergis [Table 9]	###	
W 358	358	1 Jun 1842	30 Nov 1842	0	Schmitt [Supp 1]	1 May 1842	30 Oct 1842	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 360	360	1 Jun 1841	30 Nov 1841	0	Schmitt [Supp 1]	1 May 1841	30 Oct 1841	0	Guevara-Murua [Supp]	0	25	Gergis [Table 9]	###	
W 362	362	1 Jun 1840	30 Nov 1840	0	Schmitt [Supp 1]	1 May 1840	30 Oct 1840	-2	Guevara-Murua [Supp]	0	25	Gergis [Table 9]	###	
W 364	364	1 Jun 1839	30 Nov 1839	1	Schmitt [Supp 1]	1 May 1839	30 Oct 1839	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 366	366	1 Jun 1838	30 Nov 1838	0	Schmitt [Supp 1]	1 May 1838	30 Oct 1838	0	Guevara-Murua [Supp]	22	0	Gergis [Table 9]	###	
W 368	368	1 Jun 1837	30 Nov 1837	1	Schmitt [Supp 1]	1 May 1837	30 Oct 1837	0	Guevara-Murua [Supp]	30	0	Gergis [Table 9]	###	
W 370	370	1 Jun 1836	30 Nov 1836	0	Schmitt [Supp 1]	1 May 1836	30 Oct 1836	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 372	372	1 Jun 1835	30 Nov 1835	1	Schmitt [Supp 1]	1 May 1835	30 Oct 1835	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 374	374	1 Jun 1834	30 Nov 1834	0	Schmitt [Supp 1]	1 May 1834	30 Oct 1834	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 376	376	1 Jun 1833	30 Nov 1833	1	Schmitt [Supp 1]	1 May 1833	30 Oct 1833	0	Guevara-Murua [Supp]	35	0	Gergis [Table 9]	###	
W 378	378	1 Jun 1832	30 Nov 1832	0	Schmitt [Supp 1]	1 May 1832	30 Oct 1832	0	Guevara-Murua [Supp]	22	0	Gergis [Table 9]	###	
W 380	380	1 Jun 1831	30 Nov 1831	0	Schmitt [Supp 1]	1 May 1831	30 Oct 1831	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 382	382	1 Jun 1830	30 Nov 1830	0	Schmitt [Supp 1]	1 May 1830	30 Oct 1830	xnp	xnp	0	0	Gergis [Table 9]	###	
W 384	384	1 Jun 1829	30 Nov 1829	0	Schmitt [Supp 1]	1 May 1829	30 Oct 1829	-1	Guevara-Murua [Supp]	20	0	Gergis [Table 9]	###	
W 386	386	1 Jun 1828	30 Nov 1828	0	Schmitt [Supp 1]	1 May 1828	30 Oct 1828	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 388	388	1 Jun 1827	30 Nov 1827	0	Schmitt [Supp 1]	1 May 1827	30 Oct 1827	1	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 390	390	1 Jun 1826	30 Nov 1826	0	Schmitt [Supp 1]	1 May 1826	30 Oct 1826	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 392	392	1 Jun 1825	30 Nov 1825	0	Schmitt [Supp 1]	1 May 1825	30 Oct 1825	0	Guevara-Murua [Supp]	0	31	Gergis [Table 9]	###	
W 394	394	1 Jun 1824	30 Nov 1824	0	Schmitt [Supp 1]	1 May 1824	30 Oct 1824	-1	Guevara-Murua [Supp]	29	0	Gergis [Table 9]	###	
W 396	396	1 Jun 1823	30 Nov 1823	1	Schmitt [Supp 1]	1 May 1823	30 Oct 1823	0	Guevara-Murua [Supp]	0	28	Gergis [Table 9]	###	
W 398	398	1 Jun 1822	30 Nov 1822	0	Schmitt [Supp 1]	1 May 1822	30 Oct 1822	-2	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 400	400	1 Jun 1821	30 Nov 1821	0	Schmitt [Supp 1]	1 May 1821	30 Oct 1821	-2	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 402	402	1 Jun 1820	30 Nov 1820	0	Schmitt [Supp 1]	1 May 1820	30 Oct 1820	0	Guevara-Murua [Supp]	0	35	Gergis [Table 9]	###	
W 404	404	1 Jun 1819	30 Nov 1819	0	Schmitt [Supp 1]	1 May 1819	30 Oct 1819	1	Guevara-Murua [Supp]	0	35	Gergis [Table 9]	###	
W 406	406	1 Jun 1818	30 Nov 1818	0	Schmitt [Supp 1]	1 May 1818	30 Oct 1818	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 408	408	1 Jun 1817	30 Nov 1817	0	Schmitt [Supp 1]	1 May 1817	30 Oct 1817	1	Guevara-Murua [Supp]	30	0	Gergis [Table 9]	###	
W 410	410	1 Jun 1816	30 Nov 1816	0	Schmitt [Supp 1]	1 May 1816	30 Oct 1816	2	Guevara-Murua [Supp]	23	0	Gergis [Table 9]	###	
W 412	412	1 Jun 1815	30 Nov 1815	0	Schmitt [Supp 1]	1 May 1815	30 Oct 1815	0	Guevara-Murua [Supp]	23	0	Gergis [Table 9]	###	
W 414	414	1 Jun 1814	30 Nov 1814	0	Schmitt [Supp 1]	1 May 1814	30 Oct 1814	0	Guevara-Murua [Supp]	23	0	Gergis [Table 9]	###	
W 416	416	1 Jun 1813	30 Nov 1813	0	Schmitt [Supp 1]	1 May 1813	30 Oct 1813	1	Guevara-Murua [Supp]	0	29	Gergis [Table 9]	###	
W 418	418	1 Jun 1812	30 Nov 1812	0	Schmitt [Supp 1]	1 May 1812	30 Oct 1812	0	Guevara-Murua [Supp]	33	0	Gergis [Table 9]	###	
W 420	420	1 Jun 1811	30 Nov 1811	0	Schmitt [Supp 1]	1 May 1811	30 Oct 1811	0	Guevara-Murua [Supp]	0	34	Gergis [Table 9]	###	
W 422	422	1 Jun 1810	30 Nov 1810	0	Schmitt [Supp 1]	1 May 1810	30 Oct 1810	-1	Guevara-Murua [Supp]	0	34	Gergis [Table 9]	###	
W 424	424	1 Jun 1809	30 Nov 1809	0	Schmitt [Supp 1]	1 May 1809	30 Oct 1809	0	Guevara-Murua [Supp]	0	36	Gergis [Table 9]	###	
W 426	426	1 Jun 1808	30 Nov 1808	0	Schmitt [Supp 1]	1 May 1808	30 Oct 1808	0	Guevara-Murua [Supp]	0	48	Gergis [Table 9]	###	
W 428	428	1 Jun 1807	30 Nov 1807	0	Schmitt [Supp 1]	1 May 1807	30 Oct 1807	1	Guevara-Murua [Supp]	30	0	Gergis [Table 9]	###	
W 430	430	1 Jun 1806	30 Nov 1806	0	Schmitt [Supp 1]	1 May 1806	30 Oct 1806	0	Guevara-Murua [Supp]	40	0	Gergis [Table 9]	###	
W 432	432	1 Jun 1805	30 Nov 1805	0	Schmitt [Supp 1]	1 May 1805	30 Oct 1805	0	Guevara-Murua [Supp]	0	49	Gergis [Table 9]	###	
W 434	434	1 Jun 1804	30 Nov 1804	0	Schmitt [Supp 1]	1 May 1804	30 Oct 1804	0	Guevara-Murua [Supp]	23	0	Gergis [Table 9]	###	
W 436	436	1 Jun 1803	30 Nov 1803	0	Schmitt [Supp 1]	1 May 1803	30 Oct 1803	-1	Guevara-Murua [Supp]	33	0	Gergis [Table 9]	###	
W 438	438	1 Jun 1802	30 Nov 1802	0	Schmitt [Supp 1]	1 May 1802	30 Oct 1802	0	Guevara-Murua [Supp]	0	48	Gergis [Table 9]	###	
W 440	440	1 Jun 1801	30 Nov 1801	0	Schmitt [Supp 1]	1 May 1801	30 Oct 1801	0	Guevara-Murua [Supp]	0	42	Gergis [Table 9]	###	
W 442	442	1 Jun 1800	30 Nov 1800	0	Schmitt [Supp 1]	1 May 1800	30 Oct 1800	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 444	444	1 Jun 1799	30 Nov 1799	0	Schmitt [Supp 1]	1 May 1799	30 Oct 1799	0	Guevara-Murua [Supp]	34	0	Gergis [Table 9]	###	
W 446	446	1 Jun 1798	30 Nov 1798	0	Schmitt [Supp 1]	1 May 1798	30 Oct 1798	xnp	xnp	20	25	Gergis [Table 9]	###	
W 448	448	1 Jun 1797	30 Nov 1797	0	Schmitt [Supp 1]	1 May 1797	30 Oct 1797	xnp	xnp	0	31	Gergis [Table 9]	###	
W 450	450	1 Jun 1796	30 Nov 1796	1	Schmitt [Supp 1]	1 May 1796	30 Oct 1796	-2	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 452	452	1 Jun 1795	30 Nov 1795	0	Schmitt [Supp 1]	1 May 1795	30 Oct 1795	0	Guevara-Murua [Supp]	0	25	Gergis [Table 9]	###	
W 454	454	1 Jun 1794	30 Nov 1794	0	Schmitt [Supp 1]	1 May 1794	30 Oct 1794	1	Guevara-Murua [Supp]	27	0	Gergis [Table 9]	###	
W 456	456	1 Jun 1793	30 Nov 1793	0	Schmitt [Supp 1]	1 May 1793	30 Oct 1793	0	Guevara-Murua [Supp]	27	0	Gergis [Table 9]	###	
W 458	458	1 Jun 1792	30 Nov 1792	0	Schmitt [Supp 1]	1 May 1792	30 Oct 1792	2	Guevara-Murua [Supp]	20	0	Gergis [Table 9]	###	
W 460	460	1 Jun 1791	30 Nov 1791	0	Schmitt [Supp 1]	1 May 1791	30 Oct 1791	0	Guevara-Murua [Supp]	42	0	Gergis [Table 9]	###	
W 462	462	1 Jun 1790	30 Nov 1790	0	Schmitt [Supp 1]	1 May 1790	30 Oct 1790	0	Guevara-Murua [Supp]	0	32	Gergis [Table 9]	###	
W 464	464	1 Jun 1789	30 Nov 1789	0	Schmitt [Supp 1]	1 May 1789	30 Oct 1789	0	Guevara-Murua [Supp]	0	26	Gergis [Table 9]	###	
W 466	466	1 Jun 1788	30 Nov 1788	0	Schmitt [Supp 1]	1 May 1788	30 Oct 1788	0	Guevara-Murua [Supp]	0	38	Gergis [Table 9]	###	
W 468	468	1 Jun 1787	30 Nov 1787	1	Schmitt [Supp 1]	1 May 1787	30 Oct 1787	0	Guevara-Murua [Supp]	0	37	Gergis [Table 9]	###	
W 470	470	1 Jun 1786	30 Nov 1786	1	Schmitt [Supp 1]	1 May 1786	30 Oct 1786	xnp	xnp	0	32	Gergis [Table 9]	###	
W 472	472	1 Jun 1785	30 Nov 1785	1	Schmitt [Supp 1]	1 May 1785	30 Oct 1785	xnp	xnp	0	26	Gergis [Table 9]	###	
W 474	474	1 Jun 1784	30 Nov 1784	0	Schmitt [Supp 1]	1 May 1784	30 Oct 1784	1	Guevara-Murua [Supp]	20	0	Gergis [Table 9]	###	
W 476	476	1 Jun 1783	30 Nov 1783	0	Schmitt [Supp 1]	1 May 1783	30 Oct 1783	2	Guevara-Murua [Supp]	29	0	Gergis [Table 9]	###	
W 478	478	1 Jun 1782	30 Nov 1782	0	Schmitt [Supp 1]	1 May 1782	30 Oct 1782	xnp	xnp	22	25	Gergis [Table 9]	###	
W 480	480	1 Jun 1781	30 Nov 1781	0	Schmitt [Supp 1]	1 May 1781	30 Oct 1781	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 482	482	1 Jun 1780	30 Nov 1780	1	Schmitt [Supp 1]	1 May 1780	30 Oct 1780	1	Guevara-Murua [Supp]	0	32	Gergis [Table 9]	###	
W 484	484	1 Jun 1779	30 Nov 1779	0	Schmitt [Supp 1]	1 May 1779	30 Oct 1779	0	Guevara-Murua [Supp]	0	32	Gergis [Table 9]	###	
W 486	486	1 Jun 1778	30 Nov 1778	0	Schmitt [Supp 1]	1 May 1778	30 Oct 1778	0	Guevara-Murua [Supp]	0	26	Gergis [Table 9]	###	
W 488	488	1 Jun 1777	30 Nov 1777	0	Schmitt [Supp 1]	1 May 1777	30 Oct 1777	0	Guevara-Murua [Supp]	21	0	Gergis [Table 9]	###	
W 490	490	1 Jun 1776	30 Nov 1776	0	Schmitt [Supp 1]	1 May 1776	30 Oct 1776	xnp	xnp	0	26	Gergis [Table 9]	###	
W 492	492	1 Jun 1775	30 Nov 1775	0	Schmitt [Supp 1]	1 May 1775	30 Oct 1775	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 494	494	1 Jun 1774	30 Nov 1774	0	Schmitt [Supp 1]	1 May 1774	30 Oct 1774	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 496	496	1 Jun 1773	30 Nov 1773	1	Schmitt [Supp 1]	1 May 1773	30 Oct 1773	1	Guevara-Murua [Supp]	0	26	Gergis [Table 9]	###	
W 498	498	1 Jun 1772	30 Nov 1772	0	Schmitt [Supp 1]	1 May 1772	30 Oct 1772	0	Guevara-Murua [Supp]	0	31	Gergis [Table 9]	###	
W 500	500	1 Jun 1771	30 Nov 1771	0	Schmitt [Supp 1]	1 May 1771	30 Oct 1771	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 502	502	1 Jun 1770	30 Nov 1770	1	Schmitt [Supp 1]	1 May 1770	30 Oct 1770	0	Guevara-Murua [Supp]	36	0	Gergis [Table 9]	###	
W 504	504	1 Jun 1769	30 Nov 1769	0	Schmitt [Supp 1]	1 May 1769	30 Oct 1769	0	Guevara-Murua [Supp]	29	0	Gergis [Table 9]	###	
W 506	506	1 Jun 1768	30 Nov 1768	0	Schmitt [Supp 1]	1 May 1768	30 Oct 1768	0	Guevara-Murua [Supp]	20	0	Gergis [Table 9]	###	
W 508	508	1 Jun 1767	30 Nov 1767	0	Schmitt [Supp 1]	1 May 1767	30 Oct 1767	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 510	510	1 Jun 1766	30 Nov 1766	0	Schmitt [Supp 1]	1 May 1766	30 Oct 1766	0	Guevara-Murua [Supp]	21	0	Gergis [Table 9]	###	
W 512	512	1 Jun 1765	30 Nov 1765	0	Schmitt [Supp 1]	1 May 1765	30 Oct 1765	1	Guevara-Murua [Supp]	0	37	Gergis [Table 9]	###	
W 514	514	1 Jun 1764	30 Nov 1764	0	Schmitt [Supp 1]	1 May 1764	30 Oct 1764	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 516	516	1 Jun 1763	30 Nov 1763	0	Schmitt [Supp 1]	1 May 1763	30 Oct 1763	0	Guevara-Murua [Supp]	0	32	Gergis [Table 9]	###	
W 518	518	1 Jun 1762	30 Nov 1762	0	Schmitt [Supp 1]	1 May 1762	30 Oct 1762	2	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 520	520	1 Jun 1761	30 Nov 1761	0	Schmitt [Supp 1]	1 May 1761	30 Oct 1761	0	Guevara-Murua [Supp]	0	32	Gergis [Table 9]	###	
W 522	522	1 Jun 1760	30 Nov 1760	0	Schmitt [Supp 1]	1 May 1760	30 Oct 1760	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 524	524	1 Jun 1759	30 Nov 1759	0	Schmitt [Supp 1]	1 May 1759	30 Oct 1759	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 526	526	1 Jun 1758	30 Nov 1758	0	Schmitt [Supp 1]	1 May 1758	30 Oct 1758	0	Guevara-Murua [Supp]	0	25	Gergis [Table 9]	###	
W 528	528	1 Jun 1757	30 Nov 1757	0	Schmitt [Supp 1]	1 May 1757	30 Oct 1757	0	Guevara-Murua [Supp]	0	37	Gergis [Table 9]	###	
W 530	530	1 Jun 1756	30 Nov 1756	0	Schmitt [Supp 1]	1 May 1756	30 Oct 1756	1	Guevara-Murua [Supp]	0	31	Gergis [Table 9]	###	
W 532	532	1 Jun 1755	30 Nov 1755	1	Schmitt [Supp 1]	1 May 1755	30 Oct 1755	0	Guevara-Murua [Supp]	0	32	Gergis [Table 9]	###	
W 534	534	1 Jun 1754	30 Nov 1754	0	Schmitt [Supp 1]	1 May 1754	30 Oct 1754	0	Guevara-Murua [Supp]	20	31	Gergis [Table 9]	###	
W 536	536	1 Jun 1753	30 Nov 1753	1	Schmitt [Supp 1]	1 May 1753	30 Oct 1753	0	Guevara-Murua [Supp]	0	38	Gergis [Table 9]	###	
W 538	538	1 Jun 1752	30 Nov 1752	0	Schmitt [Supp 1]	1 May 1752	30 Oct 1752	-1	Guevara-Murua [Supp]	0	44	Gergis [Table 9]	###	
W 540	540	1 Jun 1751	30 Nov 1751	0	Schmitt [Supp 1]	1 May 1751	30 Oct 1751	0	Guevara-Murua [Supp]	0	31	Gergis [Table 9]	###	
W 542	542	1 Jun 1750	30 Nov 1750	0	Schmitt [Supp 1]	1 May 1750	30 Oct 1750	0	Guevara-Murua [Supp]	0	32	Gergis [Table 9]	###	
W 544	544	1 Jun 1749	30 Nov 1749	1	Schmitt [Supp 1]	1 May 1749	30 Oct 1749	2	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 546	546	1 Jun 1748	30 Nov 1748	0	Schmitt [Supp 1]	1 May 1748	30 Oct 1748	-2	Guevara-Murua [Supp]	28	26	Gergis [Table 9]	###	
W 548	548	1 Jun 1747	30 Nov 1747	0	Schmitt [Supp 1]	1 May 1747	30 Oct 1747	-1	Guevara-Murua [Supp]	29	26	Gergis [Table 9]	###	
W 550	550	1 Jun 1746	30 Nov 1746	0	Schmitt [Supp 1]	1 May 1746	30 Oct 1746	-2	Guevara-Murua [Supp]	22	0	Gergis [Table 9]	###	
W 552	552	1 Jun 1745	30 Nov 1745	0	Schmitt [Supp 1]	1 May 1745	30 Oct 1745	0	Guevara-Murua [Supp]	0	32	Gergis [Table 9]	###	
W 554	554	1 Jun 1744	30 Nov 1744	1	Schmitt [Supp 1]	1 May 1744	30 Oct 1744	0	Guevara-Murua [Supp]	22	0	Gergis [Table 9]	###	
W 556	556	1 Jun 1743	30 Nov 1743	1	Schmitt [Supp 1]	1 May 1743	30 Oct 1743	0	Guevara-Murua [Supp]	0	38	Gergis [Table 9]	###	
W 558	558	1 Jun 1742	30 Nov 1742	0	Schmitt [Supp 1]	1 May 1742	30 Oct 1742	0	Guevara-Murua [Supp]	0	51	Gergis [Table 9]	###	
W 560	560	1 Jun 1741	30 Nov 1741	0	Schmitt [Supp 1]	1 May 1741	30 Oct 1741	0	Guevara-Murua [Supp]	0	32	Gergis [Table 9]	###	
W 562	562	1 Jun 1740	30 Nov 1740	1	Schmitt [Supp 1]	1 May 1740	30 Oct 1740	0	Guevara-Murua [Supp]	0	45	Gergis [Table 9]	###	
W 564	564	1 Jun 1739	30 Nov 1739	0	Schmitt [Supp 1]	1 May 1739	30 Oct 1739	-2	Guevara-Murua [Supp]	0	38	Gergis [Table 9]	###	
W 566	566	1 Jun 1738	30 Nov 1738	0	Schmitt [Supp 1]	1 May 1738	30 Oct 1738	0	Guevara-Murua [Supp]	19	0	Gergis [Table 9]	###	
W 568	568	1 Jun 1737	30 Nov 1737	0	Schmitt [Supp 1]	1 May 1737	30 Oct 1737	0	Guevara-Murua [Supp]	50	0	Gergis [Table 9]	###	
W 570	570	1 Jun 1736	30 Nov 1736	0	Schmitt [Supp 1]	1 May 1736	30 Oct 1736	-2	Guevara-Murua [Supp]	0	26	Gergis [Table 9]	###	
W 572	572	1 Jun 1735	30 Nov 1735	0	Schmitt [Supp 1]	1 May 1735	30 Oct 1735	0	Guevara-Murua [Supp]	0	26	Gergis [Table 9]	###	
W 574	574	1 Jun 1734	30 Nov 1734	1	Schmitt [Supp 1]	1 May 1734	30 Oct 1734	-2	Guevara-Murua [Supp]	21	0	Gergis [Table 9]	###	
W 576	576	1 Jun 1733	30 Nov 1733	0	Schmitt [Supp 1]	1 May 1733	30 Oct 1733	-1	Guevara-Murua [Supp]	0	38	Gergis [Table 9]	###	
W 578	578	1 Jun 1732	30 Nov 1732	0	Schmitt [Supp 1]	1 May 1732	30 Oct 1732	-1	Guevara-Murua [Supp]	0	31	Gergis [Table 9]	###	
W 580	580	1 Jun 1731	30 Nov 1731	0	Schmitt [Supp 1]	1 May 1731	30 Oct 1731	0	Guevara-Murua [Supp]	0	31	Gergis [Table 9]	###	
W 582	582	1 Jun 1730	30 Nov 1730	0	Schmitt [Supp 1]	1 May 1730	30 Oct 1730	0	Guevara-Murua [Supp]	0	25	Gergis [Table 9]	###	
W 584	584	1 Jun 1729	30 Nov 1729	0	Schmitt [Supp 1]	1 May 1729	30 Oct 1729	0	Guevara-Murua [Supp]	20	0	Gergis [Table 9]	###	
W 586	586	1 Jun 1728	30 Nov 1728	0	Schmitt [Supp 1]	1 May 1728	30 Oct 1728	0	Guevara-Murua [Supp]	35	0	Gergis [Table 9]	###	
W 588	588	1 Jun 1727	30 Nov 1727	0	Schmitt [Supp 1]	1 May 1727	30 Oct 1727	1	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 590	590	1 Jun 1726	30 Nov 1726	0	Schmitt [Supp 1]	1 May 1726	30 Oct 1726	-1	Guevara-Murua [Supp]	23	0	Gergis [Table 9]	###	
W 592	592	1 Jun 1725	30 Nov 1725	0	Schmitt [Supp 1]	1 May 1725	30 Oct 1725	0	Guevara-Murua [Supp]	0	27	Gergis [Table 9]	###	
W 594	594	1 Jun 1724	30 Nov 1724	1	Schmitt [Supp 1]	1 May 1724	30 Oct 1724	0	Guevara-Murua [Supp]	23	28	Gergis [Table 9]	###	
W 596	596	1 Jun 1723	30 Nov 1723	0	Schmitt [Supp 1]	1 May 1723	30 Oct 1723	-1	Guevara-Murua [Supp]	46	0	Gergis [Table 9]	###	
W 598	598	1 Jun 1722	30 Nov 1722	0	Schmitt [Supp 1]	1 May 1722	30 Oct 1722	-1	Guevara-Murua [Supp]	29	0	Gergis [Table 9]	###	
W 600	600	1 Jun 1721	30 Nov 1721	0	Schmitt [Supp 1]	1 May 1721	30 Oct 1721	-2	Guevara-Murua [Supp]	23	0	Gergis [Table 9]	###	
W 602	602	1 Jun 1720	30 Nov 1720	0	Schmitt [Supp 1]	1 May 1720	30 Oct 1720	-2	Guevara-Murua [Supp]	23	0	Gergis [Table 9]	###	
W 604	604	1 Jun 1719	30 Nov 1719	1	Schmitt [Supp 1]	1 May 1719	30 Oct 1719	0	Guevara-Murua [Supp]	33	0	Gergis [Table 9]	###	
W 606	606	1 Jun 1718	30 Nov 1718	0	Schmitt [Supp 1]	1 May 1718	30 Oct 1718	-2	Guevara-Murua [Supp]	44	0	Gergis [Table 9]	###	
W 608	608	1 Jun 1717	30 Nov 1717	0	Schmitt [Supp 1]	1 May 1717	30 Oct 1717	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 610	610	1 Jun 1716	30 Nov 1716	0	Schmitt [Supp 1]	1 May 1716	30 Oct 1716	0	Guevara-Murua [Supp]	0	35	Gergis [Table 9]	###	
W 612	612	1 Jun 1715	30 Nov 1715	0	Schmitt [Supp 1]	1 May 1715	30 Oct 1715	0	Guevara-Murua [Supp]	0	35	Gergis [Table 9]	###	
W 614	614	1 Jun 1714	30 Nov 1714	0	Schmitt [Supp 1]	1 May 1714	30 Oct 1714	-1	Guevara-Murua [Supp]	22	0	Gergis [Table 9]	###	
W 616	616	1 Jun 1713	30 Nov 1713	0	Schmitt [Supp 1]	1 May 1713	30 Oct 1713	0	Guevara-Murua [Supp]	30	0	Gergis [Table 9]	###	
W 618	618	1 Jun 1712	30 Nov 1712	0	Schmitt [Supp 1]	1 May 1712	30 Oct 1712	0	Guevara-Murua [Supp]	23	0	Gergis [Table 9]	###	
W 620	620	1 Jun 1711	30 Nov 1711	0	Schmitt [Supp 1]	1 May 1711	30 Oct 1711	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 622	622	1 Jun 1710	30 Nov 1710	0	Schmitt [Supp 1]	1 May 1710	30 Oct 1710	-1	Guevara-Murua [Supp]	23	0	Gergis [Table 9]	###	
W 624	624	1 Jun 1709	30 Nov 1709	0	Schmitt [Supp 1]	1 May 1709	30 Oct 1709	-1	Guevara-Murua [Supp]	24	28	Gergis [Table 9]	###	
W 626	626	1 Jun 1708	30 Nov 1708	0	Schmitt [Supp 1]	1 May 1708	30 Oct 1708	0	Guevara-Murua [Supp]	0	34	Gergis [Table 9]	###	
W 628	628	1 Jun 1707	30 Nov 1707	0	Schmitt [Supp 1]	1 May 1707	30 Oct 1707	0	Guevara-Murua [Supp]	23	0	Gergis [Table 9]	###	
W 630	630	1 Jun 1706	30 Nov 1706	0	Schmitt [Supp 1]	1 May 1706	30 Oct 1706	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 632	632	1 Jun 1705	30 Nov 1705	0	Schmitt [Supp 1]	1 May 1705	30 Oct 1705	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 634	634	1 Jun 1704	30 Nov 1704	0	Schmitt [Supp 1]	1 May 1704	30 Oct 1704	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 636	636	1 Jun 1703	30 Nov 1703	0	Schmitt [Supp 1]	1 May 1703	30 Oct 1703	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
