Not disastrous: Table 1
ID	No	Lower Start	Upper End	Name	Description	Cf	Via
E 310	310	Crs 4	1 April 1789											annulled and extinguished Magistracy so courts are shut up = anarchy and confusion		
E 312	312	Crs 4	1 April 1789											"such great quant of timber [Log, Mah likely] cut down fm Apr 87 to 89 / scarcely know what to do w it"		
E 314	314	Crs 4	1 April 1789										Sp commissary destroyed all cultivated spots [plantain walks]			
E 316	316	Crs 4	2 June 1789											8 ships arrived at Eng [Lon and Out ports?] all w Mah by 2 Jun 89 / there seldom was known to be > 3 or 4 ships in one yr		
E 318	318	Crs 4	1 August 1789											compromise reached		
E 320	320	Crs 4	1 August 1790											"Hunter orders Prov for c 2,000 inhabitants for 6 weeks"		
E 322	322	Crs 4	1 April 1791		Old	D. Rafael Llobet [Sp Commissioner]							Sp commissary destroyed all cultivated spots [plantain walks] / arrested all turtle fishers / [likely seized all turtles]			
E 324	324	Ill 4	1 February 1788						"upwards of 50 white, much greater numb of Neg fm Sep 87 to Jan or Feb 88"							
E 326	326	Nat 3	1 November 1792						many Neg perished				nearly all stock destroyed / Mah loss = c 2 million ft	river [Old likely] rising > 70 ft / inhabitants quit houses / reside on flats sev days		
E 328	328	Hos 11	1 November 1793						1 inhabitant shot / later 3 Maya killed							
E 330	330	War 7	10 September 1798	Battle of St. George’s Caye	St. George’s	O’Neill							houses burnt by Baymen to preclude attack [source?]			
E 332	332	Ill 5	29 September 1797						23 men die within weeks of arrival							
E 334	334	War 8														
E 336	336	War 9														
E 338	338	Rev 5	24 April 1820		Old		considerable numb slaves well armed	Lt. McPherson 2nd WIR Mjr. Noel					[revolters] committed various depredations			
E 340	340	Rev 5	26 April 1820	Parlay	Old		c 20 [remaining 16 May 20]	Lt. Col. Arthur						numb of revolters induced to peaceably return		
E 342	342															
E 344	344															
E 346	346															
E 348	348															
E 350	350															
E 352	352															
E 354	354															
E 356	356															
E 358	358															
E 360	360															
E 362	362															
E 364	364															
E 366	366															
E 368	368															
E 370	370															
E 372	372															
E 374	374															
E 376	376															
E 378	378															
E 380	380															
E 382	382															
E 384	384															
E 386	386															
E 388	388															
E 390	390															
E 392	392															
E 394	394															
E 396	396															
E 398	398															
E 400	400															
E 402	402															
E 404	404															
E 406	406															
E 408	408															
E 410	410															
E 412	412															
E 414	414															
E 416	416															
E 418	418															
E 420	420															
E 422	422															
E 424	424															
E 426	426															
E 428	428															
E 430	430															
E 432	432															
E 434	434															
E 436	436															
E 438	438															
E 440	440															
E 442	442															
E 444	444															
E 446	446															
E 448	448															
E 450	450															
E 452	452															
E 454	454															
E 456	456															
E 458	458															
E 460	460															
E 462	462															
E 464	464															
E 466	466															
E 468	468															
E 470	470															
E 472	472															
E 474	474															
E 476	476															
E 478	478															
E 480	480															
E 482	482															
E 484	484															
E 486	486															
E 488	488															
E 490	490															
E 492	492															
E 494	494															
E 496	496															
E 498	498															
E 500	500															
E 502	502															
E 504	504															
E 506	506															
E 508	508															
E 510	510															
E 512	512															
E 514	514															
E 516	516															
E 518	518															
E 520	520															
E 522	522															
E 524	524															
E 526	526															
E 528	528															
E 530	530															
E 532	532															
E 534	534															
E 536	536															
E 538	538															
E 540	540															
E 542	542															
E 544	544															
E 546	546															
E 548	548															
E 550	550															
E 552	552															
E 554	554															
E 556	556															
E 558	558															
E 560	560															
E 562	562															
E 564	564															
E 566	566															
E 568	568															
E 570	570															
E 572	572															
E 574	574															
E 576	576															
E 578	578															

Sheet 1-1: Table 1
						
						


Sheet 1-1-1: Table 1
						
						
