Sheet 1: Table 1
file	sources not collections					
version	1.2					
begun	7 Aug 2022 19:06					
reason for version upgrade	control character encoding and format for export to XML and JSON file formats					
to be done	get rules for well formed XML files					
	get rules for well formed JSON files					
action	re XML	https://www.w3.org/TR/2008/REC-xml-20081126/				
		encoded in	UTF 8 and UTF 16			
		characters which must be escaped	&			
			<			
			>			
			""""			
			'			
action	re XML	ended research into XML without verifying accuracy of collected data as may just control for JSON				
action	re JSON	https://en.wikipedia.org/wiki/JSON				
		encoded in	UTF 8			
		characters which must be escaped	{			
			}			
			:			
			","			
			[			
			]			
	re JSON	https://stackoverflow.com/questions/19176024/how-to-escape-special-characters-in-building-a-json-string				
action	re ver 1.1	import data				


Sheet 1-1: Table 1
						
						
						
						
						
						
						
						
			dasd			
						
						
						
						
						
						
	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 		
	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 		
						
		asdf	asdf	asdf		


Collections: Table 1
id	ver_1.4_id_0	ver_1.4_id_1	ver_1.4_id_2	ver_1.4_id_3	ver_1.4_id_4	ver_1.4_id_5	ver_1.4_id_6	ver_1.4_id_7	ver_1.4_id_8	ver_1.4_id_9	ver_1.4_id_10	ver_1.4_id_11	ver_1.4_id_12	ver_1.4_id_13	ver_1.4_id_14	ver_1.4_id_15	ver_1.4_id_16	collections_	IE	>	repository_main_display	repository_sub	repository_sub_sub	repository_sub_sub_sub		repository_main_type	town	country_	district_	url_	cat_0_	directory_0_	directory_1_	directory_2_	directory_3_	notes_					
	S 151																	of the Hagley Museum and Library > Library ie Eleutherian Mills > Library in Wilmington USA	1	2	Hagley Museum and Library						Wilmington	USA	Delaware	https://www.hagley.org	https://www.hagley.org/research	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:DE270-200	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:DE2	^^^	^^^	review at http://dissertationreviews.org/hagley-museum-library-wilmington/					
	S 161																	of the Harvard University > Radcliffe Institute for Advanced Study > Schlesinger Library on the History of Women in America in Cambridge USA	0	2	Harvard University						Cambridge	USA	Massachusetts	https://peabody.harvard.edu	https://hollisarchives.lib.harvard.edu	https://discovery.nationalarchives.gov.uk/details/a/A16470793	http://archives.chadwyck.com.ezp-prod1.hul.harvard.edu/fullrec/fullrec.do?id=MA169-860&resultNum=1&entries=1&area=repository&forward=search&queryId=../session/1659834220_2556#	^^^	^^^	^^^					
	S 85	S 155	S 157															of the Harvard University > Baker Library in Boston USA	0	1	Harvard University						Boston	USA	Massachusetts	https://library.harvard.edu	https://hollisarchives.lib.harvard.edu	https://discovery.nationalarchives.gov.uk/details/a/A13530732	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:MA108-750	^^^	^^^	^^^					
	S 159	S 463	S 465															of the Harvard University > Houghton Library in Cambridge USA	0	1	Harvard University						Cambridge	USA	Massachusetts	https://library.harvard.edu	https://hollisarchives.lib.harvard.edu	https://discovery.nationalarchives.gov.uk/details/a/A13531946	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:MA169-370	^^^	^^^	^^^					
	S 319	S 321																of the Harvard University > Peabody Museum in Cambridge USA	0	1	Harvard University						Cambridge	USA	Massachusetts	https://peabody.harvard.edu	https://hollisarchives.lib.harvard.edu	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:MA169-540	^^^	^^^	^^^	^^^					
	S 467																	of the Haverford College > Allison and Howard Lutnick Library ie Harverford College > Quaker and Special Collections in Haverford USA	1	2	Haverford College						Haverford	USA	Pennsylvania	https://www.haverford.edu/library	https://www.haverford.edu/library/quaker-special-collections	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:PA395-320	^^^	^^^	^^^	^^^					
	S 469																	"of the Henry Francis du Pont Winterthur Museum ie Winterthur Museum, Garden and Library > Library in Winterthur USA"	1	1	"Henry Francis du Pont Winterthur Museum ie Winterthur Museum, Garden and Library"						Winterthur	USA	Delaware	https://www.winterthur.org	https://www.winterthur.org/exhibitions-and-collections/library/	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:DE900-320	^^^	^^^	^^^	^^^					
	S 471																	of the Herefordshire Archive and Records Centre in Hereford UK	0	0	Herefordshire Archive and Records Centre						Hereford	UK	England	https://www.herefordshire.gov.uk/herefordshire-archive-records-centre	https://www.herefordshire.gov.uk/herefordshire-archive-records-centre/visit-herefordshire-archive-records-centre/1	https://discovery.nationalarchives.gov.uk/details/a/A13530872	^^^	^^^	^^^	^^^					
	S 165																	of the Hispanic Society of America > Library ie Hispanic Museum and Library > Library in New York USA	1	2	Hispanic Society of America						York	USA	New York	https://hispanicsociety.org	https://hispanicsociety.org/data-base/	https://discovery.nationalarchives.gov.uk/details/a/A13530096	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:NY590-40	^^^	^^^	^^^					
	S 167	S 169																of the Historical Society of Pennsylvania > Library in Philadelphia USA	0	1	Historical Society of Pennsylvania						Philadelphia	USA	Pennsylvania	https://www.portal.hsp.org	https://www.portal.hsp.org/catalogs-and-research-tools	https://discovery.nationalarchives.gov.uk/details/a/A13533055	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:PA725-720	^^^	^^^	^^^					
	S 171	S 173	S 175	S 177	S 179	S 181	S 183	S 185	S 473									"of the Huntington Library, Art Museum, and Botanical Gardens > Library in San Marino USA"	0	1	"Huntington Library, Art Museum, and Botanical Gardens"						Marino	USA	California	http://www.huntington.org/	https://www.huntington.org/library	https://discovery.nationalarchives.gov.uk/details/a/A13532533	https://oac.cdlib.org/institutions/Huntington+Library	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:CA756-320	^^^	^^^					
	S 475																	of the Indiana University > Lilly Library in Bloomington USA	0	1	Indiana University						Bloomington	USA	Indiana	https://libraries.indiana.edu	https://libraries.indiana.edu/lilly-library	https://discovery.nationalarchives.gov.uk/details/a/A13533057	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:4.9	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:IN66-380	^^^	^^^					
																		of the Institución Colombina > Biblioteca Colombina in Seville Spain	0	1	Institución Colombina						Seville	Spain	Andalusia	https://icolombina.es/institucion/index-informacion.htm	https://icolombina.es/colombina/index.htm	^^^	^^^	^^^	^^^	^^^					
																		of the International Council on Archives > Online Resource Centre in Paris France	0	1	International Council on Archives						Paris	France	Paris	https://www.ica.org/en/online-resource-centre-0	https://www.ica.org/en/online-resource-centre-0	-^-	-^-	-^-	-^-	inc Bibliographies at https://www.ica.org/en/bibliographies					
	S 187																	of the Iowa State University > University Library ie Parks Library in Ames USA	1	1	Iowa State University						Ames	USA	Iowa	https://www.lib.iastate.edu	https://specialcollections.lib.iastate.edu	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:IA50011-2140	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:IA33-370	^^^	^^^	^^^					
																		of the ITHAKA > JSTOR in Ann Arbor USA	0	1	ITHAKA						Arbor	USA	Michigan	https://www.jstor.org	http://nrs.harvard.edu/urn-3:hul.eresource:jstorage	^^^	^^^	^^^	^^^	^^^					
	S 189																	of the Jesuit Archives and Research Center in Saint Louis USA	0	0	Jesuit Archives and Research Center						Louis	USA	Missouri	https://jesuitarchives.org	-^-	^^^	^^^	^^^	^^^	guide at https://jesuitarchives.org/collections/missouri-province-archive/					
																		of the Jisc > Archives Hub in Manchester UK	0	1	Jisc						Manchester	UK	England	https://www.jisc.ac.uk/archives-hub	https://archiveshub.jisc.ac.uk/search/	^^^	^^^	^^^	^^^	^^^					
																		of the Karlsruher Institut für Technologie > Karlsruhe Virtual Catalogue ie Karlsruher Virtueller Katalog in Karlsruhe Germany	2	1	Karlsruher Institut für Technologie						Karlsruhe	Germany	Baden-Württemberg	https://www.bibliothek.kit.edu/kvk-hilfe.php	https://kvk.bibliothek.kit.edu/?digitalOnly=0&embedFulltitle=0&newTab=0	^^^	^^^	^^^	^^^	^^^					
	S 459																	of the Keep ie East Sussex and Brighton and Hove Record Office in Brighton UK	1	0	Keep						Brighton	UK	England	https://www.thekeep.info	https://www.thekeep.info/collections/	https://discovery.nationalarchives.gov.uk/details/a/A13531661	^^^	^^^	^^^	^^^					
	S 191	S 193																of the Kent Archives > Kent History and Library Centre in Maidstone UK	0	1	Kent Archives						Maidstone	UK	England	https://www.kentarchives.org.uk	https://www.kentarchives.org.uk/our-collections/	https://discovery.nationalarchives.gov.uk/details/a/A13532757	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:018	^^^	^^^	^^^					
																		of the Koninklijke Bibliotheek > Online ie Nationale Bibliotheek > Online in Hague Netherlands	1	2	Koninklijke Bibliotheek						Hague	Netherlands	Zuid-Holland	https://www.kb.nl/zoeken/digitale-bronnen	https://www.kb.nl/zoeken/digitale-bronnen	^^^	^^^	^^^	^^^	inc Delpher					
	S 195																	of the Koninklijke Bibliotheek ie Nationale Bibliotheek in Hague Netherlands	1	0	Koninklijke Bibliotheek						Hague	Netherlands	Zuid-Holland	https://www.kb.nl/en	https://www.kb.nl/en/research-find	^^^	^^^	^^^	^^^	^^^					
	S 7	S 455																of the Kresen Kernow ie Cornwall Centre ie Cornwall Record Office ie Archives and Cornish Studies Service in Redruth UK	3	0	Kresen Kernow						Redruth	UK	England	https://kresenkernow.org	https://kresenkernow.org/our-collections/	https://discovery.nationalarchives.gov.uk/details/a/A13530781	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:195	^^^	^^^	^^^					
	S 197	S 199	S 201	S 203														of the Lambeth Palace > Library ie Bibliotheca Lambethana in London UK	1	1	Lambeth Palace						London	UK	England	https://lambethpalacelibrary.org	https://lambethpalacelibrary.org/collections/library-catalogues/	https://discovery.nationalarchives.gov.uk/details/a/A13529999	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:010	^^^	^^^	^^^					
																		of the Lancashire Archives ie Lancashire Record Office in Preston UK	1	0	Lancashire Archives						Preston	UK	England	https://www.lancashire.gov.uk/libraries-and-archives/archives-and-record-office/?utm_source=Redirect&utm_medium=Shorturl&utm_campaign=Shorturl	https://www.lancashire.gov.uk/libraries-and-archives/archives-and-record-office/our-collections/	https://discovery.nationalarchives.gov.uk/details/a/A13530664	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:097	^^^	^^^	^^^					
																		of the LLMC > LLMC Digital ie Law Library Microform Consortium > LLMC Digital in Bloomington USA	1	2	Law Library Microform Consortium						Bloomington	USA	Minnesota	https://llmc.com	https://llmc-com.ezp-prod1.hul.harvard.edu	^^^	^^^	^^^	^^^	^^^					
																		of the Leeds University > Brotherton Library in Leeds UK	0	1	Leeds University						Leeds	UK	England	https://library.leeds.ac.uk	https://library.leeds.ac.uk/info/1107/search_special_collections	https://discovery.nationalarchives.gov.uk/details/a/A13533122	^^^	^^^	^^^	^^^					
																		of the Library Company of Philadelphia > Library in Philadelphia USA	0	1	Library Company of Philadelphia						Philadelphia	USA	Pennsylvania	https://librarycompany.org	https://digital.librarycompany.org/discovery	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:PA725-870	^^^	^^^	^^^	^^^					
																		of the Library of Birmingham > Wolfson Centre ie Central Library ie Birmingham City Archives in Birmingham UK	2	1	Library of Birmingham						Birmingham	UK	England	https://www.birmingham.gov.uk/archives	https://www.birmingham.gov.uk/info/50163/library_services/1541/using_the_library_catalogues	https://discovery.nationalarchives.gov.uk/details/a/A13532993	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:126	^^^	^^^	^^^					
	S 205	S 207	S 479	S 481	S 483	S 485	S 487	S 489										of the Library of Congress in Washington USA	0	0	Library of Congress						Washington	USA	District of Columbia	https://www.loc.gov	https://www.loc.gov/rr/	https://discovery.nationalarchives.gov.uk/details/a/A13531338	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:DC12-300	^^^	^^^	^^^					
	S 491																	of the Lincolnshire Archives in Lincoln UK	0	0	Lincolnshire Archives						Lincoln	UK	England	https://www.lincolnshire.gov.uk/history-heritage/lincolnshire-archives	https://www.lincolnshire.gov.uk/history-heritage/lincolnshire-archives/2	https://discovery.nationalarchives.gov.uk/details/a/A13533115	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:171	^^^	^^^	^^^					
	S 209																	of the Liverpool Record Office in Liverpool UK	0	0	Liverpool Record Office						Liverpool	UK	England	https://www.liverpool.gov.uk/archives	https://www.liverpool.gov.uk/libraries/archives-family-history/liverpool-archive-catalogue/	https://discovery.nationalarchives.gov.uk/details/a/A13530325	^^^	^^^	^^^	^^^					
	S 493																	of the London Metropolitan Archives in London UK	0	0	London Metropolitan Archives						London	UK	England	https://www.cityoflondon.gov.uk/things-to-do/history-and-heritage/london-metropolitan-archives	https://www.cityoflondon.gov.uk/things-to-do/history-and-heritage/london-metropolitan-archives/visitor-information/covid-19-lma-digital-resources-and-services	https://discovery.nationalarchives.gov.uk/details/a/A13532670	^^^	^^^	^^^	^^^					
	S 211	S 213																of the Louisiana State University > Hill Memorial Library in Baton Rouge USA	0	1	Louisiana State University						Rouge	USA	Louisiana	https://lib.lsu.edu	https://lib.lsu.edu/special/research/manuscripts	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:LA62-500	^^^	^^^	^^^	^^^					
	S 215																	of the Massachusetts Historical Society > Library in Boston USA	0	1	Massachusetts Historical Society						Boston	USA	Massachusetts	https://www.masshist.org	https://www.masshist.org/research/library-catalogs	https://discovery.nationalarchives.gov.uk/details/a/A13530167	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:MA109-120	^^^	^^^	^^^					
	S 41																	of the Ministère de le Culture > Archives > Archives Nationales d'Outre-Mer in Aix-en-Provence France	0	2	Ministère de le Culture						Aix-en-Provence	France	Bouches-du-Rhône	http://www.archivesnationales.culture.gouv.fr/anom/fr/	http://www.archivesnationales.culture.gouv.fr/anom/fr/Recherches/IREL.html	https://www.archivesportaleurope.net/es/directory/-/dir/ai/code/FR-FRANOM	https://francearchives.fr/fr/service/34641	https://www.culture.gouv.fr/Espace-documentation/Repertoire-des-ressources-documentaires/Archives/Archives-nationales-d-outre-mer-ANOM?step=288644	^^^	^^^					
																		of the Ministère de le Culture > Archives > Archives Nationales in Paris France	0	2	Ministère de le Culture						Paris	France	Paris	http://www.archives-nationales.culture.gouv.fr/	https://www.archives-nationales.culture.gouv.fr/fr/web/guest/faire-une-recherche	https://www.archivesportaleurope.net/directory/-/dir/ai/code/FR-FRAN	https://francearchives.fr/fr/service/34633	https://www.culture.gouv.fr/Espace-documentation/Repertoire-des-ressources-documentaires/Archives/Archives-nationales-Paris?step=288498	^^^	review at http://dissertationreviews.org/archives-nationales-bibliotheque-nationale-de-france-bnf/					
																		of the Ministère de le Culture > Archives > FranceArchives in Paris France	0	2	Ministère de le Culture						Paris	France	Paris	https://www.culture.gouv.fr/Thematiques/Archives	https://francearchives.fr	^^^	^^^	^^^	^^^	^^^					
																		of the Ministère de le Culture > Bases de Données in Paris France	0	1	Ministère de le Culture						Paris	France	Paris	https://www.culture.gouv.fr/Espace-documentation/Bases-de-donnees	https://www.culture.gouv.fr/Espace-documentation/Bases-de-donnees	^^^	^^^	^^^	^^^	^^^					
																		of the Ministerio de Ciencia e Inovación > Consejo Superior de Investigaciones Científicas > Escuela de Estudios Hispano-Americanos in Seville Spain	0	2	Ministerio de Ciencia e Inovación						Seville	Spain	Andalusia	https://www.csic.es/en/investigation/institutes-centres-units/school-hispano-american-studies	http://www.eeha.csic.es/	^^^	^^^	^^^	^^^	^^^					
																		of the Ministerio de Ciencia e Inovación > RedIRIS in Madrid Spain	0	1	Ministerio de Ciencia e Inovación						Madrid	Spain	Comunidad de Madrid	https://www.rediris.es/rediris/	https://www.rediris.es/index.php.es	^^^	^^^	^^^	^^^	^^^					
	S 83																	of the Ministerio de Cultura y Deporte > Archivos > Archivo Histórico Nacional in Madrid Spain	0	2	Ministerio de Cultura y Deporte						Madrid	Spain	Comunidad de Madrid	https://www.culturaydeporte.gob.es/cultura/areas/archivos/mc/archivos/ahn/portada.html	https://pares.culturaydeporte.gob.es/inicio.html	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=9	https://www.archivesportaleurope.net/es/directory/-/dir/ai/code/ES-28079-AHN9	^^^	^^^	^^^					
																		of the Ministerio de Cultura y Deporte > Archivos > Bases de Datos in Madrid Spain	0	2	Ministerio de Cultura y Deporte						Madrid	Spain	Comunidad de Madrid	https://www.culturaydeporte.gob.es/cultura/archivos/portada.html	https://www.culturaydeporte.gob.es/cultura/archivos/bases-de-datos.html	^^^	^^^	^^^	^^^	^^^					
																		"of the Ministerio de Cultura y Deporte > Bibliotecas > Bases de Datos, Servicios y Bibliotecas Digitales in Madrid Spain"	0	2	Ministerio de Cultura y Deporte						Madrid	Spain	Comunidad de Madrid	https://www.culturaydeporte.gob.es/cultura/bibliotecas/portada.html	https://www.culturaydeporte.gob.es/cultura/bibliotecas/portada.html	^^^	^^^	^^^	^^^	inc Servicios y catálogos de Bibliotecas Públicas at https://www.culturaydeporte.gob.es/cultura/bibliotecas/servicios-y-catalogos-de-bibliotecas-publicas.html / inc Patrimonio Bibliográfico at https://www.culturaydeporte.gob.es/cultura/bibliotecas/patrimonio-bibliografico.html / inc Bibliotecas digitales at https://www.culturaydeporte.gob.es/cultura/bibliotecas/bibliotecas-digitales.html					
	S 47	S 49	S 51	S 53	S 55	S 57	S 59	S 61	S 63	S 65	S 67	S 423						of the Ministerio de Cultura y Deporte > Archivos > General de Indias in Seville Spain	0	2	Ministerio de Cultura y Deporte						Seville	Spain	Andalusia	https://www.culturaydeporte.gob.es/cultura/areas/archivos/mc/archivos/agi/portada.html	https://pares.culturaydeporte.gob.es/inicio.html	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=10	https://www.archivesportaleurope.net/es/directory/-/dir/ai/code/ES-41091-AGI10	^^^	^^^	vars guides at https://www.culturaydeporte.gob.es/cultura/archivos/recursos-profesionales/guias.html /// review at http://dissertationreviews.org/general-archive-of-the-indies-seville/					
	S 73	S 75	S 77	S 79														of the Ministerio de Cultura y Deporte > Archivos > Archivo General de Simancas in Valladolid Spain	0	2	Ministerio de Cultura y Deporte						Valladolid	Spain	Castilla y León	https://www.culturaydeporte.gob.es/cultura/areas/archivos/mc/archivos/ags/portada.html	https://pares.culturaydeporte.gob.es/inicio.html	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=2	https://www.archivesportaleurope.net/es/directory/-/dir/ai/code/ES-47161-AGS2	^^^	^^^	^^^					
																		of the Ministerio de Defensa > Patrimonio Cultural de Defensa > Archivo General de Marina ie Archivo Álvaro de Bazán in Ciudad Real Spain	1	2	Ministerio de Defensa						Real	Spain	Castilla-La Mancha	https://patrimoniocultural.defensa.gob.es/en/centros/archivo-marina-alvaro-bazan/portada	-^-	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=49348	^^^	^^^	^^^	^^^					
	S 217																	of the Ministerio de Defensa > Patrimonio Cultural de Defensa > Archivo del Museo Naval in Madrid Spain	0	2	Ministerio de Defensa						Madrid	Spain	Comunidad de Madrid	https://patrimoniocultural.defensa.gob.es/es/centros/archivo-museo-naval/portada	-^-	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=49308	^^^	^^^	^^^	^^^					
																		of the Ministerio de Relaciones Exteriores > Archivo in Guatemala Guatemala	0	1	Ministerio de Relaciones Exteriores						Guatemala	Guatemala	Guatemala	https://www.minex.gob.gt/Consulta_Archivos.aspx	-^-	https://history.state.gov/countries/archives/guatemala	^^^	^^^	^^^	^^^					
																		of the Moravian Archives in Bethlehem USA	0	0	Moravian Archives						Bethlehem	USA	Pennsylvania	https://www.moravianchurcharchives.org	https://www.moravianchurcharchives.org/research/	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:PA90-500	^^^	^^^	^^^	^^^					
	S 495																	of the Morgan Library and Museum > Library in New York USA	0	1	Morgan Library and Museum						York	USA	New York	https://www.themorgan.org	https://www.themorgan.org/research/services	^^^	^^^	^^^	^^^	^^^					
																		of the Morovian Historical Society > Research Library ie Nazareth Moravian Historical Society in Nazareth USA	1	1	Morovian Historical Society						Nazareth	USA	Pennsylvania	http://www.moravianhistory.org	-^-	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:PA640-570	^^^	^^^	^^^	^^^					
	S 461																	of the Mount Vernon > Washington Library ie Fred W Smith National Library for the Study of George Washington in Mount Vernon USA	1	1	Mount Vernon						Vernon	USA	Virginia	https://www.mountvernon.org	https://www.mountvernon.org/library/	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:VA540-520	^^^	^^^	^^^	^^^					
																		of the Muséum National d'Histoire Naturelle > Musée de l'Homme ie Muséum National d'Histoire Naturelle > Bibliothèques in Paris France	1	2	Muséum National d'Histoire Naturelle						Paris	France	Paris	https://www.museedelhomme.fr/en	https://www.mnhn.fr/fr/collections-documentaires-archivistiques-et-artistiques	^^^	^^^	^^^	^^^	^^^					
																		of the Nantucket Historical Association > Research Library in Nantucket USA	0	1	Nantucket Historical Association						Nantucket	USA	Massachusetts	https://nha.org	https://nha.org/research/the-collections/	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:MA572-560	^^^	^^^	^^^	^^^					
	S 219	S 221																of the Nationaal Archief in Hague Netherlands	0	0	Nationaal Archief						Hague	Netherlands	Zuid-Holland	https://www.nationaalarchief.nl/en	https://www.nationaalarchief.nl/en/research	https://www.archivesportaleurope.net/es/directory/-/dir/ai/code/NL-HaNA	^^^	^^^	^^^	^^^					
	S 223	S 225	S 227	S 229	S 231	S 233	S 235	S 237	S 239	S 241	S 497	S 499	S 501	S 503	S 505			of the National Archives in Kew UK	0	0	National Archives						Kew	UK	England	https://www.nationalarchives.gov.uk	https://discovery.nationalarchives.gov.uk	https://discovery.nationalarchives.gov.uk/details/a/A13530124	^^^	^^^	^^^	^^^					
	S 243																	of the National Archives and Records Administration in Washington USA	0	0	National Archives and Records Administration						Washington	USA	District of Columbia	https://www.archives.gov	https://www.archives.gov/research	https://discovery.nationalarchives.gov.uk/details/a/A13532262	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:DC14-250	^^^	^^^	review at http://dissertationreviews.org/national-archives-at-college-park-maryland/					
	S 245																	of the National Army Museum > Templer Study Centre in London UK	0	1	National Army Museum						London	UK	England	https://www.nam.ac.uk	https://www.nam.ac.uk/collections/templer-study-centre	https://discovery.nationalarchives.gov.uk/details/a/A13530228	^^^	^^^	^^^	^^^					
																		of the National Heritage Library in Belmopan Belize	0	0	National Heritage Library						Belmopan	Belize	Cayo	https://www.bnlsis.org/nationalheritagelibrary	https://bnlsis.mlasolutions.com/m5/catalog/(S(ttd01a5orqks4t4zpdg4hhmk))/Default.aspx?internal=1&installation=NationalHeritage	^^^	^^^	^^^	^^^	^^^					
																		of the National Institutes of Health > National Library of Medicine in Bethesda USA	0	1	National Institutes of Health						Bethesda	USA	Maryland	https://www.nlm.nih.gov/hmd/index.html	https://collections.nlm.nih.gov/	^^^	^^^	^^^	^^^	review at http://dissertationreviews.org/rocha-in-charge-placeholder-national-library-of-medicine-at-bethesda/					
	S 247																	of the National Library of Jamaica in Kingston Jamaica	0	0	National Library of Jamaica						Kingston	Jamaica	Kingston	https://nlj.gov.jm	https://nlj.gov.jm/manuscripts-2/	https://discovery.nationalarchives.gov.uk/details/a/A13532522	^^^	^^^	^^^	^^^					
	S 507	S 509																of the National Library of Scotland in Edinburgh UK	0	0	National Library of Scotland						Edinburgh	UK	Scotland	https://www.nls.uk/	https://www.nls.uk/collections/manuscripts/	https://discovery.nationalarchives.gov.uk/details/a/A13531371	https://www.archivesportaleurope.net/es/directory/-/dir/ai/code/GB-233	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:044	^^^	^^^					
	S 253																	of the Ministry of Defence > National Museum of the Royal Navy in Portsmouth UK	0	1	Ministry of Defence						Portsmouth	UK	England	https://www.nmrn.org.uk/homepage	https://www.nmrn.org.uk/collections-and-conservation	https://discovery.nationalarchives.gov.uk/details/a/A13532604	^^^	^^^	^^^	^^^					
	S 249	S 251																"of the Department for Digital, Culture, Media and Sport > National Museums Liverpool > Maritime Museum > Archives Centre ie Maritime Archives and Library in Liverpool UK"	1	3	"Department for Digital, Culture, Media and Sport"						Liverpool	UK	England	https://www.liverpoolmuseums.org.uk/maritime-museum	https://www.liverpoolmuseums.org.uk/collections/maritime-museum-collections/archives-centre-collections	https://discovery.nationalarchives.gov.uk/details/a/A13531688	^^^	^^^	^^^	^^^					
