Introduction: Loss of life or property in Belize from 1630 to present.
						


Sources: Series S 0—960 / Primary and secondary sources which are not deposited series or collections.
ID	NO	PRIM	COLL	TYPE	ALT ID	CITED	PERIOD	PERIOD	SIZE	UNITS	ITEM	REPOSITORY	CITY	COUNTRY	IMPRINT	CITY	COUNTRY	FIRST PUB	LAST PUB	AUTHORS	EDITORS	JOURNAL	V	I	VIA	NOTE	LINK	END	
E xxx	xxx	0	0	0	Con	xnp	13 Feb 1902	8 Mar 1902	"Gov, Leg Cl re United Fruit Co"	"United Fruit Company threaten suspension of mail service to Hon unless granted a $14,500 subsidy, which the Legislative Council oppose, upon which Governor Wilson suspends rules of order of Leg Cl to pass a $12,000 subsidy"	Belize T	xnp	Henry Wilson	"Gov Wilson, Benjamin Fairweather"	Colonial Guardian [Belize] xxx p3 = 8 Mar 1902 / Colonial Guardian [Belize] xxx p3 = 26 Jul 1902	"CO 123/240 [Wilson to Col Off 13 Feb 1902 / Fairweather, Cuthbert, Woods to Col Off 6 Mar 1902]"	Moberg 368	"1900 United Fruit Co acquires Belize Royal Mail & Central American Steamship Co, holder of Hon subsidised mail contract /v Moberg 366"	np	np	np	np	np	np	###	
E xxx	xxx	0	0	0	Con	xnp	1 Dec 1908	30 Dec 1908	De Mendez eviction affair	"Senora de Mendez, landlord in San Pedro [AC], evicts tenants without customary compensation, whereupon Leg Co pass Ordinance 17 of 1908 requiring compensation on eviction of tenants after tenancy of three generations or more, as per custom"	"San Pedro [AC], Belize T"	xnp	De Mendez	Gov Eric Swayne	xnp	CO 123/259 [Collet to Crewe 3 Dec 1908]	Ashdown 119	xnp	np	np	np	np	np	np	###	
E 1063	1063	0	0	0	Fin	xnp	1 Jan 1816	30 Dec 1816	Runaway slaves est town	"Runaway slaves establish maroon town or hamlet, possibly marking first instance of this"	Sibun	xnp	xnp	xnp	xnp	CO 123/26 [Arthur to Fraser 12 Jun 1817] / CO 123/29 [Arthur to Bathurst 16 May 1820]	Bolland 75 166 / Burdon 2 184 / Bolland 2 81	"1817 Sup reports ""a considerable body of runaway Slaves formed in the interior"" /CO 123/26  / 1820 Arthur reports ""two Slave Towns, which it appears have been long formed in the Blue Mountains to the Northward of Sibun."" /CO 123/29 /// 27 Mar 1817 Guatemala Comandante del Peten [Jose de Bustamante] to Bishop of Yuc. [E]l curato de S. José ó S. Benito situado á la orilla de la Laguna [Peten Itza?] y distante un tiro de cañon del mismo presidio [present-day Flores City?]; espresa que esta poblacion se formó de los negros esclavos fugos del establecimiento ingles de Walis por no ser conveniente que estos estrangeros permaneciesen dentro del recinto de la plaza: que su poblacion se ha aumentado con algunos indios y ladinos hasta treinta y cinco ó cuarenta vecinos ... /Museo Yucateco [Campeche] II sn p19–22 /// 1734–1742 Lake Peten Itza. Five towns previously est = San Jerónimo, San Andrés, San José, San Bernabé, Concepción / See Laura Caso Barrera, Caminos en la selva: Migración, comercio y resistencia: Mayas yucatecos e itzaes, siglos XVII–XIX [Mexico, Colegio de México/FCE, 2002], 311–320 /v Caso 85 /// Possibly see 25 Apr 1825 Lake Peten Itza. Según parte del Comandante del Petén de fecha 25 de abril del mismo año [1825], se amotinaron los morenos y negros residentes en el pueblo de San Benito, en donde residían desde que se fugaron del establecimiento de Belice … [días antes] más de treinta esclavos negros de Belice penetraron con armas y pólvora al Petén ... se les embargó las armas y la pólvora y los llevó a residir al pueblo de San Benito /v Palma 42, 73 /AGCA, B10.8, exp 79641, leg 3483 f 263 /AGCA, B7.9, exp 3149, leg 135 f 8 /AGCA, B7.9, exp 3149, leg 135 f 1 /// 1825 Lake Peten Itza. Sp Commandant of Peten Luis Vera accepts bribe to return runaway slaves to Hon, after which he is prosecuted in Guat /v Palma 42–43, 73–74 /AGCA, B10.2, exp 3312, leg 158 /AGCA,B10.8, exp 76641, leg 3483 f 37, 39, 263 /// Possibly see 25 Feb 1817 Belize T. the exposed and unprotected state of the settlers, surrounded by vast hordes of Indians who are all in the constant habit of breaking in upon their works ... /CO 123/26 [Minutes 25 Feb 1817] / 12 Jun 1817 Belize T. we are surrounded by Tribes of Indians who occasionally commit great depredations upon the Cutters /CO 123/26 [Arthur to Fraser 12 Jun 1817] / See further CO 123/26 [Mags to Bathurst 26 Feb 1817 / Arthur to Bathurst 12 Jul 1817] /v Bolland 2 22, 208 no 26–27 /// Possibly see 8 Mar 1823 Belize T. Sup informs 39 slaves had run away in previous 10 weeks [since 29 Dec 1822] /v Bolland 2 71 /CO 123/34 [Codd to Bathurst 8 Mar 1823] /// 1 Apr 1819 Belize T. Sup reports ""the uneasy state of the Slaves during the last Xmas caused much alarm, and obliged me to take unusual measures of precaution at that time, and since then, to send Troops into the interior to dislodge some parties of these misguided men, who have collected on the Banks of the Rio Nuevo"" /v Bolland 2 76 /CO 123/28 [Arthur to Bathurst 1 Apr 1819]"	np	np	np	np	np	np	###	
E xxx	xxx	0	0	0	Fin	xnp	18 Jun 1817	30 Oct 1818	WIR veteran arrivals	"556 veterans of 2nd and 5th West India Regiments, and their families = 135 women and children, settle in Hon"	Belize T	xnp	xnp	xnp	xnp	CO 123/26 [Arthur to Mags 18 Jun 1817 / Arthur to Bathurst 20 Nov 1817] / CO 123/27	Craton 170 / Bolland 2 89	"See Roger N. Buckley, Slaves in Redcoats: The British West Indian Regiments, 1795–1815 [New Haven, Yale University Press, 1979], 136–139, App D 156–157 /v Craton 364 no 15–16 /// 18 Jun 1817 Belize T. Informs ""HM Govt have been pleased to determine on disbanding the 5th WIR, and to provide for five hundred of the Men by removing them to this Settlement where they are to receive Grants of Land proportioned to their means of cultivation, or to engage themselves in the service of Wood-Cutters, or other Inhabitants as they themselves prefer"" /CO 123/26 [Arthur to Mags 18 Jun 1817] / 20 Nov 1817 Belize T. Reports that ""in the Distribution of the Disbanded Soldiers of the 5th WIR the continuity of the situation decided me in giving grants of Land to a large proportion of them up the River Sibun, and in Manatee Lagoon"" /CO 123/26 [Arthur to Bathurst 20 Nov 1817] / Feb 1818 Belize T. Reports men discharged fm 2nd WIR and 5th WIR at present are settled in Hon, total = 412 men, 59 women, 39 children / Oct 1818 Further 144 men, 22 women, 15 children arrive /CO 123/27 /v Bolland 2 89"	np	np	np	np	np	np	###	
E xxx	xxx	0	0	0	Con	xnp	1 Feb 1910	28 Feb 1910	Belize T Board protest	All members of the Belize District Board resign in protest over row regarding purchase of new fire engines	Belize T	xnp	"Frederick Gahne, Sudney Cuthbert"	Gov Eric Swayne	xnp	CO 123/264 [Swayne to Crewe 21 Mar 1910]	Ashdown 122	xnp	np	np	np	np	np	np	###	
E xxx	xxx	0	0	0	Con	xnp	1 Jul 1911	30 Jul 1911	Suffrage re-introduced	"Leg Co pass Ordinance 18 of 1911, re-introducing limited or partial suffrage for local government of Belize T in form of elected Town Board"	Belize T	xnp	"Gov Eric Swayne, Frederick Gahne"	xnp	Colonial Guardian [Belize] xxx = 7 Oct 1911	CO 123/264 [Swayne to Crewe 27 May 1910]	Ashdown 122	30 Sep 1911 Belize T. Nine members elected by proportional representation to newly constituted Belize Town Board /v Ashdown 122 /// Nov 1918 Belize T. Progressive Party est /v Ashdown 169	np	np	np	np	np	np	###	
E xxx	xxx	0	0	0	Con	xnp	1 Jun 1913	30 Dec 1913	Brito affair	Mexican Governor of Campeche Manuel Brito illicitly smuggles arms via Belize T with aid of Perdomo Bros Co	"Campeachy, Belize T, New Orleans"	Manuel Brito	"Carlos Melhado, Habet Perdomo, Sabela Perdomo"	xnp	xnp	CO 123/276 [No 28538] / CO 123/277 [No 44465] / R 128 [Collet to Harcourt 5 Feb 1914]	Ashdown 143–144	xnp	np	np	np	np	np	np	###	
E 1081	1081	0	0	0	Con	xnp	28 Oct 1817	28 Oct 1817	Lands vest in Crown	Unclaimed land made Crown Land by Proclamation	Old	xnp	xnp	xnp	xnp	CO 123/29 [Arthur to Bathurst 13 Sep 1820]	Bolland 75 239 / Bolland 2 118	xnp	np	np	np	np	np	np	###	
E xxx	xxx	0	0	0	Con	xnp	2 Mar 1932	2 Mar 1932	"HM Govt, Gov powers expanded"	"Legislative Council pass BH Constitutional (Amendment) Ordinance No 17 of 1932, granting reserve powers over public funds and legislation to Gov and HM Treasury, as required by HM Govt for disbursement of Hurricane Reconstruction Loan"	Belize T	xnp	Gov John Burdon	xnp	xnp	CO 123/337 [Pilling to Cunliffe-Lister 7 Mar 1932]	Ashdown 205–206	1932–1936 Hon = pure Crown Colony /v Ashdown 78 72 no 10	np	np	np	np	np	np	###	
E 1183	1183	0	0	0	Con	xnp	3 Feb 1827	3 Feb 1827	Hyde Memorial	"George Hyde, a free person of colour, petitions King for parity of rights and privileges with white Baymen"	Belize T	xnp	George Hyde	xnp	xnp	"CO 123/38 [Hyde to Bathurst 3 Feb 1827 / Hyde to Horton ? Jun, 11 Jun 1827]"	Bolland 75 187 / Appelbaum 114 / Anderson 07 290 / Bolland 2 92	"Hyde emphasised that he was free-born, was brought up and educated in England, and had become a successful merchant, but ""that though his exertions might acquire him wealth, he must still remain in a condition of comparative degradation, on the sole ground of his Mother being a woman of colour, he is excluded from sitting as a Juror, serving as a Magistrate, from holding a Commission in the Militia, or from filling any Public Office of Trust, or Honor."" He therefore enquired ""by what power, or authority he and his other freeborn brethren of the mix'd race were deprived of any portion of the rights, and privileges, enjoyed by other of HM Subjects."" /v Bollad 75 187 /CO 123/38"	np	np	np	np	np	np	###	
E 1187	1187	0	0	0	Con	xnp	12 Jun 1827	12 Jun 1827	Lushington Speech	"Stephen Lushington lays before Eng Parliament Memorials from West Indies regarding rights and privileges of free people of colour, inc Hyde Memorial"	London	xnp	xnp	xnp	xnp	CO 123/38 [Lushington to ? 28 Oct 1827]	Bolland 75 187 / Bolland 2 92	xnp	np	np	np	np	np	np	###	
E 1191	1191	0	0	0	Con	xnp	1 Jul 1828	12 Jul 1828	Pub Mtg re Lushington	"Public Meeting, on Superintendent’s laying before the Lushington Speech, grant right to petition for rights and privileges to free people of colour"	Old	xnp	xnp	xnp	xnp	"CO 123/39 [Codd to Hay 12 Jul 1828] / MM G [3 Mar, 30 Jun, 3 Nov 1828] / R 5B [31 Mar 1828] / R 6A [12 Jul 1828]"	Bolland 75 188 / Burdon 3 298 / Bolland 2 93	"3 Mar 1828 Pub Mtg. Makes legal extension of privileges to free person of colour on petition to committee of 13 white Members of Pub Mtg appointed by ballot. Reaffirms no person of colour to qualify for Pub Mtg or any office except by petition. /v Burdon 3 /MM G / First application on 30 Jun 1828, granted 3 Nov 1828 /MM G /// 31 Mar 1828 Lushington to Sec of State. Right of Election to the Magistracy. The free people of Colour enjoy the Elective Franchise, but in order to qualify them they must possess double the property of a White Elector. A White Elector must swear that he is worth £100; a Brown Elector £200. The Legislative [Pub] Meeting. The Assembly consists of 40, and free people of Colour are qualified to serve as Members; at the present time the Assembly consists of 28 Whites, and 12 free persons of Colour. A White person possessed of £250, a Brown of £500, British Subjects become Members without election by entering themselves and taking hte oath of allegiance. Offices of Honor and Trust. Magistrates and Jurors. From these the free people of Colour are wholly excluded. Militia. Free persons of Colour are not allowed to hold Commission during the War with Spain, and when the Colony was actually attacked they did hold Commssions, but upon a recent organization of that Corps they have been excluded. Court of Justice. The Supreme Criminal Court consists of Commissioners appointed by the King's commission under the 59 Geo: 3. They are in number 4 or more. The Civil Court consists of 7 Magistrates who are elected by the Inhabitants—and for them the free people vote: but no person of Colour has hitherto been nominated by the King's Commission to be a Judge of the Criminal Court, and they are considered to be disqualified to be elected Members of the Civil Court. ... For this exclusion from the Magistracy etc. there is no positive Law; it rests upon custom only. Honduras is essentially distinguished form Jamaica and the West India Islands in very important particulars. Nearly two thirds of the whole property at Honduras in Land, Slaves, and personalty belong to the free coloured class exclusive of the free blacks; they enjoy as I have already observed privileges unkown to their brethren in our other Colonies. And there is also this remarkable difference that at the Honduras all classes white and brown mix in society, where-as in Jamaica the brown race are wholly excluded. ... /v Burdon 3 298 /R 5B /// C Jul 1828 Superintendent Codd lays Lushington's suggestions before Public Meeting, which far from lifting restrictions, merely grant right to petition for rights and privileges as individuals: ""A Law was passed ... declaratory that the Privileges and Immunities enjoyed by HM White Subjects should be Granted to persons of Color by going through the forms of Petition and Certificate of Character Honor and Probaty, that Education Long Residence and possession of Interest in the Country are the grounds on which they will obtain it. /v Bolland 75 /CO 123/39 [Codd to Hay 12 Jul 1828] /// 18 May 1790 Belize T. Hunter notes ""there are a great number of people of mixed colours in this Settlement, principally natives of the Mos Shore ... Some of these People possess considerable properties, and are Men of fair Character"", though notes were depreived of many privileges, and recommends that ""HM Sup and the Committee shall have the power of granting or allowing to Free People of mixed colour, Inhabitants of this Settlement, such privileges and immunities, as may to them appear proper, according to behaviour, character, property or station of such person of colour, who may make application to HM Sup and the Committee for such privileges, which shall be enrolled in a Book, kept for that purpose, Three months prior to their taking upon them, or exercising such privileges; provided always, that nothing in this article shall extend to the privilege of acting as Jurors, or being elected to any public Offices. /v Bolland 2 46 /CO 123/9 [Hunter Plan of Police 18 May 1790]"	np	np	np	np	np	np	###	
E 1213	1213	0	0	0	Con	xnp	5 Jul 1831	5 Jul 1831	Pub Mtg grants rights and privileges	"Public Meeting passes ""Act to entitle all HM Coloured Subjects of Free Condition in this Settlement and their issue to the same Rights and Privileges with British Subjects born of White Parents."""	Old	xnp	Chairman William Gentle	xnp	xnp	"CO 123/42 [Minutes 4 Jul, 5 Jul 1831] / LM A [4, 5 Jul 1831]"	Bolland 75 189 / Burdon 2 330 / Gabbert 07 46 / Bolland 2 93–94	"Attempt, during debate, to extend same civil liberties to free blacks defeated /v Bolland 75 190 / Jews, lawyers etc still possibly barred from Hon /// 7 Jul 1831 Sup approves Pub Mtg proceedings of 4, 5 Jul 1831. /v Bolland 2 /R 8B"	np	np	np	np	np	np	###	
E xxx	xxx	0	0	0	Con	xnp	1 Mar 1833	30 Mar 1833	Constable for Stann Creek	"Public Meeting appoint a constable in Stann Creek ""for the apprehension and bringing to Belize of all such Caribs and deserters [fm their employers],"" possibly first non-military civil servant stationed outside Belize T"	Stann Creek T	xnp	xnp	xnp	xnp	CO 123/44 [Minutes Mar 1833]	Bolland 2 111	xnp	np	np	np	np	np	np	###	
E 1221	1221	0	0	0	Fin	xnp	1 Aug 1834	1 Aug 1834	Apprenticeship of former slaves	Newly-emancipated slaves are apprenticed per Act of Eng Parliament	Old	xnp	xnp	xnp	xnp	CO 123/45 [Cockburn to Lefevre 13 Aug 1834]	"Bolland 75 164 / Bolland 2 80, 106–xxx"	"8 May – 1 Sep 1834 Belize T. Slave Register completed, total 1,1913 slaves /v Bolland 2 106–107 /// 25 Jul 1834 Belize T. Mags William Maskall and William Coffin appointed acting Special Magistrates, to act as tribunal for disputes involving masters and apprentices /CO 123/45 [Cockburn to Lefevre 25 Jul 1834] /v Bolland 2 113 /// 13 Aug 1834 Cockburn to Lefevre. The period which has elapsed since the 1st of August has been unattended here by any actual disturbance, tho certainly much dissatisfaction has been evinced on the part of the manumitted Slaves. They do not, nor can they be easily made to understand the obligations attached to their freedom. Their idea is that the King has made them free & therefore that the making them work for Six Years longer without pay is an act of injustice. I have seen a great number of them & endeavoured to explain to their comprehension the real state of the case. They do not dissent from what is told them - & they so far seem to comprehend it, that altho several had avowed a disinclinaiton to return to their work yet none have persevered in a refusal to do so. It is however quite evident that the Six Years apprenticeship has counterbalance in the estimation all the ulterior advantages held out to them by the Bill. They look to the present only & therefore finding that they are not ""to all intents & purposes set free & discharged form all manner of Slavery at once"" They neither feel benefitted or gratified at what has been done for them ... I cannot but feel some apprehension that rather than meet the Six Years apprenticeship they will avail themselves of the facility which attends their quitting the Settlement & proceeding to the neighbouring Republics. /v Bolland 75 164 /Bolland 2 80 /CO 123/45 /// 7 Jul 1835 Belize T. Value of Hon slaves estimated as £ 230,840, compensation granted = £ 101,958.19.7(1/2) ie £53.6.9(1/2) per slave /CO 318/117 [7 Jul 1835] /v Bolland 2 114 /// 1 Feb 1838 Belize T. Eleven slaves who had escaped to CA prior to 1834 returned to Hon upon abolition of slavery, were ""under the impression of being unconditionally free ... [but] finding their hopes disappointed by the Apprenticeship System they shortly after the first of August [1834] absconded and have ever since been absent"" /v Bolland 2 80 /CO 123/53 [McLenan to Macdonald 1 Feb 1838]"	np	np	np	np	np	np	###	
E 765	765	0	0	0	Fin	xnp	15 May 1766	15 May 1766	Hon currency	First record of Bay currency worth a quarter of Jamaica currency	St. George’s	xnp	xnp	xnp	xnp	CO 123/5	Burdon I p112	xnp	np	np	np	np	np	np	###	
E 839	839	0	0	0	Con	xnp	1 Sep 1786	1 Sep 1786	King’s House built	"Committee [likely Magistrates] chooses Mr. Dean’s lot for first Government House, to be Superintendent’s House, or Court House, thereafter likely christened King’s House"	Old	xnp	xnp	xnp	xnp	CO 123/5 [1 Sep 1786]	Burdon I p158	"25 Nov 1789, Col Despard dates an advertisement as ""King's House"" /v Burdon 1 p181 /CO 123/12 [25 Nov 1789]"	np	np	np	np	np	np	###	
E 843	843	0	0	0	Con	xnp	8 Jul 1787	7 Aug 1787	Harrison and Valentin Survey	"Captains Harrison and Valentin set out to discover the source of River Sheboan, possibly marking first exploratory survey in Hon by Baymen"	"Old, Sibun"	Col Enrique de Grimarest / Capt Valentín Delgado	Col Despard / Capt Harrison	xnp	xnp	"CO 123/5 [7 Aug 1787] / MEXICO,3023 [Grimarest a Sonora, Bacalar a 20 ago 1787]"	Burdon 1 p165 / Calderon 322	"See, possibly, map in CO 700/BritishHonduras15 /v Finamore 103, 105 [Fig 9]"	np	np	np	np	np	np	###	
E 853	853	0	0	0	Con	xnp	18 Aug 1787	20 Aug 1787	Jones affair	"Joshua Jones is detained by Magistrates, possibly or nearly causing armed riot, after which Sup attempts to free Jones, but is precluded from so doing by armed Mags, possibly marking first non-slavery instance of civil unrest along racial lines, and start of constitutional crises involving Superintendents"	Belize Town	xnp	"Joshua Jones, Sup E. M. Despard"	Aaron Young	xnp	"CO 123/5 [Committee to Merchants 27 Aug 1787, Despard to Sydney 24 Aug 1787] / CO 123/13 [Account ... 12 Mar 1791] / CO 123/10 [Despard Narrative 8 Mar 1791]"	Bolland 75 73–76 / Anderson 07 275–276 / Bolland 2 34–36	"18 Aug Aaron Young, Magistrate, complains Joshua Jones, 'a free man of Colour,' had knocked down Young's cookhouse on South Pt. of Belize River mouth / obtains warrant for Jones's arrest / Jones arrested in Court House / Magistrates and friends mount armed guard /// 19 Aug 'a Scene of the most alarming nature appear'd, a few white people of the very lowest class, a number of Mustees, Mulattoes, and free Negroes running about the Streets and assembling under Arms to the infinite terror of the more respectable & peaceable part of the Community' / Mag and friends or principal inhabitants assert People of mix'd Colour and Negroes would soon rule them 'with a Rod of Iron if not immediately disarmed' /// See Hon letter 12 Oct 1787 in Columbian Herald [SC] 357 p2 = 7 Feb 1788 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10CE5F72741F6A10%40EANX-10EF551D7818D700%402374151-10EF551DA184D368%401-10EF551E58219108%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2Bthe%2BBay%2Bof%2BHonduras%2527%2BDated%2BOctober%2B12%252C%2B1787 /// See CO 123/11 f 34 [Despard Narrative Appendix 34 = Petition of People of Colour to Col Grimarest and Col Despard] / CO 123/6 ff 261–162 [Notification of the Inhabitants upon the discovery of Mr. Ja. Bartlett's Letter of the 19th April 1788] /v Anderson 07 276 /// 6 Feb 1788 Lon, Sydney to Despard. Wishes Despard had ""made some distinction in the extent of Lots so to be disposed of between affluent Settlers and Persons of a different description, particularly people of Colour ... I am inclined to think that by good Management and a more conciliatory Demeanour on your part, You might have prevented these Desputes"" /CO 123/6 [Sydney to Despard 6 Feb 1788] /v Bowett 173 /// 27 Aug 1787 Belize T. Letter fm Committee of Hon Settlers, signed by Bartlet, O'Brien, Teeling, Davis, Hoare, Young, and Potts, complained of Despard's method of ""dividing the newly ceded district ... after the manner of a Lottery, without preference to those who had formerly clear'd ground or built houses, or without any distinction of Age, Sex, Character, Respectability, Property, or *Colour*, the lowest Mulatto or free Negro, had an equal chance with the Honble Col. James Lawrie, lately HM Sup & Pres of His Council on the Mosquito Shore and the Honourable the Members of that same Council, with the Chief Judge of the Colony, were reduc'd in one instant to the same footing with Negroes and indented Servants & in fact Col. Despard has said & continues to say that they are on an equal footing & that he cannot & will not know any distinction between these very different classes of Men."" /v Bolland 2 34 /CO 123/5 [27 Aug 1787] /// Possibly see 21 Feb 1788 Lon. [Re Despard's lottery plan for allotment of land] It breaks in pieces all the Links of Society, and destroys all Order Rank and Government. The Mulattoes and Free Negroes make good Servants: that they are happy and well taken Care of in that Stations; and rise in Circumstances, according to their Industry Frugality and Ability, preserving still their proper Rank & Station in the Community. But upon this wild and Levelling principle of Universal Equality, they would become intitled not only to elect Magistrates, but themselves to be elected: and what kind of Government must thence ensure, is submitted to Your Lordship. But this is not all. For the Negroes in Servitude, observing the Now exalted Station of their Brethren of Yesterday, would be thence induced to revolt, or to desert tot he Spaniards, unless they themselves were likewise made Free. Whichever of these Events took place, the Settlement must be ruined; especially if of good slaves & Servants, they should become Turbulent Seditious & Bad Citizans. /v Bolland 2 39 /CO 123/6 [White to Sydney 21 Feb 1788] /// 6 Feb 1788 Lon Sydney to Despard. I will do you the Justice to believe that int he distribution of those Lands you were actuated by the best. motives, though at the same time it could have been wished that you had made some Distinction in the Extent of Lots so to be disposed of, between affluent Settlers and Persons of a different description, particularly people of Colour, or Free Negroes, who, from the natural Prejudices of the Inhabitants of the Colonies, are not, however valuable in point of character, considered upon an equal footing with People of a different Complexion ... some measures should be taken to find Employment for the people who have lately arrived in the District, particularly those of small property, and people of Colour, to prevent their becoming a Public Burthen ... I would recommend your calling to your assistance some of the most respectable of the Inhabitants, and having the benefit of their advice, endeavour to fix the people above mentioned in some employment, form whence they may be likely to obtain subsistence. /CO 123/6 [Sydney to Despard 6 Feb 1788] /v Bolland 2 39–40 /// 20 Aug 1787 Belize T. English, Harrison, Bull [Shoremen w 12–20 slaves each] to Despard. A combination hath been formed against us by the former Eng Inhabitants of the Bay of Hon and some few people fm the Musquito Shore, who raising themselves into a kind of legislative body, form laws and regulations, and make Mags to enforce these Laws and endeavour to cause every Individual of the Community to sign those Laws ... As these Laws or regulations seem also (to us) to be partial and in favor of one sett of people, and palpably calculated to enslave another, we openly gave usch opinion of them and absolutely refused to sign them, declaring we knew of no legal authority as yet in this country (especially to distribute Lands) but what lay with his Majestys Superintendent. Many of us were t hen told, that if we continued of that opinion, we should be looked upon as men who had devested themselves of the rights and privileges of British Subjects, in withdrawing ourselves from the protection of the Magistrates and that therefore whatever injury may be done us we could not expect redress. That we would soon find ourselves in a very dissagreeable situation, As we would not be able to furnish ourselves with any kind of necessary or articles as we might be in want of, although we had money to pay for them for none would be sold or disposed of to those who did not conform So that we must either conform or leave the Country. These maxims they have actually put in practice ... The Mahogany works in the new limits we have found all possessed by the former Bay people who claim every Spot, where Mahogany is to be cut, under various pretences. Some of us have looked but found every place claimed, some of us have cut wood, our Negroes have been turned away and ordered to cut no more, some of the Mahogany we have cut hath been attached as the property of old Baymen. Thus persecuted and daily depreciated the prospect before us being a most melanchly aspect ... /CO 123/5 [English, Harrison, Bull to Despard 20 Aug 1787] /v Bolland 2 44–45"	np	np	np	np	np	np	###	
E xxx	xxx	0	0	0	Con	xnp	10 Apr 1765	10 Apr 1765	Location laws codified	"Pub Mtg codify customary location ie logging works laws, possibly first instance in Hon"	St. George’s	xnp	xnp	xnp	xnp	CO 123/5 [Minutes 10 Apr 1765] / Laws 1765–1810 xxx	Bolland 2 29	"10 Apr 1765 St. George's. [Resolved] First–When a person finds a spot of Log unoccupied, and builds his hutt, that spot shall be deemed his property; and no person shall presume to cutt or fall a tree, or grub a stump, within less than one thousand paces or yards of his Hutt, to be continued on each side of said hutt, with the course of the river or creek on both sides; and whatever person shall presume, after the limits are ascertained, to enter within those limits, shall, on proof thereof, on oath before one Justice, forfeit double the value of the wood cut, and be obliged to ship it on board of such ship or vessel as the proprietor of the wood shall appoint to receive it. Second–That no Inhabitant whatever shall occupy two works at any one time in any one River. Third–That no inhabitant shall claim a double portion of logwood works, under pretence of a partner, except that partner is, and deemed ot be, an inhabitant of the Bay. /v Bolland 2 29 /CO 123/5 /Laws 1765–1810 /// 6 May 1766 St. George's. [Resolved] The method of measuring logwood works shall be a straight line of two thousand yards or paces, to be begun and ended at the rivers side, and that the division line be run parallel [perpendicular] to the general course of the River; and that no logwood work shall be deemed to be evacuated as long as the owner lives in the Bay, except he occupy some other work in the same river. /v Bolland 2 30 /CO 123/5 [Minutes 6 May 1766] /Laws 1765–1810"	np	np	np	np	np	np	###	
E xxx	xxx	0	0	0	Con	xnp	9 Jul 1838	9 Jul 1838	Masters & Servants Ord	"Public Meeting pass regulations to govern contracts between masters and servants, inc abolition of Sunday markets, possibly first formal labour code in Hon "	Belize T	xnp	xnp	xnp	xnp	CO 123/50 [Minutes 6 Nov 1837] / CO 123/52 [Macdonald to Glenelg 29 Mar 1838] / CO 123/53 [Macdonald to Glenelg 28 Aug 1838]	Bolland 2 115–116	"6 Nov 1837 Belize T. Pub Mtg appoint committee, on Sup recommendaiton, to consider proposals for ""regulating the relative duties of Master and Servant"" /CO 123/50 [Minutes 6 Nov 1837] /v Bolland 2 115 /// 12 Feb 1838 Belize T. [Clerk of Cts to Sup] The employment of Household and all other servants, whether Journeymen or otherwise, within the Town of Belize, is regulated upon much the same principle as in England. The great bulk of the Lower Classes, however, and almost all the Charibs and Spaniards who resort to the Settlement, are employed in the Mah Works in the Interior, and with them it is the practice to enter into Contract by which they hire themselves generally for six or twelve months. This is usually done at the commencement or middle of the year, when the servant goes before a Mag, & volunteers a Contract for his services. It is the enforcement of these Contracts, however, that the great evil lies. There is no law on the subject further than what custom has sanctioned. That custom has been, that where the Servant has failed in his Contract, the Master has had the power to bring him up at once on Warrant, and have him summarily punished by Imprisonment and public Whipping. If however the breach of Contract lay with the Master,—If for example, the Master was deficient in the payments he had contract to make his servant, the Servant could only sue the Master as in the matter of a common debt. To send the Servant into Court for hte recovery of his wages amounts to an absolute denial of justice to him. People in his condition are not supposed to possess the means of their remaining for months at Belize to prosecute thier suits for those very earnings which would enable them to reside there for alittle. They only add to their embarrassment by being debarred from leaving the Town and entering into another contract. /CO 123/52 [Walker to Macdonald 12 Feb 1838] /v Bolland 2 115–116 /// 29 Mar 1838 Belize T. Pub Mtg propose masters and servants ordinance which Sup considers ""in a shape which I could not approve, for it was stripped of its most valuable provision ... for the recovery of Servants Wages and petty debts"" /v Bolland 2 116 /CO 123/52 [Macdonald to Glenelg 29 Mar 1838] /// 9 Jul 1838 Belize T. Pub Mtg resolutions re masters and servants inc redress by court for employers and employees, contracts in writing, and further abolishment of all Sunday markets /v Bolland 2 116 /CO 123/53 [Macdonald to Glenelg 28 Aug 1838] /// 1846–1852 Belize T. Labour code tightened in 1846 and in 1852, eg imposing 3 months imprisonment with hard labour on servant's breach of contract after receiving pre-season Christmas advance, allowing master to apprehend servant without warrant /R 20 [Minutes 20 Jan – 7 Feb 1852] /Laws 1857 [18 Vic ch 12] /v Bolland 2 122"	np	np	np	np	np	np	###	
