Series C 0—992 / Data on buccaneering or piratical activity in the Bay of Honduras from Spanish correspondence.
ID	NO	SER	CF	REL	EXT	START	STOP	PIR	DEF	IMG	FOL	NOTE	END	
E 1289	1289	0	0	0	Con	xnp	8 Nov 1843	8 Nov 1843	Pub Mtg amends its constitution	Public Meeting changes qualifications of Members and Voters	Belize T	xnp	xnp	xnp	xnp	LM C [8 Nov 1843]	Burdon 3 68	"8 Nov 1843 Pub Mtg. Qualifications for voter: British born subject; Resident settler for two years, and either householder paying annual rent of £30 or in receipt of a salary of not less than £200 pa or possessed of property in his own right or that of his wife to amount of £100 currency after payment of all debts. Qualifications of Members: British born subject; Resident settler for not less than three years; possessed of porperty in own right or that of his wife to amount of £500 Honduras Currency after payment of all debts. /v Burdon 3 68 /LM C"	np	np	np	np	np	np	###	
E 1291	1291	0	0	0	Fin	xnp	1 Jan 1844	30 Dec 1844	Gunter’s Turtles	"Mr Guner obtains patent for tinned turtle meat, and begins tinning operations in Hon, possibly marking first manufactures in Hon"	"Belize T, Lon"	xnp	Mr Gunter	xnp	xnp	xnp	xnp	See account in Alexandria Gazette [Virg.] sn 2 = 30 Dec 1844 [Morn Ed] Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109C88C3000E7338%40EANX-12FABD542517C210%402394931-12FA52E682BDBC88%401-1301FBE89C02025F%40News%2Bof%2Bthe%2BDay	np	np	np	np	np	np	###	
E 1293	1293	0	0	0	Con	xnp	1 Apr 1844	14 Apr 1844	Grand Ct rules Military exempt of civil law	"Chief Justice of Grand Court, in case of resistance of a writ of attachment by an Officer of the WIR, issues opinion contending Military are not subject to Civil Law of the Settlement"	Belize T	xnp	Robert Temple	xnp	xnp	R 19 [12 Apr 1844]	Burdon 3 73	"16 Aug 1842 Office of Chief Justice or ""of a legal Judge"" created by Act /v Burdon 3 61 /Laws 1857 xxx / 27 Jun 1843 John Temple first sitting as Chief Justice /v Burdon 3 65 /GC HH / Grand Court, successor of Quarterly Courts, hitherto presided over by Magistrates, now presided over by Chief Justice with Magistrates as Assistant Justices /v Burdon 3 93 /R 25 [19 Jun 1847]"	np	np	np	np	np	np	###	
E 1295	1295	0	0	0	Con	xnp	4 Apr 1844	4 Apr 1844	GB Consul to Mos	"Foreign Office appoints Patrick Walker as Consul-General to Mos Shore, possibly marking return of formal Eng presence in Mos Shore since 1787 evacuation"	Greytown [Mos]	xnp	Patrick Walker	xnp	xnp	R 21C [4 Apr 1844]	Naylor R 377 / Burdon 3 73	"FM HON.—By the brig Florida Blanca, Capt Eldridge, we have Belize (Hon) papers to the 23d ult. [Jul 1844]. ... The Brit consul at Guat has addressed a circular to the heads of the supreme govts of the several states which constitute the Rep of Guat. This document (says the Hon Observer) shows that HM Govt are determined to support the rights of their ancient ally, the Mosquito nation, and that in any matter of dispute it is their wish to act the part of friendly intermediators, with a view to an amicable adjustment, as well of boundary as other claims which remain unsettled. ... —Journal of Commerce. /Commercial Advertiser [NYC] 47 sn 2 = 13 Aug 1844 /// 20 Feb 1849 Sec of State directs all presents to Mos Indians be discontinued /v Burdon 3 116 /R 30"	np	np	np	np	np	np	###	
E 1297	1297	0	0	0	Met	Nino	1 May 1844	30 Oct 1848	El Niño	El Niño / warm ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	Grove 147	"Magnitude > 70th percentile during 1845 /Gergis xxx [Table 9] /// Corresponding Guat Hydro Index = -1, 0, 2, 0, 0 /Guevara-Murua xxx [Table 1, Supp]"	np	np	np	np	np	np	###	
E 1299	1299	0	0	0	Con	xnp	14 May 1844	14 May 1844	"Sup amends Exec Council, Mags"	"On permission from HM Gov, Sup directs that [appointed] Magistrates are to sit in Exec Council"	Belize T	xnp	xnp	xnp	xnp	R 22A [14 May 1844] / R 21C [23 Apr 1844] / R 19 [16 Jan 1844]	Burdon 3 73	"16 Jan 1844 Sup to Sec. Seems clear to him that in applying for a Council his predecessors aimed at depriving the Pub Mtg of its Leglative, and Mags of their Administrative powers. States that, having no power over the purse, Council is useless. States that if Mags were appointed ex-officio as Council of the Sup, it would not excite such suspicino as does the present Council. Suggests that Mags be nominated to Council, and all supplies granted to Sup-in-Council. In administrative matter Mags would then be able to come to no decision unless sitting in Council with Sup, while retaining complete independence in administration of Justice. /v Burdon 3 70 /R 19 / 23 Apr 1844 HM Govt approves provided Sup is confident there is no risk of public excitement /R 21C /// Fm NY Commercial Advertiser of Saturday. FM HON. By the brig John R. Gardener, Capt Pederson, arrived this morning, we have a file of the Belize Observer to the 18th of June, inclusive. The papers contain more news than we generally receive fm that little out of the way corner of the world. First, we have accounts of a bloodless civil revolution in Belize. About the last of May it was rumored that the members of the Exec Cl had all sent in their resignations, in consequence of orders fm England that the Council was to be abolished; but these orders were accompanied by offers of seats on the bench of magistrates tot he members, with continuance of their honorary titles and of exemption fm jury and militia duty. All but two however, rejected these offers with noble indignation. But, to the astonishment of every body, in a day or two it was officially announced that the magistrates had been sworn in as members of the Council; so the upshot of it seems to be that the Council was not abolished, but only reorganized by the creation of a new set of Councillors. ... /North American [PA] 6 1642 2 = 8 Jul 1844"	np	np	np	np	np	np	###	
E 1301	1301	0	0	0	Con	xnp	1 Jun 1844	30 Jun 1844	Grand Ct acquittal	"Chief Justice of Grand Court directs acquittal of prisoner before evidence is taken, after expressing disapproval of customary procedure of Courts of Settlement, esp re lack of Grand Juries and Public Prosecutor, and proper Indictments"	Belize T	xnp	xnp	xnp	xnp	R 19 [10 Aug 1844]	Burdon 3 77	"10 Aug 1844 Sup to Sec. States Chief Justice expressed disapproval of procedure adopted in criminal trials [by custom], esp re absence of Grand Juries, Public Prosecutor, and proper Indictments. That at June Grand Ct the Chief Justice made a speech on the subect, and directed acquittal of a prisoner before any evidence had been taken. /v Burdon 3 77 /R 19 /// 4 Nov 1844 Pub Mtg. Vote of thanks to Mags ""for their defence of the established customs and usages at the last Grand Court against the attempt that was made to introduce a new system of proceeding by permitting professional men to plead in our Courts""; Addresses Sup, crediting Magistrates with escape they had form ""the greatest scourge which could be inflicted upon us, namely, the admission of Lawyers to practice in the Courts of this Settleemnt and begging HE to urge upon the HM Govt their apprehension of being delivered up to the mercy of a profession who from their short experience of legal functionaries they are convinced would unsettle and irritate the Public mind."" /v Burdon 3 78 /LM C /// 17 Nov 1844 Sup to Sec. Reports Pub Mtg expressed great satisfaction with new Executive Council, now composed of Sup and Mags, and approval of stand taken against Chief Justice in his attempt to establish British Law. /v Burdon 3 79 /R 19 /// Possibly see, FM HON. We have the Belize Observer to Nov 23 [1844] inclusive ... There is really nothing to note except bitter complaints o the editor against the system under which he lives, and which he pronounces defective, inefficient, uncertain and execrable. His trouble seems to be connected with the administration of the law, and his objurgations are levelled at the magistrates composing what is called the Grand Court. The Sup, or Gov, Col Fancourt, comes in for a share of his displeasure; but the grounds of complaint are so purely local that they do not require exposition. The heaviest of them seems to be the appointment of a private secretary with a salary of £100. /Commercial Advertiser [NYC] 47 sn 2 = 14 Dec 1844"	np	np	np	np	np	np	###	
E 1303	1303	0	0	0	Con	xnp	4 Mar 1845	4 Mar 1845	Sup denies Habeas Corpus	"On complaint of illegal detention, Sup states that it is not in his power to offer opinion on legality of detention as power of issuing writ of habeas corpus does not exist in Hon"	Belize T	xnp	xnp	xnp	xnp	R 22B	Burdon 3 81	"1852 Writ of HB made available to Hon /v Mongey 80 /xxx /// 29 Jan 1853 Pub Mtg. Passes ""Act providing for the removal of doubts as to the issue of Writs of Habeas Corpus"" /v Burdon 3 165 /R 20"	np	np	np	np	np	np	###	
E 1305	1305	0	0	0	Con	xnp	10 Mar 1845	12 Mar 1845	Pub Mtg restricts Courts	"On Memorial from leading marchants and taxpayers charging Grand Ct with assuming powers to itself affecting person liberty and property hitherto unsanctioned by Law and Customs of Settlement, Pub Mtg passes Enactment defining powers of Chief Justice, Puisne Judges and Mags and of the Courts presiding"	Belize T	xnp	xnp	xnp	Palladium and St. Lucia Free Press 7 334 2 = 26 Dec 1844	"LM C [10, 12 Mar 1845]"	Burdon 3 81	"15 Feb 1845 Sup to Gov. Transmits CJ complaints of certain publications in ""Belize Gazette"" [Hon Gazette and Comm Adv ?], asks protection from Sup's alleged interference with CJ functions in Hon /v Burdon 3 80 /R 25 /// 3 Mar 1845 Certain merchants to Sup. Protest assumption by Grand Court of certain rule-making powers contrary to Laws of Settlement; request referral to next Pub Mtg /v Burdon 3 81 /R 17 /// 18 Mar 1845 CJ to Gov. Complains of local Bill passed removing power of Grand Ct to make orders, fine or imprison jurors, or to sit after Saturday of first week, and vesting Sup with power properly vested in CJ /v Burdon 81 /R 20 /// 19 Apr 1845 Sup to Gov of Jam. Regrets inability to convince Mr. Temple on need of Courts to confine themselves to Acts created by Pub Mtg and to not apply English Law or practice, given impossibility of HM's establishing regularly constituted legislature or courts of justice in Hon. /v Burdon 2 82 /R 25 /// 2 Aug 1845 Sec of State to Gov of Jam. Re enactment of Pub Mtg for controlling and defining powers of Courts of Justice. States this is in perfect accordance with all recent Charters and Acts of Legislation by which Courts of Justice have been established in British Colonies. [HM] Gov concur that no rule of Court may ever be established by Judges alone, but that Legislature, however constituted, should always possess and, when requisite, employ a power to revise, to disallow or to amend rules of Court. /v Burdon 3 84 /R 24 /// FM HON.—We have received the Hon papers to March 15h [1845]. ... The leading merchants and tax payers had memorialized the Executive Govt relative to certain assumption of powers by the Grand Ct, affecting personal liberty and property. HE Sup, replied in a kind spirit, and promised to bring the subject before an approaching public meeting. The trade and business of the colony appears prosperous. —Brooklyn Star. /Evening Post [NYC] 43 sn 2 = 29 Apr 1845"	np	np	np	np	np	np	###	
E 1307	1307	0	0	0	Con	xnp	1 Apr 1845	27 Apr 1845	Picayune letters	"Times-Picayune of New Orleans, Louisiana, USA starts regular correspondence with Belize T, possibly marking first foreign correspondent in Hon"	Belize T	xnp	xnp	xnp	xnp	xnp	xnp	"FM HON.—The brig Noble, Deming master, arrived at this port yesterday fm Belize, Hon, whence she sailed on the 17th inst. [Apr 1845]. ... Through the courtesy of Wm. E. Fitzgivon, Esq., the editor and proprietor of the Observer and Gazette, we have been most kindly furnished with files of his own and some Colonial papers, and some items of shipping intelligence. ... /Times-Picayune [New Orl.] sn 2 = 27 Apr 1845 /// Possibly see Hon letter 26 Jun 1845 in Times-Picayune 9 155 1 = 26 Jul 1845 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1223BCE5B718A166%40EANX-122427650BCF73E8%402395139-1223E0A758D92CF0%400 / Hon letter 24 Dec 1845 in Times-Picayune 9 303 2 = 17 Jan 1846 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1223BCE5B718A166%40EANX-1224289B10A1E770%402395314-1223E0A95DD471B0%401-123F2E025202E969%40From%2BBelize%252C%2BHonduras"	np	np	np	np	np	np	###	
E 1309	1309	0	0	0	Con	xnp	7 May 1845	7 May 1845	Coronation of George Augustus Frederic II	"Prince George Augustus Frederick of Mos Shore baptised, confirmed and consecrated King thereof by Bishop of Jam at St. John’s Church"	Belize T	xnp	George Augustus Frederic II	xnp	xnp	R 25 [20 May 1845] / FO 53/2 [Walker to Aberdeen 10 May 1845]	Burdon 3 82	"Possibly see Capt Noyes 1 Dec 1844 letter in Philadelphia Inquirer 31 134 2 = 4 Dec 1844 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A110C9BFA1F116650%40EANX-11F141A2319C12C0%402394905-11F141A263642A58%401-11F141A342160308%40From%2BBalize%252C%2BHonduras  /// See Belize Observer 19 Mar 1845 intelligence in Charleston Courier [SC] 43 12039 2 = 20 May 1845 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A09312E50DDED0%40EANX-1316B043D6313E70%402395072-13137230668BE3B0%401-13FA3A39E64114A3%40Official.%2BNavy%2BDepartment.--Orders%252C%2Bc  /// FM HAVANA. ... The Diario de la Marina has advices fm Belize, Hon, to the 20th of May [1845]. The King of the Mosquitoes—a boy ten years old—was baptised, confirmed and consecrated on the 7th of that month. The religious ceremonies were performed by the Bishop of Jam, with great pomp and show. ... /Times-Picayune [New Orl.] sn 2 = 6 Jun 1845"	np	np	np	np	np	np	###	
E 1311	1311	0	0	0	Con	xnp	3 Mar 1846	3 Mar 1846	Pub Mtg abolishes Mags	Public Meeting passes Act for abolishing offices of unremunerated Magistrates and substitution of paid Police Magistrates	Belize T	xnp	xnp	xnp	xnp	LM C [3 Mar 1846]	Burdon 3 86	"Court of Orinday, hitherto presided over by Magistrates, now presided by HM Sup /R 25 [19 Jun 1847]"	np	np	np	np	np	np	###	
E 1313	1313	0	0	0	Met	xnp	1 May 1846	30 Oct 1846	Flood	Severely wet rainy season or seasons / severe floods	Guat	xnp	xnp	xnp	xnp	xnp	"Guevara-Murua xxx [Table 1, Supp]"	xnp	np	np	np	np	np	np	###	
E 1315	1315	0	0	0	Con	xnp	19 May 1846	19 May 1846	Fr Consulate est	"France establishes consular agency in Belize T, possibly first foreign consul in Hon"	Belize T	xnp	xnp	xnp	xnp	R 17 [19 May 1846]	Burdon 3 87	"3 Mar 1847 US appoint their first consult to Hon /xxx /// 1850 Guat appoint consul for Hon /v Humphreys 49 /FO 15/68 [Wallenstein to Palmerston, 2 Dec 1850] /FO 15/75 [Stanley to Wallenstein, 7 Nov 1851] /// < 6 Nov 1857 Mexico appoint first consul to Hon, Mr. José María Martinez / See Hon letter re consuls in Weekly Herald [NY] 21 49 391 = 5 Dec 1857 [Secd Ed] Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A114749C60A8D81F0%40EANX-11B5D22CC1278840%402399654-11B5D22D0F513808%406-11B5D22E0569C9B8%40News%2Bfrom%2BHonduras.%2BOur%2BBelize%2BCorrespondence"	np	np	np	np	np	np	###	
E 1317	1317	0	0	0	Soc	xnp	29 Jul 1846	29 Jul 1846	Cruz murder	"Murder of Antonio Cruz by Lt Adolphus Frederick Connell, and Henry Symons, Clerk of Cts, for murder of Antonio Cruz"	Belize T	Antonio Cruz	"Lt Adolphus Frederick Connell, Henry Symons"	xnp	xnp	xnp	Mongey 78	"17 Oct 1846 Sup Ct. Chief Justice declares Cruz is ""as much entitled to the protection of [HM] laws, as any of her subjects"" /v Mongey 78 /RCS 269/22 /// See Hon Observer to 17 Oct 1846 intelligence in Times-Picayune sn 2 = 17 Nov 1846 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1223BCE5B718A166%40EANX-1224273AB1293098%402395618-1223E1BB8A5942F0%401-1384E7E2447EDD75%40From%2BBelize%252C%2BHonduras / to 8 Aug 1846 in Times-Picayune sn 2 = 1 Sep 1846 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1223BCE5B718A166%40EANX-12243703D7295DF8%402395541-1223E0ABE8F71F20%401-123F33A3378996F5%40From%2BHonduras%2BAnd%2BCentral%2BAmerica"	np	np	np	np	np	np	###	
E 1319	1319	0	0	0	Con	xnp	2 Mar 1847	2 Mar 1847	Pub Mtg allows a barrister as AG	"Public Meeting passes a bill allowing Sup to appoint a barrister as Attorney General of the Settlment ""Provided that such Barrister, so to be appointed Attoney General, shall be precluded from practising, or in any wise acting, in the several Courts of this Settlement, otherwise than in the prosecution on behalf of the Crown, of crimes and misdemeanors, or any other matter concerning the busines of the Crown or Public."""	Belize T	xnp	xnp	xnp	xnp	LM C [2 Mar 1847]	Burdon 3 91	"William F. Lewis appointed < 14 Apr 1847 /R 22B /// Fm Hon. We have the Belize Observer of Oct. 16, 20, and 23 [1847]. ... Correspondents in the Observer were eagerly discussing the propriety of introducing lawyers into the settlement—a measure the proposition of which seems to have caused no little alarms to some of the inhabitants. By publishing one of the communications the editor of the Observer has exposed himself to an information as for a ""seditious libel”, he having refused to give up the author's name on the demand of the AG. The sting of the communication appears to have been aimed at that functionary, but though it is rather saucy we do not think it would be considered libellous even in this country. /Commercial Advertiser [NYC] 50 sn 2 = 26 Nov 1847"	np	np	np	np	np	np	###	
E 1321	1321	0	0	0	Con	xnp	16 Mar 1847	16 Mar 1848	Fancourt Dispensary est	"Fancourt Dispensary established by Committee [of Pub Mtg], possibly first drug store in Hon"	Belize T	xnp	xnp	xnp	xnp	R 28 [16 Mar 1847]	Burdon 3 92	xnp	np	np	np	np	np	np	###	
E 1323	1323	0	0	0	Met	Nina	1 May 1847	30 Oct 1851	La Niña	La Niña / cool ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	"Corresponding Guat Hydro Index = 0, 0, 0, 0, 0 /Guevara-Murua xxx [Table 1, Supp]"	np	np	np	np	np	np	###	
E 1325	1325	0	0	0	Con	xnp	30 Oct 1847	xxx	HM Govt expands religious freedom	HM Govt recommends persons not taking oath on religious grounds be permitted to substitute a solemn declaration	Lon	xnp	xnp	xnp	xnp	R 24 [30 Oct 1847]	Burdon 3 97	"Sec of State further recommends making amends to aggrieved Ministers of Religion, and remarks Mr. Crowe's incarceration for more than 5 calendar months excessively severe /R 24 /// 4 Aug 1846 Paster of First Baptist Church to Sup. Pleads against disabilities under which [religious] Dissenters live in Belize, particularly requirements to take an oath, for refusal to do which act a Baptist Minister in Belize [Town, Mr. Frederick Crowe], was at that time confined in jail, owing to inability to pay fine of $60. /v Burdon 3 88 /R 17 /// 20 Mar 1848 Baptists to Sup. Points out recent law passed [in Pub Mtg] apparently contemplated still greater severity in fines and imprisonment for those failing to take Oaths, praying for relief /v Burdon 3 105 /R 28 /// 9 Feb 1849 Pub Mtg. Act for substitution of affirmation in lieu of oaths in certain cases, negatived by majority. /v Burdon 3 116 /R 20"	np	np	np	np	np	np	###	
E 1327	1327	0	0	0	Con	xnp	19 Jan 1848	22 Jul 1848	Jurors re CJ	"Jurors petition Pub Mtg for removal of Chief Justice on his designatin ghtem ""the scum and scourings of the population, miserable hirelings, without character, open to bribes, and susceptible of every species of corruption."""	Belize T	xnp	xnp	xnp	xnp	"R 20 [19 Jan 1848] / LM C [22 Jan 1848] / Tulane collection 50/(36), folder 1 f xxx"	Burdon 3 98	"1 Feb 1848 Pub Mtg. Does not vote salary for Chief Justice Temple, adding he had made certain false, calumnious and vile charges against character of Jurors, his usefulness in the community had been destroyed and Pub Mtg would not sanction payment to him of any further sum or allowance as salary. /v Burdon 3 100 /LM C /// 8 Mar 1848 Fitzgibbon to Sup. Complains of arret on 29 Feb 1848 by Chief Justice for printing and publishing in Honduras Observer and Belize Gazette re. Chief Justice affair with Jurors, prays for relief. /v Burdon 3 103 /R 28 / 20 Jun 1848 Gov of Jam to Sup. Sec of State recommends liberation of Mr. Fitzgibbon /v Burdon 3 108 /R 30 /// 20 Jul 1848 Pub Mtg. Resolves that fines imposed on jurors in Feb Grand Court, for  refusing to serve until stigmas which Chief Justice had attached ot their character had been removed, be remitted, and indemnification granted for those imprisoned fo rsame cause. /v Burdon 3 108 /LM D /// 22 Jul 1848 Gov of Jam to Sup. Sec of State reply to Memorial from Jurors re Chief Justice. Believes Mr. Temples ""remarks were not intended to apply to many of them [Jurors]"", hopes all use best efforts to promote impartiality and integrity in admin of Justice in future. /v Burdon 3 108 /R 30 /// 22 Aug 1848 Sup Ct. Chief Justice articulates Hon status as neutral state and civilised nation with no right to interfere in Caste War, and derives duty of hospitality and protection towards refugees from this; declares ""Brit Hon is not a ceased or a conquered colony ... [rather] it is a *settled colony*—and title to it ... [is] by *occupation*."" /v Mongey 77 /RCS 268/1 /// Correspondence of Picayune. BELIZE, Hon, July 16, 1850. Eds. Pic.— ... The citizens are still at war with the Chief Justice, and will be satisfied with nothing short of his recall. ... B.A.G. /Times-Picayune 14 15 2 = 31 Jul 1850"	np	np	np	np	np	np	###	
E 1329	1329	0	0	0	Hos	xnp	19 Jan 1848	19 Jan 1848	Capture of Valladolid	Mayan forces capture Valladolid	Valadolid	xnp	Cecilio Chi 15000 men	xnp	xnp	xnp	xnp	xnp	np	np	np	np	np	np	###	
E 1331	1331	0	0	0	Con	xnp	22 Jan 1848	22 Jan 1848	Pub Mtg restrict Civ Serv	Public Meeting passes Act preventing any persons holding places or pensions under Crown from sitting or voting in Pub Mtg styles Leg Ass	Belize T	xnp	xnp	xnp	xnp	R 20 [22 Jan 1848]	Burdon 3 99	"19 Aug 1848 Sec of State upholds principle of Public Officers sitting and voting in Public Mtg, but recommends this not extend to Judges /v Burdon 3 111 /R 30"	np	np	np	np	np	np	###	
E 1333	1333	0	0	0	Fin	xnp	24 Jan 1848	30 Dec 1855	California Gold Rush	Inc US interest in Central America	xnp	xnp	xnp	xnp	xnp	xnp	"Bethell 3 225, 499"	"Inc. 1849 appointment of E. G. Squier as Envoy to CA /v Bethell 3 499 /// BELIZE, HON, March 5, 1856. A citizen of New York, a few months since, came through that place [Guat] on his way home fm California. There he fell sick, and while in that state his money—about 500 dollars—was taken fm him for safe keeping and he could not get it back when he got well. He was obliged to sell his watch and clothing to get here, where he arrived nearly a skeleton, fm exposure and want, without clothing or money, and no one to apply to for assistance. In this state he came to me and explained his situation, at the same time saying, ""this is the only place I ever was in where I could get no employment, and must either beg or steal."" This is not a solitary case; for the last seven years a great number of Americans have travelled through this town, nearly three-quarters of whom have been in a destitute condition; and as there is no government agent here they are forced to suffer. Many have sunk under it, and now rest among the dead in our burial ground. This ought not to be. Your govt should have some agent to assist your citizens when, by accident, they are destitute in foreign countries. Many or our poor ""Jacks,"" when they get here, represent themselves as English sailors, for they soon learn that there is provision made for English sailors who are destitute; that is, they are allowed one shilling sterling per day, and then they get a free passage in the Royal Mail Steamship Co. steamer to Jam or St. Thomas. /Weekly Herald [NY] 20 15 118 = 12 Apr 1856"	np	np	np	np	np	np	###	
E 1335	1335	0	0	0	Con	xnp	5 Feb 1848	28 Sep 1848	Vote of No Confidence	"Public Meeting adopts Memorial to Sec of State, complaining of inability to introduce motions without Sup sanction, no confidence in Sup's Council, and lack of accountability by Sup, resolved in favour of Pub Mtg"	Belize T	xnp	xnp	xnp	xnp	LM C [5 Feb 1848]	Burdon 3 101	"< 21 Feb 1848 Lon Merchants trading with Honduras complain to Sec of State of increase in amount of taxes levied in Settlement for services of local governmetn since Inhabitants had been deprived of power to appoint their own officers, and increase in expenditure as compared with that of 1807 to 1826, and recommending Pub Mtg be given greater control over finances of settlement. /v Burdon 3 102 /R 30 [21 Feb 1848] /R 25 [11 Mar 1848] /// 19 Aug 1848 Sec of State to Sup. Warns Sup must not rely too much on influence of Sec in averting difficulties arising out of differences of opinion between Sup and Pub Mtg, reminds him power of granting or stopping supplies vested in Pub Mtg /v Burdon 3 111 /R 30 /// 28 Sep 1848 Pub Mtg. Thanks Sup for conceding right of originating motions and appt of standing committee to examine public accounts and Treasurer's books /v Burdon 3 111 /R 20 /// Possibly see Hon letters in Simmond's Colonial Magazine [Lon] 13 52 440–442 = sd Apr 1848 / Simmond's Colonial Magazine [Lon] 14 53 81–91 = sd May 1848 Link: http://www.nla.gov.au/ferg/issn/14606011.html"	np	np	np	np	np	np	###	
E 1337	1337	0	0	0	Con	xnp	1 Mar 1848	29 May 1848	Fitzgibbon arrest	Editor and proprietor of the Honduras Observer and Gazette is imprisoned for libel	Belize T	xnp	William E Fitzgibbon	xnp	xnp	xnp	xnp	"Fm Hon. We have the Belize Observer of Oct. 16, 20, and 23 [1847]. ... Correspondents in the Observer were eagerly discussing the propriety of introducing lawyers into the settlement—a measure the proposition of which seems to have caused no little alarms to some of the inhabitants. By publishing one of the communications the editor of the Observer has exposed himself to an information as for a ""seditious libel”, he having refused to give up the author's name on the demand of the AG. The sting of the communication appears to have been aimed at that functionary, but though it is rather saucy we do not think it would be considered libellous even in this country. /Commercial Advertiser [NYC] 50 sn 2 = 26 Nov 1847 /// FM CA.—By the brig Alice Bentley, Capt Dunbar, fm Belize, Hon, we have advices to the 17th of March [1848]. Mr. Fizgibbon, an Irishman, for many years a resident of NY, has been imprisoned by the Brit authorities at Belize,  for commenting too freely upon the policy in that quarter. He edited the [Hon Observer and] Gazette. /Commercial Advertiser [NYC] 51 sn 1 = 5 Apr 1848 /// Fm Hon. We have a file of the Belize Observer to the 3d inst. [Jun 1848]. ... Mr Fitzgibbon, whose imprisonment for contempt of Court has been previously noticed, was to be released on the 29th of May, three months of confinement and his fine of £100, having been remitted by the Govt. ... /Philadelphia Inquirer sn 3 = 22 Jun 1848 /// See Hon letter 3 Dec 1848 re. further libel action in Times-Picayune 12 285 5 = 23 Dec 1848 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1223BCE5B718A166%40EANX-122476BBDF42F5D0%402396385-1223E4D7DB606088%404-139CCD121A1C14AE%40From%2BBelize%252C%2BHonduras / Hon letter 11 Dec 1848 in Times-Picayune 12 291 2 = 30 Dec 1848 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1223BCE5B718A166%40EANX-122476D032D847F8%402396392-1223E4D801EF50C8%401-139CCD833ABCA2F2%40From%2BBelize /// Possibly see, [NEW ORLEANS, 9 JUL 1849] The only newspaper at Belize, Hon, [Hon Observer and Gazette] where the Brit bear sway, has been suspended. /Times-Picayune sn 2 = 9 Jul 1849 / Honduras Watchman published < 13 Feb 1850 cf Evening Post [NYC] 47 sn 2 = 13 Feb 1850"	np	np	np	np	np	np	###	
