ID	NO	LOSSY	INVASN	SIEGE	SER 0	SER 1	START	STOP	NAME	DESC	PLACE	SP	NON—SP 0	NON—SP 1	PRESS	CF	VIA	NOTE	LOSS 0	LOSS 1	LOSS 2	LOSS 3	LOSS 4	LOSS 5	END	
E 136	136	1	1	xxx	Hos	xnp	22 Feb 1726	22 Apr 1726	Torres Expedition	One attempted Yucatan military campaign against Settlement	"Campeachy, Veracruz, Cozumel, Isla Mujeres"	"Capt Rodrigo de Torres, Capt José Antonio de Herrera, Nicolás Rodríguez, José Márquez 300 men 1 Balandra 2 Pailebotes sev PA"	Capt Richard Randel of Bos	xnp	xnp	"MEXICO,1017 [Testimonio ... de Valis a 1726] / MEXICO,1081,L.50 ff 345r–346r  / AGN R ced vol 45, 4111, 153, exp. 153, [Real cédula a 5 nov 1726]"	Calderon 111 / Molina 3 174 / Barke H 177	"Schooner George, Capt Richard Randell, of Boston seized /v Molina 3 / Campeachy flotilla ordered to reconnoitre New R after Expedition by Capt Torres /v Molina 3 177"	xnp	1 schooner crew	xnp	1 schooner w Prov seized	xnp	xnp	###	
E 138	138	1	0	xxx	Hos	War	1 Mar 1726	9 Nov 1729	xnp	Anglo–Spanish war	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
E 140	140	1	0	xxx	Hos	xnp	2 May 1726	31 Dec 1726	Güelle Survey	Alexander Joseph de Guelle charts Settlement for Gov of Yucatan Antonio de Figueroa y Silva	"Old, New, Hondo"	"Gov Antonio de Figueroa y Silva, Alexander Joseph de Guelle"	xnp	xnp	xnp	"EST, 7607, 17 [Diario y relación de Güelles a Bacalar a 28 junio 1726] / MPD, 4, 24"	Barke B 122 = xxx / Gerhard 74 / Cervera 2 / Antochiw 7	"“Plato de la Provincia de Yucathan, su Capital la Ciu.d de Merida ... Laguna de Terminos y Peten Ytza” = Improved version of 1726 map likely made or completed in detail 1733 /v Antochiw 7–8 / Not found in AGS MPD /// AGI Sp maps = Hon 1604 MP-GUATEMALA,3 / Hondo 1746 MP-MEXICO,156 / Hon 1764 MP-MEXICO,198 / Hon 1770 MP-GUATEMALA,191 / Hon 1776 MP-GUATEMALA,222, MP-GUATEMALA,223, MP-GUATEMALA,231 / Hon 1777 MP-GUATEMALA,231 / HON 1783 MP-GUATEMALA,297, MP-GUATEMALA,314 / Hon 1785 MP-MEXICO,399 / Old 1790 MP-MEXICO,732 / Hon 1798 MP-MEXICO,550 / Hon 1806 MP-MEXICO,495, MP-MEXICO,496 / Hon 1809 MP-MEXICO,756 / Old 1815 MP-GUATEMALA,277, MP-GUATEMALA,277BIS /// AGS Sp maps = Hon 1726 MPD, 04, 024 Link: http://www.mcu.es/ccbae/es/consulta/registro.cmd?id=176686 / Hon 1777 MPD, 01, 002 / Hon 1783 MPD, 04, 002, MPD, 06, 110 / Hon 1785 MPD, 18, 020 / Hon 1798 MPD, 14, 007, MPD, 14, 008"	xnp	xnp	xnp	xnp	xnp	xnp	###	
E 142	142	1	1	xxx	Hos	xnp	1 Jan 1727	30 Jan 1727	Raid of Ascensión	"Baymen and Miskito allies raid at least three Ma towns or hamlets in Bahía de Ascensión, possibly marking first para-military expedition from Hon by Baymen"	"Old, Chunhuhub, Telá, Tihosuco"	Antonio de Figueroa y Silva	many sm craft fm Old R c 100s Mos allies	xnp	Museo Yucateco [Campeachy] 1 sn 384	AGN Hist vol 57 cuaderno 2 [Yucatán a 12 sep 1734] / CO 123/1 f 76v	"Barke B 124 fn 425 / Offen 49 / Ancona 2 415 / Molina 3 184 / Bancroft 2 600, 624–625 / Reichert 29"	"During a successful raid at Bacalar on the Yucatán Peninsula in 1727, however, the Mosquito acquired small pox that spread throughout the Mosquitia upon their return, killing about half the population ... , and henceforth the Mosquito directed their long-distance sea voyages exclusively to the south. /v Offen M 49 /CO 123/1 f 76v / See also, 20 Dec 1733 García Declaración. Declares Mos King was not taking in Christian prisoners because ""they were new people and [the Mos] did not have as many Indians as they did before the smallpox, and they were greatly afraid to fight and be defeated, and their king had given orders to those who went out [for raids?] not to bring back anyone who was sick, because they did not want to have another epidemic like that of the smallpox as had happened to two other villages [in Mos Shore?] who were without any people at all."" /v Thornton 21–22 / See deposited manuscript Archivo Nacional de Costa Rica, Cartago 325 f 241 [Declaración a 20 Dec 1733] /// xxx [Campeachy T]. [Gov of Yuc] Fue personalmente á despoblar á Walix, que estaba fortalecido y muy estragado: aprisionó sus habitadores: quemoles sus rancherias y embarcaciones, construyó el presidio de Bacalar, y lo pobló de familias que trajo de Islas, y mandaba de esta provincia, y en dos viajoes asistió á toda su fábrica abandonando sus utilidades; porque por allá se habia invadido el año [17]27 y saqueado el pueblo Chunhestiub y Telá, con una manga de indios mosquitos é ingleses revueltos ... En el año de [17]33 fué á Bacalar á arreglar varios asuntos con los ingleses y cuando se regresaba recibió una real cédula en que el rey le reprendia sus procedimientos por quejas de la corte inglesa, y fuè tanta la pesadumbre que tomó, que enfermò; y sin embargo de haber recibido poco despues otra cédula satisfactoria cuando ya estaba muy grave, murió el 10 de agosto de dicho año de 1733 en el rancho de Chacal (álias las Vívoras) y su cuerpo fuè sepultado en Chunhuhú, aunque despues se trajeron sus huesos á la iglesia de Sta. Anna de esta capital [Campeachy T] /Museo Yucateco 1 sn"	xnp	min 2 Ma imprisoned [likely more] for servitude [?]	xnp	xnp	"Baymen Ma sacked towns or villages Chunhuhu, Tela fm coast up to Tihosuco"	xnp	###	
E 144	144	1	0	xxx	Hos	xnp	25 May 1727	25 May 1727	xnp	Sp surprise Fleet	xnp	2 PA	Capt Rickets	xnp	Boston Gazette 418 4 = 27 Nov 1727	xnp	xnp	"Lon, Oct 18, 1727. By Letters from Jam, of the 7th of August last, We hear, ... that they had Advice that the Eagle Pink, lately Commanded by Capt. Rickets, had been taken on the 25th of May last, by two Sp Periaugers in the Bay of Hon. /Boston Gazette 418"	xnp	xnp	xnp	xnp	xnp	xnp	###	
E 146	146	1	0	xxx	Hos	xnp	1 Nov 1728	30 Nov 1728	xnp	Sp or buccaneers or privateers surprise Fleet	xnp	xnp	xnp	xnp	Daily Journal 2504 1	xnp	xnp	xnp	xnp	xnp	xnp	"taken 6 ships, sloops"	xnp	xnp	###	
E 148	148	1	0	xxx	Hos	xnp	1 Feb 1729	28 Feb 1729	xnp	Sp or buccaneers or privateers surprise Fleet	xnp	xnp	xnp	xnp	Daily Journal 2600 3	xnp	xnp	"Boston in New England, March 29. ... lately taken in the Bay of Honduras, by a Profess'd Pirate and a Spaniard joined in Concert; ... /Daily Journal 2600 /// Possibly see [Dec 1729 Puerto Caballos] La Gazeta mensual de esta capital [de Guat] de diciembre de 1729, en su último artículo, dice. Las cartas de Puerto Caballos havisan, que el capitan Enrique Okelii entró en este puerto el mes pasado [Nov 1729] con un bergantin, y dos balandras inglesas, que apresó con su armamento cargadas de palo de brasil, y fierro, y en ellas doce negros. /v Garcia P 2 145 /// Possibly see [1730 Hon] Al paso que crece el comercio de Balis, y que á él acuden embarcaciones de Curazao, se ven tambien acudir españoles al resguardo de la c osta de [Sp] Honduras. La misma Gazeta de Guat en noviembre de [1]729, refiere que un armamento de 20 piraguas y dos galeotas apresaron en la ensenada de Truxillo un bergantin tratante, que pasaba de la isla de Curazao al rio de Balis. /v Garcia P 2 146"	xnp	xnp	xnp	"sev ships taken inc William and Elizabeth, Kidder"	xnp	xnp	###	
E 150	150	1	1	xxx	Hos	xnp	10 Apr 1729	9 Jun 1729	Figueroa y Silva Expedition	One Yucatan infantry campaign against Settlent	"New, Hondo, Cayo Negro"	Capt Alonso de Figueroa y Silva 25 infantry	xnp	xnp	London Journal [1720] 532 5	"AGN Hist vol 57 cuaderno 2 [Yucatán a 12 sep 1734] / MEXICO,3017 [Figueroa a Rey a 21 ago 1729] / MEXICO,3017 [Ostilidad executada contra los Ingleses ...] / MEXICO,3099 xxx"	Barke B 124 fn 425 / Calderon 118 [Lam IX] / Molina 3 184 / Barke H 177	"Figueroa y Silva campaign = 11 month campaign in two bouts = first 34 Ranchos 245 Pilas 6 Vessels 50 Flats 4 Neg / later 16 Ranchos 108 Pilas 2 Vessels 45 Flats 20 Eng 2 Ma 19 Neg /v Barke B 124 /AGN Hist vol 57 / 700 men for first or second Figueroa y Silva Expedition given by Molina 3 184 /// Aug 1729 Gov of Yuc gathers 700 men and women, and sm craft, in Campeachy, for expedition and to settle Bac / > Aug 1729 Bac. Alonso de Figueroa y Silva leads expedition [5 PA 1 Bongo] to Hondo, New, where 171 Pilas + 45 sm craft [= Flats?] burnt /v Reichert 29 /xxx /// Lam IX = http://simurg.bibliotecas.csic.es/viewer/image/CSIC000048031/336/ /// For MEXICO,3017, Assume Vessels = Valandras, bergantines, fragatas, lanchones / Flats = Bongos, piraguas, botes, doris /// Las lluvias han sido tan Copiosas que han impedido la Expedission del Rio de Valis haviendo hecho suspender la obra de la fortaleza; y p.r que la gente conserve los bastim.tos que con tanta dificultad se conduzen a este Paraxe se ha resuelto buelva el Armam.to á Campeachy dexando en esta Lag.na las sufic.tes Piraguas: p.ra q. en pasando las aguas, se proziga à Valis, que es lo ultimo que les queda; pues el Rio nuebo y el Hondo que llaman Vacalas: se hallan exterminados. Todos los quese han huido de los Ranchos se tiene p.r sin duda perezeran à la inclem.a de los [illegible] y flexas. /v Calderon xxx /MEXICO,3017 /// Boston in New-England, Aug 18 [1729]. Two Sloops are arrived from the Bay of Honduras, with News, that the Spaniards have been again among them in the New River, taken all the Vessels they found, burnt all their Boats, and about 12 to 16,000 Tons o fWood, being almost all that was brought down the River to be Shipped; and it is said they are about Building a Fort at the Mouth of it, to hinder the English Trade; and hat they carried off about 30 White Men.—The Musketo Indians have lately destroy'd several Spanish Towns. /London Journal 532"	xnp	31 Eng 4 Neg	xnp	15 Vessels 72 Flats	34 Ranchos burnt / 262 Pilas of Log destroyed / 800 toneladas Log	xnp	###	
E 152	152	1	0	xxx	Hos	xnp	1 Jun 1729	20 Oct 1735	Evacuation of Hon	"Yucatan flotilla enforces evacuation of Hon, inc fort built at Old R mouth"	Old	4 Sloops 16 PA	xnp	xnp	Daily Journal 3548 3 / Universal Spectator and Weekly Journal 198 3 / New-England Weekly Journal 269 1 = 15 May 1732 / Boston News-Letter 1495 1 = 21 Sep 1732	"MEXICO,892 exp 4 petición 11774 rollo 3 tira 35 [Real cédula a 7 ago 1736] / AGN Hist vol 57 cuaderno 2 [Autos a 12 sep 1734]"	Barke B 124	"4 Sloops = 2 fm Havannah, 2 fm Campeachy /// Dated after second Figueroa y Silva Expedition by Barke B 124  /// Evacuees included c 90 Neg slaves and c 6 whites, headed by William Pitt, refuged and thereafter settled at Black R among Miskitu allies / See CO 137/43 [sd 1743] /v Offen M 40 /NRS GD461/101 [Lawrie c 1797] / During 1737 t mid-1740s, “They [Mos men] are very desirous of Englishmen settlign amongst them; and indeed, they have four of five [Eng] Families there, to whom they are Exceeding kind, thugh they [the Eng settled in Mos] are loose, Idle People, and such as ran away fm Jam for debt, or some Crimes."" /Knight H 428 / ≤1765 Notes by Lt Speer. Black R for near Forty years past has been the Place mostly Inhabited by white People [in Mos Shore] chiefly occasioned by its being the Rendezvous of the Logwood Cutters, when expelled [fm] the Bay of Honduras by the Spaniards, and as many of them had sufficient reasons not to expose themselves in any British Dominions, chose this place as a Sanctuary, where they could live a Lawless, and abandon'd life with Impunity, untill Intelligence from their Scouts (who were frequently on the Look out) Informed them the Spaniards had again quitted the Bay, as those Expulsions often happen'd, it caused many Ships, and Vessels bound for that Place to stop here for Intelligence, and Learn whether there was any probability of getting Loaded with Logwood in case they went down, ... /ADM 7/837/(iii) f 23r–24r /// Sp build fort at mouth of Old R ""de cuatro medios baluartes de fajina y tablazón de 35 brazos de lado"" /v Barke H 191 /AGN Hist vol 57 cuaderno 2 exp 5 [Autos a Mérida a 14 sep 1733] /// To the KING ... Address and Representaiton of the Council of Jam [St. Jago de la Vega, Nov. 27, 1731]. ... We likewise beg Leave to observe, that the Bays of Campechy and Honduras were many Years in the Possession of your Majesty's Subjects, and reputed Part of the Territories depending on your Majesty's Government of this Islands, & gave Employment to a considerable NUmber of Shippping & People to cut and carry Logwood from thence; but we have been dispossess'd of them by the Spaniards, who likewise there seiz'd and made Prizes of a great Number of Ships belonging to your Majesty's Subjects. /New-England Weekly Journal 269 /// Lon, June 20 [1732]. When Capt. Lynn, who is arrived in the Downs, came from Honduras, the English had promised the Sp to quit the Bay by the End of January, and all are gone but the Masters of three Barricado's, and they were at the River's Mouth in their Craft, ready to go for the Keys, from whence two large Dutch Ships sailed with all manner of Necessaries for the Bay, before Capt Lynn came away; but scarce any wer let to trade with them. Two large sloops from the Havanna, and two from Campeachyy, and 16 Pettiaugurs were prepared to force the English's evacuating the Bay. /Boston News-Letter 1495"	xnp	xnp	by 31 Jan 31 / evac fm < Jun 29 to 20 Oct 35	xnp	xnp	xnp	###	
E 154	154	1	0	xxx	Hos	xnp	1 Feb 1730	28 Feb 1730	xnp	"Sp surprise Fleet, after which Capt. Burrows and Baymen engage"	xnp	xnp	Capt Burrows	xnp	Daily Journal 2996 4	xnp	xnp	xnp	xnp	xnp	xnp	taken sev vessels / 1 brig afterwards taken	xnp	xnp	###	
E 156	156	1	1	xxx	Hos	xnp	1 Jun 1730	30 Jun 1730	Figueroa y Silva Expedition	One Yucatan military campaign against Settlement	Old	Capt Alonso de Figueroa y Silva	xnp	xnp	Museo Yucateco [Campeachy] xxx	AGN Hist vol 57 cuaderno 2 [Yucatán a 12 sep 1734] / AGN Hist vol 57 cuaderno 2 exp. 5 [Autos a Mérida a 14 sep 1733] / AGN R ced vol 59 [Salcedo a Corona a 27 ene 1739]	"Barke B 124 fn 427 / Calderon 119 / Molina 3 184–187, 194 / Ancona 2 418 / Peniche 222 / Barke H 190–191"	"Date: Peniche dates campaign to 1727–1729, after Museo Yucateco [Campeachy] xxx and Fénix [Campeachy] xxx, while Gov of Yucatan Manuel Salcedo dates to 1733 /v Peniche 225 fn 11 /AGN R ced vol 59 [Salcedo a Corona a 27 ene 1739] / Dated c 3 months after first Figueroa y Silva Expedition by Barke B 124 / Battle dated 21 Feb 1733 by Molina 3 184 / 700 men for first or second Figueroa y Silva Expedition given by Molina 3 184 / Reichert dates campaign to 1733, shortly before death of Gov of Yuc /v Reichert 29–30 /// Campaign given as lead by Gov of Yuc Antonio de Figueroa y Silva w 250 soldiers, not by Capt Alonso /v Reichert 9–30 /xxx /// 45 Eng imprisoned /v Molina 3 194 /// Eng ambassador in Madrid complained ""muchos súbditos de SMB"" killed or had property destroyed /v Peniche 226, citing Fénix [Campeachy] xxx /// Compare 1700–1703 Gov of Yuc Alvaro Rivaguda informed naval campaign into Hon waters ""no era posible porque eran desconocidos aquellos lugares y estaban llenos de arrecifes y cayos que hacian peligrosa la entrada al rio [Old R]"" /v Peniche 220 citing Fénix [Campeachy] xxx / Figueroa ""pasó á Campeachy [after Raid of Asencion], en donde armó y equipó una multitud de embarcaciones menores que puso al mando de un marino inteligente y valeroso,” presumed to have discovered or known passage through Barrier Reef into Bay of Chetumal during 1727–1733, since 700 infantry completed Bacalar—Old R journey on this flotilla /v Peniche 223–224 /// Capt Figueroa y Silva dies from illness on 10 Aug 1733 near Chunhuhub /v Calderon xxx /MEXICO,3017 [Villalobos a Rey a 19 ago 1733] /// [Capt Figuero y Silva reaches point few Sp leagues north of mouth of Old R, from Chetumal] con la fortuna de haber podido pasar su desembarque completamente inadvertido de una goletilla pirata que cruzaba por aquellas costasn en observación /v Molina 3 184 /// Possibly see, 1730 The Zambos invade Danl and Olancho, in AFEHC Link: https://www.afehc-historia-centroamericana.org/index_action_crono/ /// Possibly see, Extract of a Letter from Campeachy, dated 24 Nov 1731. As to the State of the Bay of Honduras, I shall give it you as briefly as possible. The ancient City of Bacalar, situate in that Part of the Province of Yucatan, which lies on the Bay of Honduras, was twice sack'd, and at last totally ruined by the English many Years ago; on which the Logwood-Cutters of that nation, who had settled on the River of Valis, possessed themselves of the new River and that of Hondo; which last is distant form the Ruins of Bacalar about five Leagues. Here they built a great many Houses and Hutts, and employ'd Multitudes of Negroes in cutting Logwood, which was transported to Jam and Europe by Numbers of Vessels trading form thence to the Bay. But our present [Sp] Governor, who is a Field-Marshal, and an old Officer, having resolv'd to rebuild and fortify Bacalar, after it had lain in Ruins for a long time, thereby to hinder the English from cutting Wood in those Parts, went thither in Person, and accomplished his Design; And thereafer with the Forces he carried with him from Campeachy, and other he drew together from the Lake of Bacalar, he attacked the New Settlements of the English on these two last mentioned Rivers, burnt their Habitations, seiz'd all their Instruments for cutting Wood, and other Craft for carrying on their Trade, and the Year following served their Settlement on the River of Valis n the same Manner: So that in the Space of two Years, it is computed, he has taken about 140 Vessels of one sort or other, burnt upwards of 300,000 Quintals of Logwood, ready cut and piled upon the Shore, and made a great many of the English and their Negroes Prisoners. Upon this such as had escaped into the Woods came to this Resolution: They wrote to the Governor in June last, acquainting his Excellency, that they were wiling to abandon these Places and begg'd of him that he would allow them Time to transport themselves tot he Colonies of Great Britain; which he agreed to, and gave them to the last Day of January next for that Purpose: And this Agreement they have so far fulfilled, that at present by th east Accounts there scarce now remains in all those Parts 30 Persons, and these under such Hardships, that they wish for nothing more, than an Opportunity to be gone. This is the present Condition of the Bay of Honduras, which in all probability must continue, our Governor being resolved to protect the Trade, and defend the Possessions, which his Catholick Majesty has been pleased to commit to his Care and Government. /Read’s Weekly Journal or British Gazetteer 375 3 /// Possibly see [Dec 1730 Puerto Caballos] La [Gazeta de Guat] de diciembre del año de [1]730, en el artículo Comayagua, dice: las cartas de esta ciudad participan, que á los últimos de octubre y principios de noviembre, dos armadores de corso, de los que se hallan en Puerto Caballos, apresaron dos balandras inglesas, de las que comercian en el rio de Balis, la una cargada de vino, aguardiente, carnes, harina y algunos lienzos, y la otra con alguna aguardiente y un negro. / [1730 Old R] Murillo [Pedro Murillo Velarde y Bravo, 1696–1753] lib. 9 cap 3, hablando del establecimiento de ingleses en Yucatan, escribe. Y esta misma parece es la laguna de Bacalar, de que habla la Gaceta de México de 1730, donde mandó el rey se pueble la villa de Bacalar, que mas de 97 años estuvo arruinada; y fué allá don Antonio de Figueroa, gobernador de la provincia, y supo que las rancherías de los ingleses se estendian treinta y cuatro leguas y perdieron los ingleses cuarenta y dos embarcaciones, cuarenta pilas de palo de tinta, con otros despojos que cojieron los españoles, y en la boca del rio se fabricó un fuerte con baluartes, artillería y pedreros, para impedir en adelanta la entrada á los ingleses. / [1730 Hon] Ultimamente, la Gazeta de Guat, de enero siguiente de [1]731, en el artículo Mérida, dice: por cartas de esta ciudad de 5 de agosto del año próximo pasado [1730], avisan tambien que un corsario de Campeachy, que con patente del gobernador navegaba aquellos mares en un bergantin bien armado, apresó en el rio de Balis siete embarcaciones inglesas, bergantines y balandras, con las que se restituyó á Campeachy; y á pocos dias fomentado del gobernador, y acompañado de otro, navegaron á Bacalar, á donde llavaron seis cañones de buen calibre, enviados por el gobernador, los cuales desde luego se montaron en la nueva fortaleza de San Felipe, y acompañados del presidente de la fortaleza con su castellano don Alonso de Figueroa, de órden del gobernador, y practicando todas las que le confirió al castellano para el desembarco, que ejecutaron despues de aver penetrado entrambos bergantines treinta y nueve leguas arriba por el rio nuevo, y caminando por tierra al del Typu, de allí al de Balis, en el tránsito de uno á otro, aprisionaron diez y seis ingleses, una inglesa con su hija, 16 negros y cuatro negras: quemaron treinta rancherías, llenas de palo de tinta, que tenian ya pronto los ingleses para embarcaciones, y aviendo recogido un gran número de hachas, azerruchos, sierras, y otras herramientas, que siven al corte del palo, se retiraron á los bergantines (logrando el salir ....... sin ser acometidos de los ingleses, que recelosos de mayor daño se retiraron á los montes) y navegaron á Bacalar, y de allí á Campeachy, á donde llegaron el dia 20 de junio; y aseguran que con estas invasiones, y otras que de orden del governador se han practicado contra los ingleses, impidiéndoles el corte del palo de tinta en nuestros montes, ha subido tanto su precio en Lóndres, que dos navios del real asiento de negros estaban en Campeachy cambiándolos por palo. / [Apr 1730 Puerto Caballos] En la [Gazeta de Guat] de mayo de [1]730 expresa, que llegaron á Puerto Caballos el dia 13 de abril dos balandras de la Habana armadas en corza la una nombrada el Santo Cristo de Maracaibo, á cargo de don José Herrera, con 86 hombres, 12 cañones y 10 pedreros; y la otra nombrada San Francisco, á cargo de don Antonio Morales, con 60 hombres, 10 cañones y 8 pedreros, los cuales despues de aver estado algunos dias en este. puerto salieron á emplearse en su destino.  /v Garcia P 2 145–146 /// Aqui [Laguna de Terminos, ò de Terminis] hay mucho palo colorado para teñir, que llaman Brasil, y Campeachy, y por aprovecharse de èl, se establecieron algunos Ingleses. Y esta misma parece es la Laguna de Bacalar, de que habla la Gazeta de Mexico de 1730. donde mandò el Rey se pueble la Villa de Bacalar, que mas de 97. años estuvo arruinada, y fue allà Don Antonio de Figueroa, Governador de la Provincia, y supo que las Rancherias de los Ingleses se estendian 34. leguas, y perdieron los Ingleses 42. Embarcaciones, 40. pilas de palo de tinta, con otros despojos, que cogieron los Expañoles, y en la boca del Rio Valis, se fabricò un Fuerte con Baluartes, Artilleria, y Pedreros, para impedir en adelante la entrada à los Ingleses. /v Murillo 9 117–118 /// [1730] Guatn gazette of 1730 reported Sp crossing New R made ""prisoners sixteen Englishmen and an Englishwoman with her daughter, sixteen negroes and four negresses"" /v Bolland F 49 /v Gibbs 34"	"sev Baymen, Neg or Mos allies"	66 Eng men 5 Eng women 10 Neg	xnp	"all Craft seized inc 3 Frig 1 Balandra w cargo [cargo = valor 11,687 pesos]"	"all ranchos, log burnt"	xnp	###	
E 158	158	1	0	xxx	Hos	xnp	1 Jan 1731	30 Jan 1731	xnp	Sp surprise Fleet	xnp	1 GC 80 men	Capt John Young of NY	xnp	Daily Journal 3221 1 / Daily Journal 3229 3	xnp	xnp	xnp	xnp	xnp	xnp	"Frances, and sev other ships and sloops taken = min 5"	xnp	xnp	###	
E 160	160	1	0	xxx	Hos	xnp	24 Mar 1731	24 Mar 1731	xnp	"Sp surprise ship John and Jane, after which they engage"	xnp	Pedro Polis 1 GC 60 men	Capt Ed. Burt c 30 men w some women	xnp	Daily Journal 3345 3 / Country Journal or The Craftsman 277 2	Cockburn J 1–13	xnp	"LONDON, Sept. 21 [1732]. The John and Jane, Capt. Burt, carrying 18 Guns and about 30 Men, bound from Lon and Jam to Campeachyy or Honduras, having on board some Women for the Logwood Cutters, was lately taken after a smart Engagement, in which several were killed on both sides, by a Sp Guarde Costa, of 10 Guns and 60 Men : Some of the John and Jane's Crew are arrived at Cowes in the Sarah. /Boston Gazette 634 1 = 28 Feb 1732"	2 killed	9 men imprisoned	xnp	John and Jane taken	xnp	xnp	###	
E 162	162	1	0	xxx	Hos	xnp	28 Jun 1731	28 Jun 1731	xnp	Sp surprise Fleet or ship under Capt. Groves	xnp	1 Sloop 25 men	Capt Roger Groves of NY 30 t 40 men	xnp	New-England Weekly Journal 227 2 / Boston News-Letter 1435 2	xnp	xnp	"New-York, July 12 [1731]. Yesterday arrived a Sloop belongign to the Horekills, John Henman Master, in 24 Days form the Bay of Hon, by whom we hear that a fine Ship from England of 22 Guns and 30 or 40 Men, Commanded by one Roger Groves (late of this City Felt-Maker) was taken at the Bay by a small Sp Sloop of 4 Guns & 25 Men, Groves & his Men having quarell'd they refus'd to fight. Capt. Henman also informs us that a great man Vessels had been taken in the Bay since January last, and that but two Ships (of force) had escaped being taken since he was last there. /New-England Weekly Journal 227"	xnp	xnp	xnp	1 fine ship taken / great many vessels taken since Jan 31 … but two ships of force have escaped	xnp	xnp	###	
E 164	164	1	0	xxx	Hos	xnp	1 Aug 1731	30 Aug 1731	xnp	Sp surprise Fleet	xnp	1 PA	xnp	xnp	London Evening Post 614 1	xnp	xnp	xnp	xnp	xnp	xnp	4 vessels taken	xnp	xnp	###	
E 166	166	1	0	xxx	Hos	xnp	1 Jan 1732	24 Feb 1732	xnp	Sp surprise Fleet	xnp	1 Brig 70 men	Capt Farrington	xnp	Boston News-Letter 1465 2 = 24 Feb 1732	xnp	xnp	"BOSTON, Feb. 24 [1732]. We hear from the Bay of Hon, That a Sp Brig of 70 Men and 10 Guns had taken a Ship belongign to this Place, Capt. Farrington Commander, but the Men escaped. /Boston News-Letter 1465"	xnp	xnp	xnp	xnp	xnp	xnp	###	
E 168	168	1	0	xxx	Hos	xnp	1 May 1732	30 May 1732	xnp	Sp or buccaneers or privateers surprise Fleet	xnp	xnp	Capt Wickham xxx	xnp	Universal Spectator and Weekly Journal 198 3	xnp	xnp	"Lon, July 21 [1732]. By a Dutch Ship lately arrived at Amsterdam from the Bay of Hon, we have Advice that the Sp had visited that Bay once more, and they had taken several Vessels. The Sp declare that they will frequently visit the said Bay to prevent all other Nations from cutting the Logwood there, and likewise will condemn all Ships which they shall seize in that Clandestine Trade. /Boston News-Letter 1494 1 = 14 Sep 1732"	xnp	xnp	xnp	8 taken	xnp	xnp	###	
E 170	170	1	0	xxx	Hos	xnp	1 Aug 1732	30 Aug 1732	xnp	Sp or buccaneers or privateers surprise Fleet or brigantine David	xnp	xnp	Capt Knox	xnp	Daily Journal 3666 2	xnp	xnp	xnp	xnp	xnp	xnp	min 1 brig David taken	xnp	xnp	###	
E 172	172	1	0	xxx	Hos	xnp	1 Dec 1732	30 Jan 1733	xnp	Sp surprise Fleet	xnp	1 Galley 190 men 2 Sloops 140 t 160 men	"Capt Hindman, Capt Bradin, Capt Dutch"	xnp	Parker’s Penny Post 1262 3 / Bee or Universal Weekly Pamphlet [Lon] 2 21 902 / Weekly Rehearsal [Boston] 81 1 = 16 Apr 1733	xnp	xnp	"LONDON, May 23 [1733]. Extract of a Letter from Jam, March 13. ... We have Letter from the Bay of Honduras, Jan. 28 [1733], when two English Vessels, and two large Dutch Ships were in that Bay: Three Weeks before the Spaniards had taken some Sloops belonging to this Island, and a Brigantine belonging to Boston, and had fitted out a Sloop to have attacked the Ships now there; but they manned a Sloop to dispute the Bay wiht her, and after exchanging three Broad Side the Spaniards ran away ... /Parker’s Penny Post 1262 3 /// Boston in New-England, April 16 [1733]. We learn [from] Captain Dutch, who arrived here the 8th Instant [8 Apr 1733], ... that the Beginning of Janurary [1733] the Spaniards at Campeachyy fitted out two Sloops of 70 or 80 Men each, and a new Galley with 190 Men, and several long brass Guns, with which they came into the Bay, and took, viz. Hinman Bradin, and two more, whose Masters he knew not, and chased a Dutch Ship of 500 Tons, full loaded, on Shore, whereby she was lost with all her Cargoe. He further adds that as he was coming out of the Bay, he was chased by the Spaniards for a considerable Time, but they finding they could not come up with him, left the Chase and stood directly for a Cove, or Harbour, where lay three English Ships, two of which had 20 Guns each, but few Hands, so that it is feared they are all taken by the Spaniards. /Bee or Universal Weekly Pamphlet 2 21 902 /// BOSTON, April 16 [1733]. We have Advice by Capt. Dutch, who arriv'd here the 8th Instant, ... that the latter end of December or beginning of January, the Sp at Campeachyy fitted out 2 Sloops of 70 or 80 Men each, and a fine new Galley with 190 Men, and several exceeding long Brass Guns, with which they came into the Bay and took 4 Vessels, viz. Hindman, Bradin, and 2 more whose Masters he knows not, and chased a Dutch Ship of 500 Tuns full loaded on Shore, whereby she was lost with all her Cargo. He further adds, ... [the Sp] stood directly for a certain Cove or Harbour where were 3 Eng Ships, 2 of which had 20 Guns each, but few Hands, so that 'tis feared they are all taken by the Sp. /Weekly Rehearsal 81"	xnp	xnp	xnp	xnp	xnp	xnp	###	
