104	L	J PENCE 78 JAM MARK	nn	xxx	xnp	xnp	###				
105	L	J PENCE 93 JAM MARK	nn	xxx	xnp	xnp	###				
106	L	£ JAM MARK	£_nn	xxx	xnp	xnp	###				
107	L	PAR JAM MARK	nn	xxx	xnp	xnp	###				
108	L	CF 1	zzz	xnp	xnp	xnp	###				
109	L	NOTE	zzz	xnp	xnp	xnp	###				
110	L	END	###	mark end of a record	xnp	xnp	###				
111	F	ID	F_nn	"uniquely identify each record in the F series, and mark start of a record"	xnp	xnp	###				
112	F	NO	nn	xnp	used to construct ID variable	xnp	###				
113	F	START	nn	give date for all variables in F series	xnp	inaccurate values possible especially where dates assumed or tentative	###				
114	F	REV 0	£_nn	give government revenue	"inc tax and non-tax revenue / possibly see Richard Bonney, *The Rise of the Fiscal State in Europe, c. 1200–1815* [Oxford, OUP, 1999] cap 2 Link: file:///Users/angelnavidad/Downloads/Bonney Richard (Ed.) - The Rise of the Fiscal State in Europe, C.1200-1815.pdf / see ESFD Link: https://www.esfdb.org/Default.aspx /v UK BE sec A26 / see O'Brien and Hunt, *Historical Research* 66(160), ""The rise of a fiscal state in England, 1485–1815"" [1993], pp 129–176"	"inaccurate values possible (i) where bodies with local or devolved authority do not exist, (ii) where tax or non-tax revenue of bodies with local or devolved authority is included, (iii) where financial years are used in lieu of calendar ones, (iv) where values are adjusted for inflation or converted to a foreign currency after the fact, (v) where bookkeeping practices have changed eg crediting income to government before its actual receipt"	###				
115	F	EXP 0	£_nn	give government expenditure	"possibly see B. R. Mitchell, *British Historical Statistics* [Cambridge, CUP, 1988] pp 575–593 /v UK BE sec A27"	inaccurate values possible xxx	###				
116	F	LN EXP 0	£_nn	give government expediture from loan revenue only	xnp	inaccurate values possible xxx	###				
117	F	DEBT 0	£_nn	give government or public debt	"possibly see G. Clark, *Research in Economic History* sn(sn), ""The Marcoeconomic Aggregates for England"" [2010, 2014] / G. Clark, *European Review of Economic History* 5(3), ""Debt, deficits, and crowding out: England, 1727–1840"" [2001], pp 403–436 /v UK BE sec A30a"	inaccurate values possible xxx	###				
118	F	CF 0	zzz	xnp	xnp	xnp	###				
119	F	NOTE 0	zzz	xnp	xnp	xnp	###				
120	F	REV 1	$_nn	give government revenue	xnp	xnp	###				
121	F	EXP 1	$_nn	give government expenditure	xnp	xnp	###				
122	F	LN EXP 1	$_nn	give government expediture from loan revenue only	xnp	xnp	###				
123	F	DEBT 1	$_nn	give government or public debt	xnp	xnp	###				
124	F	CF 1	zzz	xnp	xnp	xnp	###				
125	F	NOTE 1	zzz	xnp	xnp	xnp	###				
126	F	END	###	mark end of a record	xnp	xnp	###				
127	T	ID	T_nn	"uniquely identify each record in the T series, and mark start of a record"	xnp	xnp	###				
128	T	NO	nn	xnp	used to construct ID variable	xnp	###				
129	T	START 0	nn / nn_zz_nn	give date for all variables in even part of T series	calendar years assumed	xnp	###				
130	T	LOG T ENG F ALL	nn	give tonnes of logwood imported to England from all sources	"see G. N. Clark, *A Guide to English Commercial Statistics, 1696–1782* [Lon, Royal Historical Society, 1938] Desc = pp. xvi + 211 /v US BC 1157"	inaccurate values possible xxx	###				
131	T	Q 0	nn	give number of 90 day quarters for which LOG T ENG F ALL value is given	xnp	xnp	###				
132	T	CF 0	zzz	xnp	xnp	xnp	###				
133	T	LOG T JAM F ALL	nn	give tonnes of logwood imported to Jamaica from all sources	xnp	inaccurate values possible xxx	###				
134	T	Q 1	nn	give number of 90 day quarters for which LOG T JAM F ALL value is given	xnp	xnp	###				
135	T	CF 1	zzz	xnp	xnp	xnp	###				
136	T	LOG T BOS F ALL	nn	give tonnes of logwood imported to Boston from all sources	xnp	inaccurate values possible xxx	###				
137	T	Q 2	nn	give number of 90 day quarters for which LOG T BOS F ALL value is given	xnp	xnp	###				
138	T	CF 2	zzz	xnp	xnp	xnp	###				
139	T	NOTE 0	zzz	xnp	xnp	xnp	###				
140	T	LOG T NYC F ALL	nn	give tonnes of logwood imported to New York City form all sources	xnp	inaccurate values possible xxx	###				
141	T	Q 3	nn	give number of 90 day quarters for which LOG T NYC F ALL value is given	xnp	xnp	###				
142	T	CF 3	zzz	xnp	xnp	xnp	###				
143	T	ALL T ENG F SWI	£_nn	give value of imports to England from the Spanish West Indies	xnp	inaccurate values possible xxx	###				
144	T	LOG T ENG F SWI	£_nn	give value of logwood imports to England from the Spanish West Indies	xnp	xnp	###				
145	T	MAH T ENG F SWI	£_nn	give value of mahogany imports to England from the Spanish West Indies	xnp	xnp	###				
146	T	CF 4	zzz	xnp	xnp	xnp	###				
147	T	ALL T ENG F HON	£_nn	give value of imports to England from Belize	xnp	inaccurate values possible xxx	###				
148	T	LOG T ENG F HON	£_nn	give value of logwood imports to England from Belize	xnp	xnp	###				
149	T	MAH T ENG F HON	£_nn	give value of mahogany imports to England from Belize	xnp	xnp	###				
150	T	CF 5	zzz	xnp	xnp	xnp	###				
151	T	ALL T ENG F MOS	£_nn	give value of imports to England from the Mosquito Shore	xnp	inaccurate values possible xxx	###				
152	T	LOG T ENG F MOS	£_nn	give value of logwood imports to England from Mosquito Shore	xnp	xnp	###				
153	T	MAH T ENG F MOS	£_nn	give value of mahogany imports to England from Mosquito Shore	xnp	xnp	###				
154	T	CF 6	zzz	xnp	xnp	xnp	###				
155	T	ALL T SCOT F HON	£_nn	give value of imports to Scotland from Belize	xnp	inaccurate values possible xxx	###				
156	T	LOG T SCOT F HON	£_nn	give value of logwood imports to Scotland from Belize	xnp	xnp	###				
157	T	MAH T SCOT F HON	£_nn	give value of mahogany imports to Scotland from Belize	xnp	xnp	###				
158	T	CF 7	zzz	xnp	xnp	xnp	###				
159	T	ALL T GB F FWI	£_nn	give value of imports to Great Britain from the Foreign West Indies	xnp	inaccurate values possible xxx	###				
160	T	LOG T GB F FWI	£_nn	give value of logwood imports to Great Britain from the Foreign West Indies	xnp	xnp	###				
161	T	MAH T GB F FWI	£_nn	give value of mahogany imports to Great Britain from the Foreign West Indies	xnp	xnp	###				
162	T	CF 8	zzz	xnp	xnp	xnp	###				
163	T	ALL T GB F BWI	£_nn	give value of imports to Great Britain from the British West Indies	xnp	inaccurate values possible xxx	###				
164	T	LOG T GB F BWI	£_nn	give value of logwood imports to Great Britain from the British West Indies	xnp	xnp	###				
165	T	MAH T GB F BWI	£_nn	give value of mahogany imports to Great Britain from the British West Indies	xnp	xnp	###				
166	T	CF 9	zzz	xnp	xnp	xnp	###				
167	T	ALL T GB F HON 0	£_nn	give value of imports to Great Britain from the Belize	xnp	inaccurate values possible xxx	###				
168	T	LOG T GB F HON	£_nn	give value of logwood imports to Great Britain from the Belize	xnp	xnp	###				
169	T	MAH T GB F HON	£_nn	give value of mahogany imports to Great Britain from the Belize	xnp	xnp	###				
170	T	CF 10	zzz	xnp	xnp	xnp	###				
171	T	ALL T HON F ALL 1	£_nn	give value of imports to Belize from all sources	xnp	inaccurate values possible xxx	###				
172	T	ALL T ALL F HON 1	£_nn	give value of exports from Belize to all destinations	xnp	xnp	###				
173	T	ALL T ALL F HON REEXP 1	£_nn	give value of re-exports from Belize to all destinations	xnp	xnp	###				
174	T	ALL T HON F GB 1	£_nn	give value of imports to Belize from Great Britain	xnp	xnp	###				
175	T	ALL T GB F HON 1	£_nn	give value of imports to Great Britain from the Belize	xnp	xnp	###				
176	T	CF 11	zzz	xnp	xnp	xnp	###				
177	T	NOTE 1	zzz	xnp	xnp	xnp	###				
178	T	ALL T HON F ALL 2	$_nn	give value of imports to Belize from all sources	xnp	inaccurate values possible xxx	###				
179	T	ALL T ALL F HON 2	$_nn	give value of exports from Belize to all destinations	xnp	xnp	###				
180	T	ALL T ALL F HON REEXP 2	$_nn	give value of re-exports from Belize to all destinations	xnp	xnp	###				
181	T	ALL T HON F GB 2	$_nn	give value of imports to Belize from Great Britain	xnp	xnp	###				
182	T	ALL T GB F HON 2	$_nn	give value of imports to Great Britain from the Belize	xnp	xnp	###				
183	T	CF 12	zzz	xnp	xnp	xnp	###				
184	T	NOTE 2	zzz	xnp	xnp	xnp	###				
185	T	START 1	nn	give date for all variables in odd part of T series	calendar years assumed	xnp	###				
186	T	US GDP	xxx	xxx	xnp	xnp	###				
187	T	CF 13	zzz	xnp	xnp	xnp	###				
188	T	UK GDO	xxx	xxx	xnp	xnp	###				
189	T	CF 14	zzz	xnp	xnp	xnp	###				
190	T	END	###	mark end of a record	xnp	xnp	###				
191	O	ID	O_nn	"uniquely identify each record in the O series, and mark start of a record"	xnp	xnp	###				
192	O	NO	nn	xnp	used to construct ID variable	xnp	###				
193	O	NAME 0	zzz	give name of settlement	"when various names available for settlement, one chosen haphazardly"	xnp	###				
194	O	EXC	0 / 1	indicate whether settlement has been excavated	xnp	"standardised test or criteria for value assignment not established, though plausible"	###				
195	O	NAME 1	zzz	list names or variations thereof of settlement	xnp	xnp	###				
196	O	DESC	zzz	xnp	xnp	xnp	###				
197	O	LAT 0	nn	"give latitude coordinates, in decimal degrees, of settlement, as inferred by VIA 0"	some values inferred from maps by visual comparison with map with latitude and longitude marked	inaccurate values possible especially where inferred by visual comparison	###				
198	O	LON 0	nn	"give longitude coordinates, in decimal degrees, of settlement, as inferred by VIA 0"	some values inferred from maps by visual comparison with map with latitude and longitude marked	inaccurate values possible especially where inferred by visual comparison	###				
199	O	VIA 0	zzz	xnp	xnp	xnp	###				
200	O	LAT 1	nn	"give latitude coordinates, in decimal degrees, of settlement, as inferred by VIA 1"	some values inferred from maps by visual comparison with map with latitude and longitude marked	inaccurate values possible especially where inferred by visual comparison	###				
201	O	LON 1	nn	"give longitude coordinates, in decimal degrees, of settlement, as inferred by VIA 1"	some values inferred from maps by visual comparison with map with latitude and longitude marked	inaccurate values possible especially where inferred by visual comparison	###				
202	O	VIA 1	zzz	xnp	xnp	xnp	###				
203	O	START	nn_zz_nn	give lower bound of time period during which settlement was inhabited	xnp	inaccurate values possible xxx	###				
204	O	STOP	nn_zz_nn	give upper bound of time period during which settlement was inhabited	xnp	inaccurate values possible xxx	###				
205	O	VIA 2	zzz	xnp	xnp	xnp	###				
206	O	NOTE	zzz	xnp	xnp	xnp	###				
207	O	END	###	mark end of a record	xnp	xnp	###				
208	A	ID	A_nn	"uniquely identify each record in the A series, and mark start of a record"	xnp	xnp	###				
209	A	NO	nn	xnp	used to construct ID variable	xnp	###				
210	A	TYPE	zz	"classify estimate into one of Fin, Loan, Pers, Trade"	"where Fin = fiscal, monetary or financial, Loan = related to loans, Pers = demographic, Trade = mercantile or commercial"	"standardised test or criteria for value assignment not established, though plausible"	###				
211	A	START	nn_zz_nn	give lower bound of time period for which estimate is made	xnp	inaccurate values possible especially where dates assumed or tentative	###				
212	A	STOP	zzz	list lower and upper bounds of time period for which estimate is made	"where Old Style and New Style dates were available, one or the other was chosen haphazardly"	inaccurate values possible especially where dates assumed or tentative	###				
213	A	PUB	nn_zz_nn	"give date of printing, publication, presentation or dessemination of estimate"	"where Old Style and New Style dates were available, one or the other was chosen haphazardly"	xnp	###				
214	A	TALLY 0	zzz	give estimate for FOR 0	xnp	xnp	###				
215	A	FOR 0	zzz	list things estimated by TALLY 0	xnp	xnp	###				
216	A	TALLY 1	zzz	give estimate for FOR 1	xnp	xnp	###				
217	A	FOR 1	zzz	list things estimated by TALLY 1	xnp	xnp	###				
218	A	PLACE	zzz	list places for which estimates are made	xnp	xnp	###				
219	A	LN INTEREST	zzz	give loan interest	given only where TYPE = Loan	xnp	###				
220	A	LN SOURCE	zzz	give source of loan principal	given only where TYPE = Loan	xnp	###				
221	A	CF	zzz	xnp	xnp	xnp	###				
222	A	VIA	zzz	xnp	xnp	xnp	###				
223	A	NOTE	zzz	xnp	xnp	xnp	###				
224	A	END	###	mark end of a record	xnp	xnp	###				
"Key 2 / z = alphanumeric character / zz = spaceless alphanumeric string / zzz = alphanumeric string possibly containing spaces / n = digital character / nn = spaceless digital string containing up to one of ., -, –, — / _ = space / £ = £ / $ = $ / US$ = US$ / # = # / 0 = 0 / 1 = 1 / DESCRIPTION = describes values of variables, where xxx = description missing, xnp = description missing or not available / NOTE = notes, where xnp = notes missing or not available / CAVEAT = caveats, where xnp = caveats missing or not available"											
											
											
											
											
											
											
Table 3 / Values / This table illustrates all non-standard symbols or conventions used in these series											
NO	RECORD	VARIABLE	SYMBOL	EXAMPLE	TRANSLATION	NOTE	END				
0	S 0	NAME 2	np	np	"<< a value is not applicable or not pertinent here, and is not available elsewhere >>"	"not to be confused with np = no page, np = no publisher, now-defunct uses which may not have been completely purged from these series"	###				
1	S 0	START 0	xxx	xxx	"<< a value is missing here, but is available elsewhere >>"	"not to be confused with xxx = 30, as per normal use of roman numerals"	###				
2	S 0	NAME 0	xnp	xnp	"<< a value is missing here, and is possibly not available elsewhere >>"	xnp	###				
3	S 0	NOTE	/	By Meteorological Service / 1865 = Start of instrumental records by Govt ie Vicar of St John's Church	By Meteorological Service << instert a line break here >> 1865 = Start of instrumental records by Govt ie Vicar of St John's Church	"not to be confused with / = or, / = alternatively, / = alias, as per normal use"	###				
4	S 0	NOTE	/v	"Jul 1866 = start of instrumental records by Surgeon of Public Hospital, Belize T /v Rushton 92"	"Jul 1866 = start of instrumental records by Surgeon of Public Hospital, Belize T << the foregoing was obtained from the following non-primary source >> Rushton 92"	xnp	###				
5	S 8	NOTE	*	"= vol 39 ser *Studies in early modern cultural, political and social history*"	"= vol 39 ser << start foreign language, italics, or emphasis here >>Studies in early modern cultural, political and social history<< stop foreign language, italics, or emphasis here >>"	emphasis or italics in source material retained in quotations or transcriptions / AID = Wright D = S 756 uses pagination prefixed with *	###				
6	E 2	NOTE	///	"Sp pilot of frigate of Diego Sánchez de Rivera, vecino of Trujillo, maestre Simón Alemán, “se llebaron un piloto platico que trayan por ser conocido de ellos que abia sido otra bes su pricionero” /GUATEMALA,16,R.2,N.13 f 4r /// Imprisoned former slaves = Tomás Verdugo, Francisco Carreño, of Cartagena, previously seized by Capt. Nacre on Oct 1635, en route to Villa de Monpor in frigate of Capt. Burón. Had been to Mosquito Islands, Santa Catalina, Isla de San Andrés "	"Sp pilot of frigate of Diego Sánchez de Rivera, vecino of Trujillo, maestre Simón Alemán, “se llebaron un piloto platico que trayan por ser conocido de ellos que abia sido otra bes su pricionero” /GUATEMALA,16,R.2,N.13 f 4r << insert a paragraph break here >> Imprisoned former slaves = Tomás Verdugo, Francisco Carreño, of Cartagena, previously seized by Capt. Nacre on Oct 1635, en route to Villa de Monpor in frigate of Capt. Burón. Had been to Mosquito Islands, Santa Catalina, Isla de San Andrés "	xnp	###				
7	E 2	NOTE	/	"Sp pilot of frigate of Diego Sánchez de Rivera, vecino of Trujillo, maestre Simón Alemán, “se llebaron un piloto platico que trayan por ser conocido de ellos que abia sido otra bes su pricionero” /GUATEMALA,16,R.2,N.13 f 4r"	"Sp pilot of frigate of Diego Sánchez de Rivera, vecino of Trujillo, maestre Simón Alemán, “se llebaron un piloto platico que trayan por ser conocido de ellos que abia sido otra bes su pricionero” << the foregoing was obtained from the following primary source >>GUATEMALA,16,R.2,N.13 f 4r"	xnp	###				
8	S 38	NOTE	xxx	= Dutt cap xxx	"= Dutt cap << a value is missing here, but is available elsewhere >>"	xnp	###				
9	S 52	NOTE	xnp	= vol xnp series *Palgrave studies in world environmental history*	"= vol << a value is missing here, and is possibly not available elsewhere >> series *Palgrave studies in world environmental history*"	xnp	###				
10	S 48	DESC 1	xxx	pp 5–xxx	"pp 5–<< a value is missing here, but is available elsewhere >>"	xnp	###				
11	S 2	VIA	_	Burdon 3 364	Burdon << volume >>3 << page >>364	xnp	###				
12	E 32	VIA	_	"Lujan 2 472, 826"	"Lujan << volume >>2 << pages >>472, 826"	xnp	###				
13	S 196	VIA	_	Mongey 91 fn 106	Mongey << page >>91 fn 106	xnp	###				
14	E 114	VIA	_	"Barke B 107 fn 366, 121 fn 414—15"	"Barke B << page >>107 fn 366, << page >>121 fn 414—15"	xnp	###				
15	S 294	VIA	_	Armstrong-Fumero 74	Armstrong-Fumero << page >>74	xnp	###				
16	S 706	VIA	_	Knight H xvii no 8	Knight H << page >>xvii no 8	xnp	###				
17	S 1416	VIA	_	"Graham 395, 403"	"Graham << pages >>395, 403"	xnp	###				
18	E 22	VIA	_	Goslinga 554 no 76 = Burns 210	Goslinga << page >>554 no 76 = Burns << page >>210	xnp	###				
19	E 384	VIA	_	"Calderon 193 no 1, 4"	"Calderon << page >>193 no 1, 4"	xnp	###				
20	E 520	VIA	_	Calderon 368 no 18 img 984	Calderon << page >>368 no 18 img 984	xnp	###				
21	S 196	VIA	fn	Mongey 91 fn 106	Mongey 91 << footnote >> 106	fn symbol not followed by a number in cases where source material has unmarked or unnumbered footnotes	###				
22	E 520	VIA	no	Calderon 368 no 18 img 984	Calderon 368 << item number >> 18 img 984	used in cases where source material has marked or numbered lists or tables	###				
23	E 520	VIA	img	Calderon 368 no 18 img 984	Calderon 368 no 18 << image >> 984	"used in a few cases where digitised copies of material were made use of, especially where image numbers of digitised copy did not match pagination of source material"	###				
24	E 930	VIA	cap	Cruz cap 5	Cruz << *capitulum* >> 5	xnp	###				
25	E 420	CF	ch	Add MS 12404 lib 1 ch 12	Add MS 12404 lib 1 << chapter >> 12	xnp	###				
26	E 420	CF	lib	Add MS 12404 lib 1 ch 12	Add MS 12404 << *liber* >> 1 ch 12	xnp	###				
27	E 399	CF	pt	"Dampier 2 pt 2 pp 46–47, 53"	"Dampier 2 << part >> 2 pp 46–47, 53"	xnp	###				
28	E 14	CF	f	"GUATEMALA,16,R.2,N.13 f 51v"	"GUATEMALA,16,R.2,N.13 << folio >> 51v"	"not to be confused with f = folios, a now-defunct uses which may not have been completely purged from these series"	###				
29	E 36	CF	r	"MEXICO,369 ff 466–469, 529r–531v"	"MEXICO,369 ff 466–469, 529<< recto >>–531v"	xnp	###				
30	E 14	CF	v	"GUATEMALA,16,R.2,N.13 f 51v"	"GUATEMALA,16,R.2,N.13 f 51<< verso >>"	xnp	###				
31	E 36	CF	ff	"MEXICO,369 ff 466–469, 529r–531v"	"MEXICO,369 << folios >> 466–469, 529r–531v"	xnp	###				
32	E 0	CF	[	Schmitt [Supp 1]	Schmitt << the following further identifies the location of relevant information in the preceding primary or non-primary source >>Supp 1]	xnp	###				
33	E 0	CF	]	Schmitt [Supp 1]	Schmitt [Supp 1<< the preceeding further identified the location of relevant information in the preceding primary or non-primary source >>	xnp	###				
34	E 74	CF	exp	AGN R ced vol 26 exp 27 ff 52—55v [Madrid a 16 nov 1694]	AGN R ced vol 26 << *expediente* >> 27 ff 52—55v [Madrid a 16 nov 1694]	xnp	###				
35	E 134	CF	leg	AHD leg LE2417 [Compilación de documentos para arreglo de límites a 1854]	AHD << *legajo* >> LE2417 [Compilación de documentos para arreglo de límites a 1854]	xnp	###				
36	E 84	CF	/	"ESCRIBANIA,339B no 27 ff 23r–29v [a 12 sep 1707 / Real cédula a 24 enero 1698]"	"ESCRIBANIA,339B no 27 ff 23r–29v [a 12 sep 1707 << and further see >> Real cédula a 24 enero 1698]"	xnp	###				
37	E 13	NAME	H	Unnamed H / TD / TS	Unnamed << hurricane >> / TD / TS	xnp	###				
38	E 13	NAME	TD	Unnamed H / TD / TS	Unnamed H / << tropical depression >> / TS	xnp	###				
39	E 13	NAME	TS	Unnamed H / TD / TS	Unnamed H / TD / << tropical storm >>	xnp	###				
40	E 41	NAME	Yuc	Adelantado of Yuc named	Adelantado of << Yucatan >> named	"where Yucatan includes successor states of the Provincia de Yucatán, or predecessor states of the Mexican states of Yucatan and Quintana Roo, their territory, or waters"	###				
41	E 187	NAME	Hon	Du assault Sp Hon	Du assault Sp << Honduras >>	"where Honduras includes successor states of the non-Spanish buccaneering camps in the Bay of Honduras, or predecessor states of Belize, its territory, or waters / where Spanish Honduras includes successor states of the Provincia de Hibueras-Comayagua, or predecessor states of the Republic of Honduras, its territory, or waters"	###				
42	E 411	NAME	Jam	Invasion of Jam	Invasion of << Jamaica >>	"where Jamaica includes successor states of Jamaica, its territory, or waters"	###				
43	E 421	NAME	Guat	Guat granted Sp Hon	<< Guatemala >> granted Sp Hon	"where Guatemala includes successor states of the Reino de Guatemala, or predecessor states of the Republic of Guatemala, its territory, or waters"	###				
44	E 106	NON-SP 1	Bos	"Capt Benjamin Edwards of Bos, Capt Ayre of Conn., Capt Hamilton of Jam, Christopher Atwel of Eng, Charles Harris of Lon, Henry Smith of Bos, Joseph Willis of Lon, David Lindsey of Scotland"	"Capt Benjamin Edwards of << Boston >>, Capt Ayre of Conn., Capt Hamilton of Jam, Christopher Atwel of Eng, Charles Harris of Lon, Henry Smith of Bos, Joseph Willis of Lon, David Lindsey of Scotland"	xnp	###				
45	E 1789	NAME	Mex	Aud of Mex est	Aud of << Mexico >> est	"where Mexico includes successor states of New Spain, or predecessor states of the United States of Mexico, its territory, or waters"	###				
46	E 183	NAME	Lon	Treaty of Lon	Treaty of << London >>	xnp	###				
47	E 175	NAME	Mos	Blauvelt in Mos	Blauvelt in << Mosquito Shore >>	"where Mosquito Shore includes successor states of the Mosquito Shore, or predecessor states of the Gracias a Dios province in Spanish Honduras and the Autonomous Regions of the Atlantic of Nicaragua, its territory, or waters"	###				
48	E 211	PLACE	Old	"Merida, Tekax, Bacalar, Hondo, New, New R Lagoon, Labouring Creek, Old, Tipuj, Lake Peten Itza"	"Merida, Tekax, Bacalar, Hondo, New, New R Lagoon, Labouring Creek, << Old or Belize River >>, Tipuj, Lake Peten Itza"	possibly including branches of the Belize River	###				
49	E 211	PLACE	New	"Merida, Tekax, Bacalar, Hondo, New, New R Lagoon, Labouring Creek, Old, Tipuj, Lake Peten Itza"	"Merida, Tekax, Bacalar, Hondo, << New River >>, New R Lagoon, Labouring Creek, Old, Tipuj, Lake Peten Itza"	xnp	###				
50	E 211	PLACE	Hondo	"Merida, Tekax, Bacalar, Hondo, New, New R Lagoon, Labouring Creek, Old, Tipuj, Lake Peten Itza"	"Merida, Tekax, Bacalar, << Hondo River >>, New, New R Lagoon, Labouring Creek, Old, Tipuj, Lake Peten Itza"	xnp	###				
51	E 863	PLACE	Northern	"Old, St. George’s, Sibun, Southern Triangles, English Caye, Bokel Caye, Northern, New, Hondo"	"Old, St. George’s, Sibun, Southern Triangles, English Caye, Bokel Caye, << Northern River >>, New, Hondo"	xnp	###				
52	E 863	PLACE	Sibun	"Old, St. George’s, Sibun, Southern Triangles, English Caye, Bokel Caye, Northern, New, Hondo"	"Old, St. George’s, << Sibun River >>, Southern Triangles, English Caye, Bokel Caye, Northern, New, Hondo"	xnp	###				
53	E 277	NAME	Prov	Prov Co chartered	<< Providence Island >> Co chartered	"ie the San Adres, Providencia and Santa Catalina province of Colombia"	###				
54	E 715	NAME	Prov	Prov to Hon	<< provisions >> to Hon	xnp	###				
55	E 93	NAME	inc	Pixtemax revolt and conspiracy inc Chanlacan revolt and siege of Bacalar	Pixtemax revolt and conspiracy << including >> Chanlacan revolt and siege of Bacalar	xnp	###				
56	E 2029	NOTE	exc	"1851–1853 Mex treaties w *pacíficos del sur* = Ixcanha, Lochha, Chichanha [ie exc Santa Cruz under José María Barrera], inc mediation by Sup Wodehouse, inc provision for Chichanha to stop Hon–Sta Cruz arms trade /v Bolland F 126–127"	"1851–1853 Mex treaties w *pacíficos del sur* = Ixcanha, Lochha, Chichanha [ie << excluding >> Santa Cruz under José María Barrera], inc mediation by Sup Wodehouse, inc provision for Chichanha to stop Hon–Sta Cruz arms trade /v Bolland F 126–127"	xnp	###				
57	E 453	DESC	bw	"Inc free trade bw Sp and Eng, and suppression of piracy, privateering or buccaneering"	"Inc free trade << between >> Sp and Eng, and suppression of piracy, privateering or buccaneering"	xnp	###				
58	E 1017	NOTE	esp	"28 Feb 1809 Pub Mtg refers question of alien logging, esp by those in HM Service, to AG in Jam /v Burdon 2 127 /MM B /Laws 1810"	"28 Feb 1809 Pub Mtg refers question of alien logging, << especially >> by those in HM Service, to AG in Jam /v Burdon 2 127 /MM B /Laws 1810"	xnp	###				
59	E 283	NAME	w	Capt Elfrith w Diego el Mulato	Capt Elfrith << with >> Diego el Mulato	xnp	###				
60	E 136	SP	sev	"Capt Rodrigo de Torres, Capt José Antonio de Herrera, Nicolás Rodríguez, José Márquez 300 men 1 Balandra 2 Pailebotes sev PA"	"Capt Rodrigo de Torres, Capt José Antonio de Herrera, Nicolás Rodríguez, José Márquez 300 men 1 Balandra 2 Pailebotes << several >> PA"	xnp	###				
61	E 436	LOSS 3	wo	min 2 ships driven off wo loading	min 2 ships driven off << without >> loading	xnp	###				
62	E 430	LOSS 5	pc	Fr bring manufactures 30 pc cheaper	Fr bring manufactures 30 << percent >> cheaper	xnp	###				
63	E 66	LOSS 4	prev	prev Ma hamlets possibly raided	<< previously >> Ma hamlets possibly raided	xnp	###				
64	E 110	LOSS 1	co	co of 1 frigate of 24 cannons imprisoned = 36 Eng 8 Neg	<< company or crew >> of 1 frigate of 24 cannons imprisoned = 36 Eng 8 Neg	xnp	###				
65	E 282	LOSS 2	evac	evac on Jun—Aug 47 for c ? m	<< evacuation >> on Jun—Aug 47 for c ? m	xnp	###				
66	E 282	LOSS 2	m	evac on Jun—Aug 47 for c ? m	evac on Jun—Aug 47 for c ? << months >>	xnp	###				
67	E 124	LOSS 1	min	min 1 sloop co impressed	<< at least or minimum >> 1 sloop co impressed	xnp	###				
68	E 304	LOSS 1	lib	lib later	<< freed or liberated >> later	xnp	###				
69	E 324	LOSS 3	t	2 craft taken w sum 230 t wood taken	2 craft taken w sum 230 << tonnes >> wood taken	xnp	###				
70	E 404	LOSS 4	fam	min 1 fam robbed [likely]	"min 1 << family, possibly including slaves, or logging gang >> robbed [likely]"	xnp	###				
71	E 206	SP	lg	3 lg PA	3 << large >> PA	xnp	###				
72	E 593	NON-SP 0	sm	2 Navíos 1 Balandra 11 sm Craft xxx Eng xxx Mos allies 300 Neg	2 Navíos 1 Balandra 11 << small >> Craft xxx Eng xxx Mos allies 300 Neg	xnp	###				
73	E 22	NOTE	sl	"See Butler, *Diary* [sl, sn, sd] [9 Jun, 15 Oct, 4 Nov 1639] /v Offen P 29"	"See Butler, *Diary* [<< *sine loco* >>, sn, sd] [9 Jun, 15 Oct, 4 Nov 1639] /v Offen P 29"	xnp	###				
74	E 22	NOTE	sn	"See Butler, *Diary* [sl, sn, sd] [9 Jun, 15 Oct, 4 Nov 1639] /v Offen P 29"	"See Butler, *Diary* [sl, << *sine nomine* >>, sd] [9 Jun, 15 Oct, 4 Nov 1639] /v Offen P 29"	xnp	###				
75	E 22	NOTE	sd	"See Butler, *Diary* [sl, sn, sd] [9 Jun, 15 Oct, 4 Nov 1639] /v Offen P 29"	"See Butler, *Diary* [sl, sn, << *sine datum* >>] [9 Jun, 15 Oct, 4 Nov 1639] /v Offen P 29"	xnp	###				
76	E 2	NON-SP 0	t	later Capt “Nacre” 1 Frig 25 t 30 Eng men	later Capt “Nacre” 1 Frig 25 << to >> 30 Eng men	xnp	###				
77	E 1205	NAME	fm	Hon remove Fr fm Roatan	Hon remove Fr << from >> Roatan	xnp	###				
78	E 163	NAME	Sp	Sp embargo Du	<< Spanish >> embargo Du	"where Spanish includes mestizo, Hispanic, Latino, Mexican, Yucatecan, Guatemala, Salvadoran, Spanish Honduran, Nicaraguan, Cuban, Spanish-speakers, and allies or persons friendly to the interests of these"	###				
79	E 239	NAME	Eng	Eng–Sp War	<< English >>–Sp War	"where English includes Baymen, Shoremen, Jamaicans, West Indians, Britons, English-speakers, and allies or persons firendly to the interests of these"	###				
80	E 541	NAME	Mos	Long-distance Mos raids	Long-distance << Mosquito >> raids	"where Mosquito includes Miskito, Miskito-speakers, and allies or persons firendly to the interests of these"	###				
