ID	NO	LOSSY	INVASN	SIEGE	SER 0	SER 1	START	STOP	NAME	DESC	PLACE	SP	NON—SP 0	NON—SP 1	PRESS	CF	VIA	NOTE	LOSS 0	LOSS 1	LOSS 2	LOSS 3	LOSS 4	LOSS 5	END	
E 725	725	0	0	0	Fin	xnp	1 Jan 1757	31 Dec 1757	Merchant houses in Hon	"First record of ownership of 12 Merchant Vessels by Shoremen, and so probably by Baymen"	Mos Shore	xnp	Robert Hodgson	xnp	xnp	CO 123/1	Burdon 1 85	xnp	np	np	np	np	np	np	###	
E 727	727	0	0	0	Hos	xnp	1 Jan 1758	30 Dec 1758	xxx	Sp order building of 3 forts near Hon	Omoa	xnp	xnp	xnp	xnp	"MEXICO,3099,E.2 ff 11r–39r"	Barke H 178	Possibly see Omoa maps Link: https://lccn.loc.gov/90683587 / https://lccn.loc.gov/90683588 / https://lccn.loc.gov/90683580 / https://lccn.loc.gov/90683581 / https://lccn.loc.gov/2007627320 /// Unclear whether order is fulfilled / Forts = San Fernando in Omoa / 2 other forts on Río Matina [Sp Hon] /v Barke 16	np	np	np	np	np	np	###	
E 729	729	0	0	0	Hos	xnp	28 Aug 1759	21 Aug 1759	Battle of Matina	Sp engage Eng and Mos allies or vice versa	Matina [Costa R]	Gov Manuel Solar 1 company	120 Eng and Mos men	xnp	xnp	AGCA A1 leg 4622 ff 92–93 [Relación a 31 ago 1759]	Reichert 36	xnp	np	np	np	np	np	np	###	
E 731	731	0	0	0	Bio	Pest	1 Jan 1761	30 Dec 1761	Locust plague	Locust plague	Yuc	xnp	xnp	xnp	xnp	xnp	Campos 145	xnp	np	np	np	np	np	np	###	
E 733	733	0	0	0	Met	Nina	1 May 1761	30 Oct 1761	La Niña	La Niña / cool ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	"Corresponding Guat Hydro Index = 0 /Guevara-Murua xxx [Table 1, Supp]"	np	np	np	np	np	np	###	
E 735	735	0	0	0	Hos	xnp	3 Nov 1761	30 Dec 1761	Jacinto Canek Rebellion	"Jacinto Canek leads Maya residents of Cisteil against Sp, inc Battle of Cisteil"	Cisteil [Yuc]	"Capt Tiburcio Cosgaya, Estanislao del Puerto, Cristóbal Calderón 500 men"	Jacinto Canek 1500 men	xnp	Museo Yucateco [Campeachy] 1 sn 429–436 / Registro Yucateco [Campeachy] 1 11–12 81–96	xnp	xnp	Possible cause for refugees to Hon /v Bolland C 49 /Bolland F 22	np	np	np	np	np	np	###	
E 737	737	0	0	0	Met	xnp	1 May 1762	30 Oct 1762	Flood	Severely wet rainy season or seasons / severe floods	Guat	xnp	xnp	xnp	xnp	xnp	"Guevara-Murua xxx [Table 1, Supp]"	xnp	np	np	np	np	np	np	###	
E 739	739	0	0	0	Con	xnp	1 Jan 1763	30 Dec 1763	Masonic Lodge est	"Lodge of Amity established, possibly first Masonic Lodge in Hon"	St. George’s	xnp	xnp	xnp	xnp	xnp	xnp	"Lodge of Regularity at St. John's Hall in Black R, Mos Shore also est 1763 / See John Coustos, *Free-Masonry* [New York, sn, 1797], 263 Link: https://docs-newsbank-com.ezp-prod1.hul.harvard.edu/openurl?ctx_ver=z39.88-2004&rft_id=info:sid/iw.newsbank.com:EAIX&rft_val_format=info:ofi/fmt:kev:mtx:ctx&rft_dat=0F3019F310FBEA68&svc_dat=Evans:eaidoc&req_dat=B425E5B32E784515BC5AAA87BC16A340"	np	np	np	np	np	np	###	
E 741	741	0	0	0	Con	Treaty	10 Feb 1763	10 Feb 1763	Treaty of Paris	xxx	xnp	xnp	xnp	xnp	xnp	xnp	Burdon 1 87 / Coxe 3 xxx / Garcia P 3 130–133	"Genoa, Sep 19 [1761]. Our last letters from Spain advise, that the Eng Ambassador had frequent conferences witht he Ministry on the difference that hath arisen between the courts of Madrid and Lon, touching the Bay of Hon: which affair the Catholic King wants to have settled soon. /New-York Mercury 490 2 = 21 Dec 1761 /// Hague, Oct. 28 [1761]. Translation of the Memorial relative to Spain, presented by M. de Bussy to the Court of Lon. ""The King [of Spain] will not conceal from HBM, that the differences of Spain with England, alarm and make him dread, if they shou'd not be adjusted, a new War in Europe and America. The King of Spain has confided in his Majesty, the three points of discussion which subsists between his Crown and that of GB. There are, 1. ... 3. The Destruction of the English Establishments formed on the Sp Territory in teh Bay of Hon. These three Articles may be easiy settled agreeable to the justice of the two Sovereigns, ..."" /Pennsylvania Gazette 1762 1 = 21 Jan 1762 / See further details re Memorial in New-York Mercury 516 2 = 21 Jun 1762 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF4C2A84A6C30%402364789-10DEF4C2D822CD70%401-10DEF4C3952B4020%40Lon%252C%2BApril%2B15  /// See map MP-MEXICO,198 /MEXICO,3099 [Remírez de Estenoz a Arriaga a 12 mar 1764] / On Hon logwood talks, see repository mss in Archivo Histórico Nacional [Spain?], Estado 2848 [Negociaciones entre Conde de Fuentes y Wallz, Londres a 23 sep 1760 / Respuesta del Rey ... Whitehall a 26 sep 1760] /v Barke H 152 / On later developments see Bib Real DIG/II/2823 ff 235r–252r [Dictamen de Rojas y Contreras ... Madrid a 27 jun 1767] /v Barke H 153 /// NEWPORT, Mar 14 [1763]. All the Privateers at New-Providence [Bahamas], said to be about 12 Sail, were converted into Trading Vessels, and preparing to sail to the Bay of Hon; a great Number of Seamen were consequently discharged, who were so destitute of Employ that the were glad to go on board Vessels begging to work for their Victuals, but were not very affectionately received by the Vessels belonging to the Northward. /Newport Mercury [RI] 236 3 = 14 Mar 1763 / CHARLES-TOWN, (SC) Mar 12 [1763]. We hear from New-Providence, that since they received the news there of a cessation of hostilities, most of their privateers are fitting out for the bay of Hon, to cut logwood. /Pennsylvania Journal or Weekly Advertiser 1060 1 = 31 Mar 1763 / Lon, Aug 6 [1763]. Some young Gentlemen who are gone with the last Ships to Jam in the Mercantile Way, have Orders to go down to the Bay of Hon, and consider of a proper Place for a Settlement; as by the late Treaty of Peace that Place is now open to British Subjects. /New-York Gazette 253 1 = 17 Oct 1763 /// See repository mss 1764 Black R [Mos Shore] map by Col Luis Diez Navarro in Archivo del Instituto de Historia y Cultura Militar [Madrid], 5.184, HND-1/7 /v Offen 17 37 /// Possibly see CO 123/1, 88, 3 [CO 123/1 ff 88, 3? or CO 123/1, CO 123/88, CO 123/3 ?] [Petition 4 May 1766] re petition for protection fm Mos and possibly Hon settlers /v Anderson M 216 /// Possibly see Oliver Goldsmith, *The martial review; or, a general history of the late wars; together with the definitive treaty, and some reflections on the probable consequences of the peace* [Lon, Printed for J. Newbery, 1763] /// See 1779 Sayer & Bennett maps Link: https://lccn.loc.gov/74693986"	np	np	np	np	np	np	###	
E 743	743	0	0	0	Met	Nina	1 May 1763	30 Oct 1763	La Niña	La Niña / cool ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	"Corresponding Guat Hydro Index = 0 /Guevara-Murua xxx [Table 1, Supp]"	np	np	np	np	np	np	###	
E 745	745	0	0	0	Con	xnp	1 Jan 1764	30 Dec 1764	Arnold duel	"Benedict Arnold of Connecticut duels an Eng captain, during which the latter is wounded"	Old	Benedict Arnold	xnp	xnp	xnp	xnp	xnp	xnp	np	np	np	np	np	np	###	
E 747	747	0	0	0	Con	xnp	14 May 1764	14 May 1764	Print notice by Public Meeting 	"Account of Logwood Prohibition, of petition to Gov of Jam, and of order to evacuate R Hondo by Joseph Rosado on 22 Feb 1764 [verbatim, translated], carried to Philadelphia by vessel, possibly marking first print, published public notice by Public Meeting"	Old	Joseph Rosado	xnp	xnp	New-Hampshire Gazette 401 2	xnp	xnp	xnp	np	np	np	np	np	np	###	
E 749	749	0	0	0	Bio	Pest	1 Jan 1765	30 Dec 1774	Great Famine	Locust plague	Yuc	xnp	xnp	xnp	xnp	xnp	Campos 145 / Hoggarth 87	"1765–1773 Yuc. Severe drought, famine, locust plague, epidemics and mortality  /Hoggarth 87 / 1765–1773 Yuc. c 71,600 deaths /Hoggarth 91 / 1770 Yuc. Price of maize reaches 96 reales per fanega / 1770–1771 Yuc. Cattle stock crashes fm c 200 to c 0 /Hoggarth 95"	np	np	np	np	np	np	###	
E 751	751	0	0	0	Con	xnp	1 Jan 1765	30 Dec 1770	Commentaries on the Laws of England published	xxx	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	np	np	np	np	np	np	###	
E 753	753	0	0	0	Con	xnp	9 Apr 1765	9 Apr 1765	Burnaby’s Code	Mr. J. Maud and Adm. Burnaby codify Settlement’s common law	St. George’s	xnp	"Joseph Maud, Adm William Burnaby"	xnp	Boston News-Letter 3535 1 = xxx [Supplement]	Laws 1810 xxx	Burdon 1 100	"Signatures inc women and [likely] unpropertied men /// See CO 5/114 Link: http://www.colonialamerica.amdigital.co.uk.ezp-prod1.hul.harvard.edu/Documents/Details/CO_5_114_065 /// See Capt Fairchild account in New-York Gazette 337 2 = 20 May 1765 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D348D9B0AD3268%40EANX-10D376DD1496FB18%402365853-10D376DD30BD7A60%401-10D376DDB4A5C498%40New-York%252C%2BMay%2B20 /// See Maud obituary in New-York Gazette, and Weekly Mercury 1027 3 = 1 Jul 1771 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEBC4F3862B98%40EANX-10DF785DC1397230%402368086-10DF785E86313480-10DF7860D016FCF0"	np	np	np	np	np	np	###	
E 755	755	0	0	0	Met	Nina	1 May 1765	30 Oct 1765	La Niña	La Niña / cool ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	"Corresponding Guat Hydro Index = 1 /Guevara-Murua xxx [Table 1, Supp] /// 1765–1773 Yuc. Severe drought, famine, locust plague, epidemics and mortality  /v Hoggarth 87 / 1765–1773 Yuc. c 71,600 deaths /Hoggarth 91"	np	np	np	np	np	np	###	
E 757	757	0	0	0	Met	xnp	1 May 1765	30 Oct 1765	Flood	Wet rainy season or seasons / floods	Guat	xnp	xnp	xnp	xnp	xnp	"Guevara-Murua xxx [Table 1, Supp]"	"1765–1773 Yuc. Severe drought, famine, locust plague, epidemics and mortality  /v Hoggarth 87 / 1765–1773 Yuc. c 71,600 deaths /Hoggarth 91"	np	np	np	np	np	np	###	
E 759	759	0	0	0	Con	xnp	30 May 1765	30 May 1765	Quarterly Court formalised	Quarterly Courts established or further formalised under Authority granted by Burnaby’s Code	St. George’s	xnp	xnp	xnp	Pennsylvania Gazette sn 2 = 18 Jul 1765	xnp	xnp	"NEW-YORK, July 15 [1765]. Tuesday last Capt Moore arrived here form Hon-Bay, in 30 Days : ... On the 30th of May, a Court of Judicature commenced in the Bay of Hon, in Conformity to the Laws and Regulations prescribed by Sir William Burnaby ont eh 11th of April last, and then agreed to by HBM Subjects residing there: At which, sundry Matters (long in Controversy) were brought to issue. A Court will continue to be held there every three Months, in order to determine any Disputes that already have, or may hereafter arise, between the British Inhabitants in that Part of the World. /Pennsylvania Gazette sn 2 = 18 Jul 1765 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D34C656629FD30%40EANX-13544F4D60046940%402365912-13541401EC607D28%401-137BAC16CF04D081%40%255BPeople%253B%2BJuggler%253B%2BRoom%253B%2BTricks%255D"	np	np	np	np	np	np	###	
E 761	761	0	0	0	Fin	xnp	1 Jan 1766	31 Dec 1766	Free Neg at Bacalar	First mention of free Neg in Bacalar = 30 or 40.	Bacalar	xnp	xnp	xnp	xnp	xnp	"Gerhard 73 = Calderon 199, Calderon H 214–215, 283"	xnp	np	np	np	np	np	np	###	
E 763	763	0	0	0	Met	Nino	1 May 1766	30 Oct 1766	El Niño	El Niño / warm ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	Grove 147	"Corresponding Guat Hydro Index = 0 /Guevara-Murua xxx [Table 1, Supp] /// 18 Aug 1766 Yuc. Hurricane /v Campos 139 /// 1765–1773 Yuc. Severe drought, famine, locust plague, epidemics and mortality  /v Hoggarth 87 / 1765–1773 Yuc. c 71,600 deaths /Hoggarth 91"	np	np	np	np	np	np	###	
E 765	765	0	0	0	Fin	xnp	15 May 1766	15 May 1766	Hon currency	First record of Bay currency worth a quarter of Jam currency	St. George’s	xnp	xnp	xnp	xnp	CO 123/5	Burdon 1 112	xnp	np	np	np	np	np	np	###	
E 767	767	0	0	0	Con	xnp	1 Jan 1768	11 Aug 1768	Hon Packet begun	"A Honduras Packet service likely begun, possibly first"	St. George’s	xnp	Capt Joseph Everett	xnp	xnp	xnp	xnp	"Custom-House, New-York, Inward Entries [11 Aug 1768]. ... Honduras Packet, [Capt] Everet, [from] Honduras Bay. /New-York Journal 1336 3 = 11 Aug 1768 / NEW-YORK, Aug 15 [1768]. Monday last the Sloop Honduras Packet, Capt Everitt, arrived here in 38 Days from the Musqueto Shore: ... /New-York Gazette and Weekly Mercury 876 3 = 15 Aug 1768 /// CUSTOM-HOUSE, NEW-YORK, OUTWARDS [22 Aug 1768]. ... Sloop Honduras-Packet, Joseph Everett, for Jam. ... /New-York Gazette or Weekly Post-Boy 1338 3 = 22 Aug 1768 /// New-York, Jan 29 [1770]. Capt Craig, in 6 Weeks from the Bay of Hon, informs us, that Capt Armor, in the Honduras Packet, sailed fromt he Bay some Time before him, for this Port, but sprung a Leak a few Days after, was obliged to return, and the Vessel sunk soon after she got into the Bay, but it was expected she could be repaired again. /New-York Gazette and Weekly Mercury 953 3 = 29 Jan 1770"	np	np	np	np	np	np	###	
E 769	769	0	0	0	Met	Nino	1 May 1768	30 Oct 1770	El Niño	El Niño / warm ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	"Corresponding Guat Hydro Index = 0, 0, 0 /Guevara-Murua xxx [Table 1, Supp] /// 1765–1773 Yuc. Severe drought, famine, locust plague, epidemics and mortality  /v Hoggarth 87 / 1765–1773 Yuc. c 71,600 deaths /Hoggarth 91"	np	np	np	np	np	np	###	
E 771	771	0	0	0	Con	xnp	1 Jun 1768	30 Jun 1768	Stanly affair	"Arrest of John Wright Stanly without trial, xxx"	St. George’s	xnp	"John Wright Stanly, Lt John Botham"	"Jonathan Cowpland, Thomas Langon, William Wornick"	New-York Journal 1407 1 = 21 Dec 1769 [Supplement]	xnp	xnp	See account in New-York Journal 1407 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DC31E31E090A88%40EANX-10DEECC34EFFA150%402367529-10DEECC3631A9280%400-10DEECC41B45EF00%40Philadelphia%252C%2B1st%2BDecember%252C%2B1769.%2Bto%2Bthe%2BImpartial%2BPublic	np	np	np	np	np	np	###	
E 773	773	0	0	0	Con	xnp	25 Nov 1768	26 Nov 1768	Hon murder tried in SC	"Grand Court, Pub Mtg, Mag, Baymen or Fleet send crew of Capt William Harrop, charged with murder of their Capt, to be tried at Charlestown, rather than in Bay"	St. George’s	xnp	Capt William Harrop	Matthew Turner	xnp	xnp	xnp	"PHILADELPHIA, Jan 12 [1769]. By Capt Albro, from the Bay of Hon (which he left the 26th of November) we learn, that the night before he sail'd, a difference arose between Capt Arpe, and his seamen, in a ship belonging to Liverpool, then lying at St. George's Key, when the Captain was stabbed in three different places, and expired soon afterwards; the murderers were all secured in iros, and were to be sent to Jam, in order to take their trials for the same: Capt Ivory, in a sloop for this port, was to sail a day or two after him.—He left in the Bay the Capts Anderson, Webb, Morris, Dowell, and Rogers, all belonging to New-York. /New-York Gazette or Weekly Post-Boy 1359 3 = 16 Jan 1769 /// CHARLES-TOWN, SC, Apr 17 [1769]. In the ship Bacchus, which arribed here on Friday, from Hon, was brought prisoner they unhappy person charged with the murder of Capt Hartop of the said ship, as formerly mentioned. This day the prisoner was committed to Gaol, and we hear will soon take his trial at a court of admiralty sessions. /New-York Gazette or Weekly Post-Boy 1374 2 = 1 May 1769 /// Charlestown, Apr 24 [1769]. To-morrow a Court of Admiralty Sessions is to be holden for the trial of one Turner, for the alledged murder of William Harropp, late Master of the ship Bacchus, on board the said ship when killed at the Bay of Hon. /Georgia Gazette 292 3 = 3 May 1769 /// LIVERPOOL, Mar 3 [1769]. By letters from the Bayof Hon, dated 12th of Dec. 1763, we are informed that on the 25th ult. at night, Capt William Harrop, of the Bacchus, hearing a noise among his men in the steerage, went to order them to their hammocks, which they all obeyed, except Matthew Turner, whom the Capt struck at for using abusive language. The man immediately seized the Capt's scimitar with one hand, and with the other gave him three stabs in the left breast with a long knife, of which wounds he expred instantly upon the quarter deck. By assistane from the ships in the harbour the murderer was secured. The next morning the coroner's jury brought in their verdict wilful murder, and the man himself has since contested the fact. As they have no authority to try for life there, the fellow is confined on board the ship to take his trial on her arrival. /Virginia Gazette 939 2 = 18 May 1769 / See verbatim in New-York Journal 1378 1 = 1 Jun 1769 [Supplement] Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DC31E31E090A88%40EANX-10DEEC83E5BA2460%402367326-10DEEC8400897B50%400-10DEEC84E634DA70%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2Bthe%2BBay%2Bof%2BHonduras%252C%2BDated%2BDec.%2B12%252C%2B1768 /// See trial in New-York Gazette or Weekly Post-Boy 1377 2 = 22 May 1769 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D34AE6B0969558%40EANX-10DAB09E4906EDA8%402367316-10DAB09E940778D0%401-10DAB09F5FDA4430%40Charles-Town%252C%2B%2528South-Carolina%2529%2BMay%2B2 /// Possibly see, NEW-YORK, Aug 30 [1773]. About two Months ago, died at Hon, of a Wound he received in a Scuffle with Mr. Hugh Mortry, of that Place, Mr. John Armstrong, formerly of this City: The Affair happened in the Night, and no Person being present, Mortry was sent to Jam to take his Trial. /New-York Gazette and Weekly Mercury 1140 3 = 30 Aug 1773"	np	np	np	np	np	np	###	
E 775	775	0	0	0	Fin	xnp	1 Jan 1769	30 Dec 1769	Arkwright water frame	"Richard Arkwright receives patent no. 931 for ""A new Piece of Machinery never before found out, practised, or used, for the Making of Weft or Yarn from Cotton, Flax, and Wool, ... .”"	Lon	xnp	Richard Arkwright	xnp	xnp	xnp	xnp	xnp	np	np	np	np	np	np	###	
E 777	777	0	0	0	Fin	xnp	1 Jan 1770	31 Dec 1770	Shipwright in Hon	"Oswall Eves builds 30 tonne vessel or schooner, and is sold for J £ 350 in 1775"	xnp	xnp	Oswall Eves	xnp	xnp	MSR xxx [13 Mar 1775]	Burdon 1 125	"1775, March 13th. Recorded that ""A Vessell or Schooner of the burthen of Thirty Tons or thereabouts built in the Bay of Honduras in the year 1770 by Oswall Eves"" was sold to a Mos Shore settler for £350 Jam Currency. /v Burdon 1 125 /MSR xxx /// Though see, 26 Mar 1747 Mjr Parke Peppers to King in Council. Most humbly sheweth. ... That about twenty three Leagues North from Bellize [R] is another River called the Diamond, Navigable about fifty Miles up, where there is a great Quantity of Mahogany and Cedar, fit for Ship Building, of which a very fine Snow of Two hundred Tons Burthen was built in this River by Capt. Isaac Garrison, One of the Subscribers to the Original Letter hereunto Annext, ... /ADM 7/837/(iii) f 69v"	np	np	np	np	np	np	###	
E 779	779	0	0	0	Met	Nino	1 May 1770	30 Oct 1770	El Niño	El Niño / warm ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	"Magnitude > 70th percentile /Gergis xxx [Table 9] /// Corresponding Guat Hydro Index = 0 /Guevara-Murua xxx [Table 1, Supp] /// 1765–1773 Yuc. Severe drought, famine, locust plague, epidemics and mortality /v Hoggarth 87 / 1765–1773 Yuc. c 71,600 deaths /Hoggarth 91"	np	np	np	np	np	np	###	
E 781	781	0	0	0	Fin	xnp	16 Jul 1770	16 Jul 1770	Yuc granted free trade	Real cédula grants Yuc and Campeachy free trade to select Sp ports	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"See M. I. Campos Goenaga, Link: https://www.redalyc.org/pdf/351/35102904.pdf /// Oct 1778 Guat granted free trade w Sp /v Lujan 3 301 /// 1764 Spain. Sp King Carlos III authorises monthly paquebotes fm Coruña to Havana or Puerto Rico, Veracruz, Portobelo, New Spain, Guat, thereby est correspondence among vars Sp colonies /v Garcia P 3 95 /// 17 Jan 1774 Spain. Carlos III grants New Spain, Peru, Santa Fe and Guat limited free trade amongst themselves /v Garcia P 3 99 /// 13 Oct 1778 Spain. Carlos III grants Omoa and Sto Tomas free trade w Sp ports / 10 Apr 1797 Guat. [La Gazeta de Guat en el número 9 dice] Aquellas travas injustas, que por tantos años han impedido los progresos de su comercio, ya un gobierno ilustrado las ha roto: aquellas causas que se oponian á la multiplicacion de sus riquezas, ya no existen. ... el hombre de América goza ya los mismos derechos sagrados, imprescriptibles, que el hombre de Europa; ... Son innumerables ... los objetos, á que puede estender su industria, sin las limitaciones y restricciones, que se la coartaban en otro tiempo. ... Guatemalenses: recorred conmigo esos fértiles paises, que no sois dignos de habitar, pues que no sabeis estimarlos. /v Garcia P 3 100"	np	np	np	np	np	np	###	
E 783	783	0	0	0	Fin	xnp	1 Jan 1771	30 Dec 1771	Cromford Mill	"Richard Arkwright builds first water-powered spinning mill in Cromford, Derbyshire, England."	Cromford	xnp	Richard Arkwright	xnp	xnp	xnp	xnp	xnp	np	np	np	np	np	np	###	
E 785	785	0	0	0	Hos	xnp	1 Jun 1771	30 Jul 1771	Pirates apprehended	Pirates apprehended in Hon	St. George’s	xnp	xnp	xnp	New-York Journal 1494 414 = 22 Aug 1771	xnp	xnp	See account in New-York Journal 1494 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DC31E31E090A88%40EANX-10DEED9892F64750%402368138-10DEED98E3F80200%401-10DEED998782ED88%40St.%2BJohn%2527s%252C%2Bin%2BAntigua%252C%2BJuly%2B27	np	np	np	np	np	np	###	
E 787	787	0	0	0	Met	Nina	1 May 1772	30 Oct 1773	La Niña	La Niña / cool ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	"Corresponding Guat Hydro Index = 0, 1 /Guevara-Murua xxx [Table 1, Supp] /// 4 Sep 1772 Yuc. Hurricane /v Campos 139 /// 1765–1773 Yuc. Severe drought, famine, locust plague, epidemics and mortality  /v Hoggarth 87 / 1765–1773 Yuc. c 71,600 deaths /Hoggarth 91 /// 13 Sep 1772 Golfo Dulce. Hurricane hits / 17 Sep 1772 Golfo Dulce. Hurricane hits /v Rodriguez C 74 /GUATEMALA,879 [Rodriguez a Pres a 25 sep 1772]"	np	np	np	np	np	np	###	
E 789	789	0	0	0	Met	xnp	1 May 1773	30 Oct 1773	Flood	Wet rainy season or seasons / floods	Guat	xnp	xnp	xnp	xnp	xnp	"Guevara-Murua xxx [Table 1, Supp]"	"1765–1773 Yuc. Severe drought, famine, locust plague, epidemics and mortality  /v Hoggarth 87 / 1765–1773 Yuc. c 71,600 deaths /Hoggarth 91"	np	np	np	np	np	np	###	
E 791	791	0	0	0	Fin	xnp	26 May 1773	26 May 1773	Select Committee of Public Meeting	Public Meeting appoints special Committee to look into and report on the Thetis Affair	St. George’s	xnp	Chairman Richard Hoare	xnp	xnp	"ADM 1/239 [26, 27, 29 May, 25 Sep 1773]"	Burdon 1 120	"1773, May 26th. Meeting of the Inhabitants, St. George's Key. ... The Inhabitants having assembled at the House of Mrs. Hannah Morey about the hour of ten in the forenoon,"" the Clerk of the Court read [Sir George Bridges] Rodney's and [Captain xxx] Davey's letters [regarding the Thetis Affair]. A Committee was appointed to prepare an address to Rodney and with permission to procure from the settlers copies of letters bearing on the ""Thetis"" and to examine persons concerned. All absentees to be notified so that the Committee's Report on the question may be laid before them as soon as possible. /v Burdon 1 120 /ADM 1/239 [26 May 1773]"	np	np	np	np	np	np	###	
E 793	793	0	0	0	Con	xnp	1 Feb 1775	xxx	Boston grant	"Baymen or Pub Mtg donate 100,000 ft of Mahogany for the poor of Boston"	St. George’s	xnp	xnp	xnp	Pennsylvania Evening Post 1 18 72 = 4 Mar 1775	xnp	xnp	"NEW-YORK, Mar 2 [1775]. By Capt Quill, who arrived here yestarday in thirty days fm Hon, we learn that the inhabitants of that place are about to send a donation of one hundred thousand feet of mahogany, to be sold in Europe, for the relief of the poor of Boston. /Pennsylvania Evening Post 1 18"	np	np	np	np	np	np	###	
E 795	795	0	0	0	Con	xnp	1 Jan 1776	30 Dec 1776	Parish est	"Rev Robert Shaw, Anglican priest, establishes a Parish in Hon"	St. George’s	xnp	Rev Robert Shaw	xnp	xnp	xnp	xnp	"1765 Black R. Catechist Frederick Post arrives / See F. J. Klingberg, *Historical Magazine of the Protestant Episcopal Church* 9(4), ""The Efforts of the S. P. G. to Christianize the Mosquito Indians 1742–1783"" [1940], 314 /v Offen M 43"	np	np	np	np	np	np	###	
E 797	797	0	0	0	Met	Nina	1 May 1776	30 Oct 1776	La Niña	La Niña / cool ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	"Corresponding Guat Hydro Index = [missing] /Guevara-Murua xxx [Table 1, Supp]"	np	np	np	np	np	np	###	
E 799	799	0	0	0	Con	xnp	8 Jul 1776	8 Jul 1776	Mapa de el Pescador	"Detailed map by Joaquín del Castillo, with locations of Eng settlements and logging works in Hon and Mos Shore, and navigation routes off Hon"	xnp	Joaquín del Castillo	xnp	xnp	xnp	"MP-GUATEMALA,222 / MP-GUATEMALA,223 / GUATEMALA,878 [Presidente a 8 jul 1776]"	xnp	"Explicacion. Desde el Cavo de Catocohe, ... hasta la Punta de Placencia, no tengo particular conocimiento, solo el de haver estado cindo dias fondeado en la Ysla de Cosumuel, ... Por el año de 760 [1760], con motivo de haver tomado plaza de Piloto en Omoa se me dedico, paraque pasare alos Cayos de Paliaca, à sacar Piedra para las R.e obras de aquel Puerto, cuyo motivo me facilito la proporcion de imponerme bien de su figura, y cayos, que comprende, ... En esta Ysla [Guanaja], se entra porla caveza de el Leste, como lo señala la Linea de punto, y se sale con Barco chico, porla partes del sudoeste: es el refregio de todos los Barcos, que bienen de Jamayca, ò ban de Waliz. ... /MP-GUATEMALA,222 /// See MPD, 01, 002 =  MP-GUATEMALA,231 for similarly detailed map of 18 Jan 1777 by José Estévez Sierra, with rivers, cayes and extent of Eng presence mapped [""Mapa Geografo de la Costa de Honduras, ... nuevamente reconocida y inspeccionada en el mes de Octubre del año proximo pasado [1776] ...”]"	np	np	np	np	np	np	###	
E 801	801	0	0	0	Hos	xnp	1 Jan 1777	30 Dec 1778	Terry Conspiracy	Jeremiah Terry conspires with Benjamin Franklin and Sp to break the Anglo-Mosquito alliance	xnp	xnp	"Jeremiah Terry, Benjamin Franklin, Capt Isaac Johns 40 men"	"Colville Cairns, Sup James Lawrie"	xnp	xnp	Rogers 143–144 / Garcia P 3 101–106	xnp	np	np	np	np	np	np	###	
E 803	803	0	0	0	Met	Nino	1 May 1777	30 Oct 1777	El Niño	El Niño / warm ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	Grove 147	"Corresponding Guat Hydro Index = 0 /Guevara-Murua xxx [Table 1, Supp]"	np	np	np	np	np	np	###	
E 805	805	0	0	0	Met	Nina	1 May 1778	30 Oct 1780	La Niña	La Niña / cool ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	"Corresponding Guat Hydro Index = 0, 0, 1 /Guevara-Murua xxx [Table 1, Supp]"	np	np	np	np	np	np	###	
