ID	NO	PRIM	COLL	TYPE	AID	NAME 0	CITED	START 0	STOP 0	SIZE	UNITS	NAME 1	NAME 2	PLACE 0	PLACE 1	DESC 0	PLACE 2	PLACE 3	START 1	STOP 1	NAME 3	NAME 4	NAME 5	VOL	ISS	VIA	FAID	DESC 1	NOTE	LINK	END	
S 924	924	1	0	P	Dampier	xnp	16	1669	1691	2	vols	Voyages	np	np	np	"Printed for James Knapton, at the Crown in St Paul's Church-yard"	London	UK	1697	1699	W. Dampier	xnp	np	np	np	DNB	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1179831146 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/1086522121 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/82800151	xxx	"Desc v 1 = [10], VI, 384, 387-550, [4] pages, [5] plates (some folded) : illustrations, maps / Desc v 2 = [8], 184, 132, [4], 112 pages, [4] folded leaves of plates : 2 maps, 2 charts ; 20 cm (8vo) / = *A new voyage around the world* [London : Printed for James Knapton ..., 1697], *Voyages and Discoveries* [sl, sn, 1699] / First edition of *Voyages and Discoveries* 1699 not located"	ProQuest / EEBO v 1: http://search.proquest.com.ezp-prod1.hul.harvard.edu/books/new-voyage-around-world-describing-particularly/docview/2240952603/se-2?accountid=11311  / ProQuest / EEBO v 2: http://search.proquest.com.ezp-prod1.hul.harvard.edu/books/voyages-descriptions-three-parts-which-is-added/docview/2264207852/se-2?accountid=11311  / Harvard v 2: https://nrs.harvard.edu/urn-3:DOAK.RESLIB:24900314	###	
S 926	926	1	0	P	Roteta	xnp	0	1655	1694	1	vols	Forma de asegurar los puertos y poblaciones de todas las costas de las Indias	np	np	np	xxx	Madrid	Spain	1694	np	xnp	xnp	np	np	np	xnp	https://lccn.loc.gov/2004563650	"[8], 15, [1] p. ; 21 cm. (4to)"	xnp	https://www.wdl.org/en/item/4393/	###	
S 928	928	1	0	P	Cogolludo	xnp	15	1506	1656	1	vols	Historia de Yucathan	np	np	np	Por Jvan Garcia Infanzen	Madrid	Spain	1688	np	"D. López Cogolludo, F. de Ayeta"	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/85799316	"[26], 760, [31] pages : illustrations"	xnp	Gallica: https://gallica.bnf.fr/ark:/12148/bpt6k829446 / Gale/Sabin: https://link.gale.com/apps/doc/CY0102936949/SABN?u=camb55135&sid=SABN&xid=fbdf1b13	###	
S 930	930	1	0	P	Exquemeling	xnp	2	1666	1674	3	vols	De Americaensche zee-roovers	np	np	np	"By Jan ten Hoorn, boeckverkoper, over 't Oude Heeren Logement"	Amsterdam	Netherlands	1678	np	A. O. Exquemeling	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/85798978	"3 volumes in 1 : illustrations, maps"	xnp	https://link.gale.com/apps/doc/CY0103030375/SABN?u=camb55135&sid=SABN&xid=b83ad9b2 / English translation: https://www.gutenberg.org/dirs/2/6/6/9/26690/26690-h/26690-h.htm	###	
S 932	932	1	0	P	Veitia	Veitia Linage	3	xxx	xxx	1	vols	Norte de la contratacion de las Indias Occidentales	np	np	np	"Por Iuan Francisco de Blas, impressor mayor de dicha Ciudad"	Seville	Spain	1672	np	J. de Veitia Linage	xnp	np	np	np	Lang xxx	http://gw.worldcat.org.proxygw.wrlc.org/oclc/847833035 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/493793190	2 parties en 1 vol. ([32]-299 p. ; 264-[71] p.) ; in-fol	xnp	https://link.gale.com/apps/doc/U0100219950/MOME?u=camb55135&sid=MOME&xid=40f105e8	###	
S 934	934	1	0	P	Ogilby	xnp	0	xxx	xxx	1	vols	"America, being the latest and most accurate description of the Nevv VVorld"	np	np	np	Printed by the author and are to be had at his House in White Fryers	London	UK	1671	np	J. Ogilby	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/733085177	"[5], 674, [1] pages, 60 unnumbered leaves of plates : illustrations, maps, portraits"	See 1657 Map of Hon: https://www.davidrumsey.com/luna/servlet/detail/RUMSEY~8~1~295183~90066270:Audience-de-Mexico?qvq=w4s:/when%2F1657;q:%3D%22Honduras%22;lc:RUMSEY~8~1&mi=0&trs=1	Book: http://www.gutenberg.org/files/59745/59745-h/59745-h.htm / Map of Hon: https://www.davidrumsey.com/luna/servlet/detail/RUMSEY~8~1~292937~90066940:Yucatan-et-Guatimala-?qvq=w4s:/when%2F1671;q:%3D%22Honduras%22;lc:RUMSEY~8~1&mi=0&trs=2	###	
S 936	936	1	0	P	Aitzema	xnp	2	1621	1669	14	vols	"Historie of verhael van saken van staet en oorlogh, in ende omtrent de Vereenigde Nederlanden"	np	np	np	"Gedruckt by Johan Veely, Boeckverkooper in de Gort-Straet"	Hague	Netherlands	1655	1671	L. van Aitzema	xnp	np	np	np	Goslinga xxx	http://gw.worldcat.org.proxygw.wrlc.org/oclc/465965463 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/966451869	14 dln [15 bnd] ; in-4	xnp	https://opc-kb.oclc.org/DB=1/XMLPRS=Y/PPN?PPN=408377887	###	
S 938	938	1	0	P	Terte	xnp	4	xxx	xxx	4	vols	Histoire generale des Antilles habitées par les François	np	np	np	"Chez Thomas Iolly, au palais, en la salle des merciers, à la palme, & aux armes d'Hollande"	Paris	France	1667	1671	J. B. du Tertre	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/11144908 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/1046002917	4 volumes : plates maps	xnp	Gallica v1: https://gallica.bnf.fr/ark:/12148/bpt6k9801339z / Gallica v2: https://gallica.bnf.fr/ark:/12148/bpt6k98223993	###	
S 940	940	1	0	S	Lon G	xnp	1	1665	2021	xxx	issues	London Gazette	np	np	np	xxx	London	UK	1665	2021	np	np	np	np	np	xnp	https://www.thegazette.co.uk	xnp	Titles = *The Oxford Gazette* / *The London Gazette* / Published in Oxford 1665–xxx	xnp	###	
S 942	942	1	0	P	Blaeu	xnp	2	xxx	xxx	11	vols	"Atlas maior, sive, Cosmographia Blaviana : qua solum, salum, cœlum, accuratissime describuntur"	np	np	np	Labore & sumptibus Ioannis Blaeu	Amsterdam	Netherlands	1662	1672	J. Blaeu	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/488977724 / https://wellcomecollection.org/works/knpztkvn	11 Bd	"vol 1 dated 1665, vols 2–11 dated 1662 per OCLC search on 17 Oct 2021 and Wellcome / vols 2, 6, 10, 11 missing from Harvard"	Harvard: http://id.lib.harvard.edu/alma/990040734920203941/catalog / Erfgoed Leiden en Omstreken: https://www.erfgoedleiden.nl/schatkamer/bladeren-door-blaeu	###	
S 944	944	1	0	P	Gage	xnp	1	1625	1637	1	vols	"The English-American, his travail by sea and land"	np	np	np	"Printed by R. Cotes, and are to be sold by Humphrey Blunden at the Castle in Cornhill, and Thomas Williams at the Bible in Little Britain"	London	UK	1648	np	T. Gale	xnp	np	np	np	DNB	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1179810077 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/606602327	"[10], 220, [12] pages ; 2°"	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/books/english-american-his-travail-sea-land-new-survey/docview/2248525331/se-2?accountid=11311	###	
S 946	946	1	0	P	Barlaeus	Barlaeus/Naber	5	xxx	xxx	1	vols	"Rerum per octennium in Brasilia et alibi nuper gestarum sub praefectura J. Mauritii, Nassoviae, 1647"	np	np	np	Ex typographeio Ioannis Blaeu	Amsterdam	Netherlands	1647	np	"C. Barlaeus, J. Blaeu"	xnp	np	np	np	Goslinga xxx	http://gw.worldcat.org.proxygw.wrlc.org/oclc/420918531	"340 p., pl. et cartes ; in-fol."	"Barlaeus/Naber = Trans. and ed. S. P. l'Honoré Naber, Kaspar van Baerle. *Nederlandsch Brazilië onder het bewind van Johan Maurits, grave van Nassau* [’s-Gravenhage, sn, 1923]"	https://gallica.bnf.fr/ark:/12148/btv1b8556547p	###	
S 948	948	1	0	P	Laet	Laet/Naber / Laet N / Laet port / Laet P	xxx	1624	1636	1	vols	"Historie ofte iaerlijck verhael van de verrichtinghen der geoctroyeerde West-Indische Compagnie, zedert haer begin, tot het eynde van 't jaer sesthien-hondert ses-en-dertich; begrepen in derthien boecken, ende met verscheyden koperen platen verciert"	np	np	np	By Bonaventuer ende Abraham Elsevier	Leiden	Netherlands	1644	np	J. de Laet	xnp	np	np	np	Goslinga xxx	http://gw.worldcat.org.proxygw.wrlc.org/oclc/85791859	"[32], 544, 31, [11] pages, 28 unnumbered leaves of plates : illustrations, 15 maps"	"Laet N = Laet/Naber = version edited by S. P. l'Honoré Naber, *Iaerlyck verhael van de verrichtinghen der Geoctroyeerde West-Indische compagnie* [Hague, Mart. Nijhoff, 1931–37], 4 vols / Laet P = Laet port = Portuguese translation by Drs. Jose Hygino Duarte Pereira and Pedro Souto Maior, *Historia ou annaes dos feitos da Companhia privilegiada das Indias occidentaes desde o seu começo até ao fim do anno de 1636* [Rio de Janeiro, Officinas graphicas da Bibliotheca nacional, 1916-1925], 2 vols"	"http://search.proquest.com.ezp-prod1.hul.harvard.edu/books/historie-ofte-iaerlĳck-verhael-van-de/docview/2090303526/se-2?accountid=11311 /// Portuguese translation: https://hdl.handle.net/2027/mdp.39015077856105 /// Laet/Naber, v 4: https://resolver.kb.nl/resolve?urn=MMKB21:043711000 /"	###	
S 950	950	1	0	P	Castell	xnp	0	xxx	xxx	1	vols	"A short discoverie of the coasts and continent of America, from the equinoctiall northward, and the adjacent isles"	np	np	np	xnp	London	UK	1644	np	"W. Castell, B. Rudyerd"	xnp	np	np	np	DNB	http://gw.worldcat.org.proxygw.wrlc.org/oclc/85798798	"8, [8], 9-48 [i.e. 44], 54 pages"	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/books/short-discoverie-coasts-continent-america/docview/2240968812/se-2?accountid=11311	###	
S 952	952	1	0	P	Sanchez R	"Sanchez, Rel"	2	1641	1642	1	vols	"Relacion del suceso que tuvo Francisco Diaz Pimienta, general de la real armada de las Indias, en la isla de Santa Catalina"	np	np	np	Por Iuan Sanchez	Madrid	Spain	1642	np	xnp	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1119696132	[6] p. Fol.	xnp	xnp	###	
S 954	954	1	0	P	Castillo	xnp	32	1519	1555	1	vols	Historia verdadera de la conquista de la Nueva España	np	np	np	En la Emprenta del Reyno	Madrid	Spain	1632	np	B. Díaz del Castillo	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/85799759	"[20], 256 double pages"	"Abridged, translated version by D. Carrasco, *The History of the Conquest of New Spain* [Albuquerque, sn, 2008] Link: file:///Users/angelnavidad/Downloads/David%20Carrasco%20-%20The%20History%20of%20the%20Conquest%20of%20New%20Spain%20by%20Bernal%20Diaz%20del%20Castillo-University%20of%20New%20Mexico%20Press%20(2009).pdf"	http://bdh.bne.es/bnesearch/detalle/bdh0000012937	###	
S 956	956	1	0	P	Laet M	Laet	xxx	xxx	xxx	1	vols	"Nieuwe Wereldt ofte Beschrijvinghe van West-Indien, uit veelerhande Schriften ende Aen-teekeningen van verscheyden Natien"	np	np	np	In de druckerye van Isaack Elzevier	Leiden	Netherlands	1625	np	J. de Laet	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/65327738	"12 preliminary leaves, 510, [16] pages, 10 unnumbered leaves of plates"	xnp	"https://link.gale.com/apps/doc/U0100111972/MOME?u=camb55135&sid=MOME&xid=0893590d / Latin translation: file:///Users/angelnavidad/Downloads/Novus_orbis,_seu_descriptio_In.pdf / Spanish translation: https://hdl.handle.net/2027/txu.059173017954270"	###	
S 958	958	1	0	P	Wassenaer	xnp	7	xxx	xxx	21	vols	"Historisch verhael alder ghedenck-weerdichste geschiedenisse, die hier en daer in Europa, als in Duijtsch-lant, Vranckrijck, Enghelant, Spaengien, Hungarijen, Polen, Sevenberghen, Wallachien, Moldavien, Turckijen en Neder-lant, van den beginne des jaers 1621 ..."	np	np	np	Bij Ian Evertss. Cloppenburgh en Jan Janssen	Amsterdam	Netherlands	1622	1635	"N. J. van Wassenaar, B. Lampe"	xnp	np	np	np	Goslinga xxx	http://gw.worldcat.org.proxygw.wrlc.org/oclc/65528276	21 delen in 7 banden. : gegraveerde titelpagina in ieder deel. ; in-4	xnp	xnp	###	
S 960	960	1	0	P	Herrera	xnp	2	1492	1554	9	vols	Historia general de los hechos de los castellanos en las islas i tierra firme del mar oceano 	np	np	np	En la Emplenta Real	Madrid	Spain	1601	1615	A. de Herrera y Tordesillas	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7463484	9 v. in 4. : 14 folded maps ; 29 cm (fol.)	1730 edition in 8 vols at Gale/Sabin Americana	Gale/Sabin Americana v1: https://link.gale.com/apps/doc/CY0111567515/SABN?u=camb55135&sid=SABN&xid=3acb195c	###	
S 962	962	1	0	A	Frappier N	Frappier 02	1249	1973	2000	np	np	El Nino Events Recorded by Stalagmite Carbon Isotopes	np	np	np	np	np	np	2002	np	"A. Frappier, D. Sahagian, L. A. Gonzalez, S. J. Carpenter"	np	Science	298	5593	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5551905006	pp 565–xxx	xnp	xxx	###	
S 964	964	1	0	A	xxx	xnp	0	xxx	xxx	np	np	"A Letter from Dr Robert Sproat of Belize, in the Bay of Honduras, Dated 2d October 1802, to Captain Chichester Macdonell, Respecting the Managua Bark of South America"	np	np	np	np	np	np	1804	np	R. Sproat	np	Annals of Medicine	3	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7869091713	pp 403–409	xnp	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5112406/	###	
S 966	966	1	0	A	xxx	xnp	0	xxx	xxx	np	np	Notice of the Caribs in Central America	np	np	np	np	np	np	1833	np	J. Galindo	np	Journal of the Royal Geographical Society	3	np	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/1797617	pp 290–291	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/1797617	###	
S 968	968	1	0	A	xxx	xnp	0	xxx	xxx	np	np	On Central America	np	np	np	np	np	np	1836	np	J. Galindo	np	Journal of the Royal Geographical Society	6	np	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/1797561	pp 119–135	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/1797561	###	
S 970	970	1	0	A	Page	xnp	0	xxx	xxx	np	np	"Notes on a Journey from Belize to Guatemala, and return by the river Polochic in 1834"	np	np	np	np	np	np	1838	np	E. L. Page	np	Journal of the Royal Geographical Society	8	np	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/1797805	pp 317–327	xnp	https://hdl.handle.net/2027/mdp.39015013755734?urlappend=%3Bseq=275%3Bownerid=2164486-285	###	
S 972	972	1	0	A	xxx	xnp	0	xxx	xxx	np	np	On the Sickness and Mortality Among the Troops in the West Indies	np	np	np	np	np	np	1838	np	A. M. Tulloch	np	Journal of the Statistical Society	1	3–7	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/2337906	"pp 129–142, 216–230, 428–444 = 1(3) pp 129–142, 1(4) pp 216–230, 1(7) pp 428–444"	xnp	pt 1: http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/2337906 / pt 2: http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/2337802 / pt 3: http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/2337776	###	
S 974	974	1	0	A	xxx	xnp	0	xxx	xxx	np	np	Statistics of Newspapers in Various Countries	np	np	np	np	np	np	1841	np	P. L. Simmonds	np	Journal of the Statistical Society	4	2	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/2337886	pp 111–136	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/2337886	###	
S 976	976	0	0	A	Redfield	xnp	0	np	np	np	np	"On three several hurricanes of the American seas and their relations to the Northers, so called, of the Gulf of Mexico and the Bay of Honduras, with charts illustrating the same"	np	np	np	np	np	np	1846	np	W. C. Redfield	np	American Journal of Science and Arts	51–52	1–6	xnp	xnp	"pp 1–16, 153–169, 333–366, 162–187, 311–334 = vol 51 no 1 pp 1–16, vol 51 no 2 pp 153–169, vol 51 no 3 pp 333–366, vol 52 no 5 162–187, vol 52 no 6 311–334 = 51(1–3) pp 1–16, 153–169, 333–366, 52(4–6) pp 162–187, 311–334"	vol 51 nos 1–3 = ser 2 vol 1 nos 1–3 [May 1846] / vol 52 nos 4–6 = ser 2 vol 2 nos 4–6 [Nov 1846]	v 51: https://hdl.handle.net/2027/inu.32000007835194 / v 52: https://hdl.handle.net/2027/inu.32000007835095	###	
S 978	978	1	0	A	xxx	xnp	0	xxx	xxx	np	np	"Some Particulars of the Commercial Progress of the Colonial Dependencies of the United Kingdom, during the Twenty Years, 1827-46"	np	np	np	np	np	np	1849	np	J. T. Dalton	np	Journal of the Statistical Society	12	4	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/2338276	pp 349–439	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/2338276	###	
S 980	980	1	0	A	xxx	xnp	0	xxx	xxx	np	np	The oil of the cahoun or palm tree of British Honduras	np	np	np	np	np	np	1854	np	R. Temple	np	Journal of the Society of Arts	2	81–101	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/23850914	"pp 500–501, 645, 677–678 = 2(81) pp 500–501, 2(89) p 645, 2(91) pp 677–678, 2(101) p 818"	xnp	pt 1: http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/23850914 / pt 2: http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/23850862 / pt 3: http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/23850912 / pt 4: http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/23850847	###	
S 982	982	1	0	A	xxx	xnp	0	xxx	xxx	np	np	The labour market of British Honduras	np	np	np	np	np	np	1854	np	R. Temple	np	Journal of the Society of Arts	2	96	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/23850902	pp 748–749	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/23850902	###	
S 984	984	1	0	A	xxx	xnp	0	xxx	xxx	np	np	British Honduras	np	np	np	np	np	np	1855	np	R. Temple	np	Journal of the Society of Arts	3	148	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/41323576	pp 714	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/41323576	###	
S 986	986	1	0	A	xxx	Temple 55f	0	xxx	1855	np	np	British Honduras	np	np	np	np	np	np	1855	np	R. Temple	np	Journal of the Society of Arts	3	150	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/41323576	p 741	xnp	xnp	###	
S 988	988	1	0	A	xxx	xnp	0	xxx	xxx	np	np	Labour in our tropical colonies	np	np	np	np	np	np	1856	np	L. R. Valpy	np	Journal of the Society of Arts	4	203	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/41323620	pp 748–750	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/41323620	###	
S 990	990	1	0	A	xxx	xnp	0	xxx	xxx	np	np	Colonial labour	np	np	np	np	np	np	1856	np	R. Temple	np	Journal of the Society of Arts	4	204	xnp	https://www-jstor-org.proxygw.wrlc.org/stable/41323621	pp 760–764	xnp	https://www.google.com/books/edition/_/jFgmAQAAIAAJ?hl=en&gbpv=0	###	
S 992	992	1	0	A	xxx	xnp	0	xxx	xxx	np	np	The economy of food	np	np	np	np	np	np	1857	np	R. Temple	np	Journal of the Society of Arts	5	229	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/41323643	pp 311–314	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/41323643	###	
S 994	994	1	0	A	xxx	xnp	0	xxx	xxx	np	np	British Honduras	np	np	np	np	np	np	1859	np	R. Temple	np	Journal of the Society of Arts	7	350	xnp	https://www-jstor-org.proxygw.wrlc.org/stable/41334479	pp 623–625	xnp	xnp	###	
S 996	996	1	0	A	xxx	xnp	0	xxx	xxx	np	np	Colonial Institution ... British Honduras	np	np	np	np	np	np	1859	np	W. W. Anderson	np	Journal of the Society of Arts	7	335	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/41334467	pp 345–346	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/41334467	###	
S 998	998	0	0	A	xxx	xnp	0	np	np	np	np	"On the recent introduction of yellow fever into Port Royal, Jamaica"	np	np	np	np	np	np	1861	np	A. Bryson	np	British Medical Journal	1	9	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/25197495	pp 236–238	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/25197495	###	
S 1000	1000	0	0	A	xxx	xnp	0	np	np	np	np	Notes on the Physical Geography of the Belize River	np	np	np	np	np	np	1867	np	S. Cockburn	np	Proceedings of the Royal Geographical Society	12	2	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/1799580	pp 72–75	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/1799580	###	
S 1002	1002	0	0	A	xxx	xnp	0	np	np	np	np	Notes on the Physical Features of Belize	np	np	np	np	np	np	1867	np	S. Cockburn	np	Proceedings of the Royal Geographical Society	12	5	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/1799082	pp 341–345	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/1799082	###	
S 1004	1004	1	0	A	xxx	xnp	0	xxx	xxx	np	np	Establecimiento inglés de Belice	np	np	np	np	np	np	1872	np	M. Azpiroz	np	Boletín de la Sociedad de Geografía y Estadística	4	xnp	xnp	xnp	pp 698–710	= ser 2 vol 4	HathiTrust: https://hdl.handle.net/2027/mdp.39015008360607?urlappend=%3Bseq=702%3Bownerid=13510798895636432-720 / Google: https://www.google.com/books/edition/_/uABGAQAAMAAJ?hl=en&gbpv=1	###	
S 1006	1006	1	0	A	xxx	xnp	0	xxx	xxx	np	np	Mc.Culloch's Goegraphical Dictionary. Honduras (British). Apuntes Historicos sobre Honduras Britanicas	np	np	np	np	np	np	1872	np	M. Azpiroz	np	Boletín de la Sociedad de Geografía y Estadística	4	xnp	xnp	xnp	pp 710–715	= ser 2 vol 4	HathiTrust: https://hdl.handle.net/2027/mdp.39015008360607?urlappend=%3Bseq=714%3Bownerid=13510798895665429-718 / Google: https://www.google.com/books/edition/_/uABGAQAAMAAJ?hl=en&gbpv=1	###	
S 1008	1008	0	0	A	xxx	xnp	0	np	np	np	np	The Health Of Our Colonies	np	np	np	np	np	np	1873	np	xnp	np	British Medical Journal	1	646	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/25234633	pp 463–564	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/25234633	###	
S 1010	1010	0	0	A	xxx	xnp	0	np	np	np	np	El orígen de Belice	np	np	np	np	np	np	1878	np	C. Carrillo y Ancona	np	Boletín de la Sociedad de Geografía y Estadística	4	xnp	xnp	xnp	pp 254–264	= ser 3 vol 4	HathiTrust: https://hdl.handle.net/2027/mdp.39015008360342?urlappend=%3Bseq=268%3Bownerid=13510798895636614-272	###	
S 1012	1012	0	0	A	xxx	xnp	0	np	np	np	np	Southern Sketches. I. Nuns in Honduras. Religion in Central America	np	np	np	np	np	np	1883	np	xnp	np	Irish Monthly	11	122	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/20497023	pp 446–451	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/20497023	###	
S 1014	1014	0	0	A	xxx	xnp	0	np	np	np	np	"Reports Of Hospital And Surgical Practice In The Hospitals And Asylums Of Great Britain, Ireland, And The Colonies"	np	np	np	np	np	np	1887	np	xnp	np	British Medical Journal	1	1370	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/20211156	pp 727–728	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/20211156	###	
S 1016	1016	0	0	A	xxx	xnp	0	np	np	np	np	Botanical Stations in the West Indies	np	np	np	np	np	np	1887	np	xnp	np	"Bulletin of Miscellaneous Information (Royal Botanic Gardens, Kew)"	1887	6	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/4111343	pp 1–12	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/4111343	###	
S 1018	1018	1	0	A	xxx	xnp	0	xxx	xxx	np	np	Notes on a Part of the Western Frontier of British Honduras	np	np	np	np	np	np	1887	np	W. Miller	np	Proceedings of the Royal Geographical Society and Monthly Record of Geography	9	7	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/1801192	pp 420–423	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/1801192	###	
S 1020	1020	0	0	A	xxx	xnp	0	np	np	np	np	Legal Rights under the Clayton-Bulwer Treaty	np	np	np	np	np	np	1889	np	F. Snow	np	Harvard Law Review	3	2	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/1321215	pp 53–73	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/1321215	###	
S 1022	1022	1	0	A	xxx	xnp	0	xxx	xxx	np	np	"A Journey from British Honduras to Santa Cruz, Yucatan"	np	np	np	np	np	np	1889	np	W. Miller	np	Proceedings of the Royal Geographical Society and Monthly Record of Geography	11	1	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/1800839	pp 23–28	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/1800839	###	
S 1024	1024	1	0	A	xxx	xnp	0	xxx	xxx	np	np	"Expedition to the Cockscomb Mountains, British Honduras"	np	np	np	np	np	np	1889	np	J. Bellamy	np	Proceedings of the Royal Geographical Society and Monthly Record of Geography	11	9	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/1801336	pp 542–552	"Further see H. E. H. Jerningham, *Report on the expedition to the unexplored Coxcomb Mountains in British Honduras* [Belize, Printed at the Government Press, 1888] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/1204381478"	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/1801336	###	
S 1026	1026	0	0	A	xxx	xnp	0	np	np	np	np	British Honduras postal revenue	np	np	np	np	np	np	1893	np	xnp	xnp	London Philatelist	2	20	xnp	https://www.rpsl.org.uk/Catalogue/Detail/ctl/Component/mid/462/id/145404	p 159	xnp	https://www.rpsl.org.uk/Catalogue/Detail/ctl/Component/mid/462/id/145404	###	
S 1028	1028	0	0	A	xxx	xnp	0	np	np	np	np	Modes of Census-Taking in the British Dominions	np	np	np	np	np	np	1894	np	R. H. Hooker	np	Journal of the Royal Statistical Society	57	2	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/2979500	pp 298–368	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/2979500	###	
S 1030	1030	0	0	A	xxx	xnp	0	np	np	np	np	The Karifs and Insular Caribs	np	np	np	np	np	np	1894	np	J. Gifford	np	Science	23	573	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/1767716	pp 45–46	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/1767716	###	
S 1032	1032	0	0	A	xxx	xnp	0	np	np	np	np	Modes of Legislation in the British Colonies	np	np	np	np	np	np	1896	np	xnp	np	Journal of the Society of Comparative Legislation	1	np	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/751762	pp 358–385	xnp	http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/751762	###	
